種別,箇所数,１次／２次／３次,施設名称,所在地,区市町村
（１）都交通局自動車営業所,11,3,品川自動車営業所,品川区北品川区１－５－１２,品川
（１）都交通局自動車営業所,※,3,渋谷自動車営業所,渋谷区東２－２５－３６,渋谷
（１）都交通局自動車営業所,※,3,小滝橋自動車営業所,中野区東中野５－３０－２,中野
（１）都交通局自動車営業所,※,3,早稲田自動車営業所,新宿区西早稲田１－９－２３,新宿
（１）都交通局自動車営業所,※,3,巣鴨自動車営業所,豊島区巣鴨２－９－８,豊島
（１）都交通局自動車営業所,※,3,北自動車営業所,北区神谷３－１０－６,北
（１）都交通局自動車営業所,※,3,千住自動車営業所,足立区梅田２－３－１１,足立
（１）都交通局自動車営業所,※,3,南千住自動車営業所,荒川区南千住２－３３－１,荒川
（１）都交通局自動車営業所,※,3,江東自動車営業所,墨田区江東橋４－３０－１０,墨田
（１）都交通局自動車営業所,※,3,江戸川自動車営業所,江戸川区中葛西４－９－１１,江戸川
（１）都交通局自動車営業所,※,3,深川自動車営業所,江東区東雲２－７－４１,江東
（２）その他の車両基地,2,3,東京都トラック総合会館,新宿区四谷３－１－８,新宿
（２）その他の車両基地,※,3,（一社）東京都トラック協会緊急輸送センター,江戸川区臨海町３－１－１,江戸川
