事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
電線類を地中に埋設する「無電柱化」を進めるとともに、街路樹の倒木を防ぐための維持管理を徹底します,,,,,,19854,,21230
24,４－１３,区画整理事業による面的電線類地中化,都市整備局,瑞江西部地区における区画整理事業と電線類地中化の一体的な施工を完了させ、無電柱化路線に面する宅地の地下配電を実現する。他地区での区画整理事業と電線類地中化の一体的施工について、制度設計を検討する。,【瑞江西部地区】／・引込連系管の設置,223,【瑞江西部地区】／・引込連系管の設置,211
25,４－１４,無電柱化の推進,建設局,無電柱化推進計画に基づき、都市防災機能を強化する視点をより重視し、周辺区部や多摩地域を中心に、緊急輸送道路や主要駅周辺などにおいて無電柱化を推進する。,・都道全体の地中化率４０％,17618,・都道全体の地中化率４２％,17624
26,４－１５,区市町村無電柱化補助,建設局,区市町村道の無電柱化事業に対して、財政支援、技術支援を行う。,・引続き、区市町村道における無電柱化を促進,458,・引続き、区市町村道における無電柱化を促進／・推進計画の策定や先駆的に低コスト手法の導入する区市町村に対する支援の拡充,844
27,４－１６,街路樹防災機能の強化,建設局,災害発生時、緊急車両や物資の運搬車両及び避難者の通行が、倒木した街路樹に妨げられることのないよう、街路樹防災診断を実施し、その結果に基づいて街路樹の樹勢回復、更新を行う。,・累計２８路線で事業実施,291,・累計３３路線で事業実施,291
28,４－１７,東京港の防災対策（臨港道路の無電柱化）,港湾局,オリンピック・パラリンピック競技会場周辺及び緊急輸送道路となる臨港道路の無電柱化を実施する。,・設計及び工事（支障物移設等）の実施,1264,・管路敷設工事の実施,2260
