樹種,１３（ｈａ）,１４（ｈａ）,１５（ｈａ）,１６（ｈａ）,計（ｈａ）
スギ,0,0,0,0,0
ヒノキ,0,0,0,0,0
その他,0,0,0,0,0
計,0,0,0,0,0
