村名,区分,数量,平均単価（円／ｋｇ）,金額（千円）,合計額（千円）
三宅村,牛乳（ｋｇ）,0,-,-,-
三宅村,牛（頭）,0,-,-,-
三宅村,豚（頭）,0,-,-,-
三宅村,鶏卵（ｋｇ）,0,-,-,-
御蔵島村,鶏卵（ｋｇ）,1000,385,385,385
合計,,,,,385
