事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
緊急消防援助隊等全国からの応援部隊の受入拠点整備、海外からの応援部隊の受入態勢確立など、大規模災害にも円滑に対処できる体制を構築します,,,,,,6,,7
42,（５－１７）,初動体制の充実・強化,総務局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
43,（９－１５）,消防救助機動部隊の整備,東京消防庁,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
44,９－２７,アジア地域の消防行政における優秀な人材の育成,東京消防庁,消防防災に関する知識・技術を活用して、アジア諸都市職員の消防防災能力の向上に資するため、訓練・研修の受入態勢の充実強化を図る。,・東京消防庁特別救助技術資格者による技術指導を実施,5,・引き続き、左記取組を実施（最終年度）,5
45,９－２８,防災機関等との連携強化〔緊急消防援助隊〕,東京消防庁,緊急消防援助隊の技術の向上及び連携活動能力の向上等を目的に、「緊急消防援助隊の編成及び施設の整備等に係る基本的な事項に関する計画（０４年２月６日策定）」に基づき、全国合同訓練及び複数の都道府県を単位とした合同訓練（関東ブロック１都９県）を実施している。,・関東ブロック訓練を実施,1,・関東ブロック訓練を実施予定,2
