種別,区分,１５件数（件）,１５金額（千円）,１６件数（件）,１６金額（千円）,１７件数（件）,１７金額（千円）
経営安定化資金,あっせん,0,0,0,0,0,0
経営安定化資金,貸付決定,0,0,0,0,0,0
小企業等経営改善貸付,あっせん,5,8800,1,5000,3,7500
小企業等経営改善貸付,貸付決定,5,8800,1,5000,3,7500
その他,あっせん,0,0,1,1000,0,0
その他,貸付決定,0,0,1,1000,0,0
