事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
関係機関が救出救助活動を展開できる拠点を確保します,,,,,,7785,,11766
昼夜を問わず行われる救出救助活動を迅速かつ円滑に行えるよう、大規模な救出救助活動の拠点となる都立公園の防災機能の強化を図ります,,,,,,7779,,11759
38,９－２３,都民のいのちを守る公園・緑地の強化・充実,建設局,避難者の安全確保や救援部隊の活動支援に必要な防災関連施設整備を充実し、都立公園の防災機能の更なる強化を図る。／また、停電時でも、照明設備や公園管理所など主要施設の機能を維持するため、避難場所や救出・救助の活動拠点となる都立公園に非常用発電設備を整備する。,・基本計画２公園策定／・震災時利用計画１２公園策定／・工事２公園着手,5969,・基本計画１２公園策定／・震災時利用計画１２公園策定／・工事６公園着手,10203
39,９－２４,海上公園の防災機能強化,港湾局,大規模救出活動拠点や災害時臨時離着陸場候補地等、災害時に最低限必要な臨時のヘリポート・車両動線の確保などを整備する。／また、通常時から利用者への情報提供や災害への注意喚起を行うため、海抜表示板を設置する。,・防災施設整備１か所実施,606,・防災施設整備３か所実施,336
40,９－２５,防災機能を有する既存施設の維持管理・更新（白鬚東防災拠点）,都市整備局,白鬚東防災拠点の都営住宅棟及び権利変換住宅棟等の防災施設を管理し、非常災害及び非常時火災における防災施設の円滑な機能の確保を図る。,・給水拠点受水槽更新、ほか引続き防災設備の修繕・更新を行う。,759,・給水拠点受水槽更新、ほか引続き防災設備の修繕・更新を行う。,782
41,９－２６,海の森公園等の海上公園の整備,港湾局,震災時の救出・救助活動や復旧活動、避難誘導などの応急対策活動を円滑に行うため、オープンスペースを確保する。,・約２ｈａを整備予定,445,・園路等施設整備,438
