事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
船着場や周辺の整備、後背地施設との連携等により、陸上・水上の一体的な救出救助・輸送ルートの確保を進めます,,,,,,1292,,3101
32,９－２０,水辺の魅力を活かした東京の顔づくり,建設局,「人々が集い、にぎわいが生まれる水辺空間の創出」を目指し、東京の魅力向上施策として水辺空間を活用する。水辺の動線強化として、テラス連続化、スロープ、テラス照明などを実施する。,・テラス照明の設置／・連続化橋梁の整備などを実施,1292,・テラス照明の設置／・連続化橋梁の整備などを実施,3101
33,（３－１）,災害時利用に向けた河川施設の整備,建設局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
34,（９－２４）,海上公園の防災機能強化,港湾局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
35,（４－８）,舎人公園の非常用発電設備の活用,交通局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
