事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
防災対策の視点を強化して、緊急輸送道路などにおいて、電線類を地中化に埋設する「無電柱化」を進めます,,,,,,0,,0
9,（４－１３）,区画整理事業による面的電線類地中化,都市整備局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
10,（４－１４）,無電柱化の推進,建設局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
11,（４－１５）,区市町村無電柱化補助,建設局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
12,（４－１７）,東京港の防災対策（臨港道路の無電柱化）,港湾局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
