事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
公園、緑地を整備し、燃え広がらない空間を確保していきます,,,,,,14757,,15814
22,３－１３,都市計画公園・緑地の計画的、重点的な整備促進,都市整備局,事業進捗や社会情勢の変化とともに東日本大震災を踏まえ、防災の視点を重視した新たな「都市計画公園・緑地の整備方針」として改定し、２０年度までの１０ヵ年の優先整備区域としてを設定する。（このうち避難場所や防災拠点となる公園・緑地は、５５か所１７６ｈａ）／開発ポテンシャルの高いセンター・コア・エリア内の未供用区域を対象に、民間によるまちづくりと公園・緑地の整備を両立させる仕組みとして「公園まちづくり制度」を創設した。,・都市計画の手続き等／・民間事業者からの相談、調整、都市計画の手続き等,15,・都市計画の手続き等／・民間事業者からの相談、調整、都市計画の手続き等,-
24,３－１５,風格ある緑ゆたかな都市をつくる都市公園の整備《個性豊かな都立公園の整備》,建設局,「都市計画公園・緑地の整備方針（改定）」（１１年１２月）に基づいて重点公園及び優先整備区域を対象に計画的に事業を推進する。,・都立公園の用地取得・整備の推進,13065,・都立公園の用地取得・整備の推進,14492
25,３－１６,風格ある緑ゆたかな都市をつくる都市公園の整備《用地会計》,建設局,「都市計画公園・緑地の整備方針（改定）」（１１年１２月）に基づいて重点公園及び優先整備区域を対象に計画的に事業を推進する。,・都立公園の用地取得の推進,1227,・都立公園の用地取得の推進,872
26,３－１７,風格ある緑ゆたかな都市をつくる都市公園の整備《市町村土木補助事業（公園事業）》,建設局,「都市計画公園・緑地の整備方針（改定）」（１１年１２月）に基づいて重点公園及び優先整備区域を対象に計画的に事業を推進する。,・市町村立公園の整備を補助し、市町村立公園の整備を推進する。,450,・市町村立公園の整備を補助し、市町村立公園の整備を推進する。,450
