事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
様々な事態に対応できる災害対応力を強化します,,,,,,7104,,6858
航空消防救助機動部隊、災害重機部隊等高度な活動能力を備えた専門部隊の創設及び外国人対応が可能な救急部隊等の整備を進めていきます,,,,,,2068,,787
46,（２－１１）,官民一体となった災害応急対策の整備,警視庁,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
47,９－２９,災害重機の拡充と技能向上,警視庁,発災時に運用できる重機を確保するため、重機を保有する民間事業者との災害時協力協定を推進するほか、民間事業者の重機操作員（オペレーター）が指導員として各種訓練において職員の指導に当たり、重機運転技能の向上を図る体制を構築する。,・重機操作訓練の継続実施,112,・重機操作訓練の継続実施,65
49,９－３１,外国人への救急対応の充実強化,東京消防庁,外国人が安心して滞在できる環境を整備するため、救急活動に必要な英語対応力を有し、外国文化を理解した接遇を行う英語対応救急隊を整備する。,１４消防署３６隊で拡充運用する体制を整備,5,東京２０２０オリンピック・パラリンピック競技大会会場周辺に英語対応救急隊を配備する必要があることから、英語対応救急隊員の育成を継続,5
50,９－５８,航空消防体制強化による安全対策の充実,東京消防庁,大型ヘリコプターの前倒し更新を行い、東京２０２０大会開催時に一時的に増機することにより、平時の災害対応（火災・救急・救助・島ヘリ等）を維持しながら、都民サービスを低下させることなく、東京２０２０大会開催時の即応体制を強化する。,・新たなヘリコプターの導入（ちどり）,1951,・ヘリコプターの更新（ひばり）／・ヘリコプターテレビ電送システムの更新,717
