地域階層,地域コード,地域,District,平成23年 2011,平成24年 2012,平成25年 2013,平成26年 2014,平成27年 2015,平成28年 2016,平成29年 2017,平成30年 2018
0,13000,総数,Tokyo-to,337,335,337,343,350,370,385,399
1,13100,区部,All ku　,488,484,478,505,519,524,549,572
2,13101,千代田区,Chiyoda-ku ,1930,1909,1909,1988,2113,2359,2537,2619
2,13102,中央区,Chuo-ku,810,803,857,950,1014,1109,1159,1196
2,13103,港区,Minato-ku ,1283,1270,1259,1384,1475,1509,1683,1781
2,13104,新宿区,Shinjuku-ku,603,605,602,620,640,661,681,709
2,13105,文京区,Bunkyo-ku ,672,668,713,746,775,789,822,868
2,13106,台東区,Taito-ku ,597,587,688,703,718,740,768,806
2,13107,墨田区,Sumida-ku,297,292,341,354,372,368,378,394
2,13108,江東区,Koto-ku,353,348,373,384,392,401,414,431
2,13109,品川区,Shinagawa-ku,596,595,591,629,654,661,720,759
2,13110,目黒区,Meguro-ku,697,689,715,775,798,811,844,876
2,13111,大田区,Ota-ku,449,445,445,463,472,478,489,502
2,13112,世田谷区,Setagaya-ku,516,510,512,527,535,544,566,589
2,13113,渋谷区,Shibuya-ku,981,964,962,1019,1047,1054,1092,1142
2,13114,中野区,Nakano-ku ,468,465,463,485,497,498,524,544
2,13115,杉並区,Suginami-ku,433,429,435,451,460,468,484,500
2,13116,豊島区,Toshima-ku,459,458,457,473,485,499,520,548
2,13117,北区,Kita-ku,390,388,382,409,415,407,434,459
2,13118,荒川区,Arakawa-ku,492,486,369,378,383,386,405,430
2,13119,板橋区,Itabashi-ku,357,353,348,355,359,365,376,392
2,13120,練馬区,Nerima-ku,337,335,335,344,348,352,359,369
2,13121,足立区,Adachi-ku,262,263,255,267,270,264,272,284
2,13122,葛飾区,Katsushika-ku,276,274,277,285,287,287,293,301
2,13123,江戸川区,Edogawa-ku,305,301,300,305,309,312,320,332
1,,市･郡部,All shi and gun,197,196,194,198,200,204,206,209
2,13201,八王子市,Hachioji-shi,113,111,112,114,115,115,116,116
2,13202,立川市,Tachikawa-shi,225,224,220,228,231,234,236,241
2,13203,武蔵野市,Musashino-shi,456,455,455,477,492,500,516,533
2,13204,三鷹市,Mitaka-shi,349,349,350,357,364,374,384,394
2,13205,青梅市,Ome-shi,103,102,97,99,99,97,97,96
2,13206,府中市,Fuchu-shi,273,272,270,276,280,279,282,285
2,13207,昭島市,Akishima-shi,168,168,170,176,178,178,180,182
2,13208,調布市,Chofu-shi,306,304,306,313,317,319,322,326
2,13209,町田市,Machida-shi,154,153,152,152,153,156,156,156
2,13210,小金井市,Koganei-shi,300,298,298,307,310,309,313,319
2,13211,小平市,Kodaira-shi,220,216,214,216,218,220,223,225
2,13212,日野市,Hino-shi,173,171,171,179,182,183,185,188
2,13213,東村山市,Higashimurayama-shi,179,177,177,182,183,180,183,185
2,13214,国分寺市,Kokubunji-shi,267,265,264,263,266,273,277,280
2,13215,国立市,Kunitachi-shi,305,303,304,311,315,318,321,328
2,13218,福生市,Fussa-shi　,156,154,153,154,157,159,160,163
2,13219,狛江市,Komae-shi,295,292,291,292,293,294,296,299
2,13220,東大和市,Higashiyamato-shi,162,159,158,163,164,165,166,168
2,13221,清瀬市,Kiyose-shi,179,177,176,177,178,179,181,183
2,13222,東久留米市,Higashikurume-shi,205,203,199,206,208,207,209,211
2,13223,武蔵村山市,Musashimurayama-shi,118,116,114,120,121,121,121,122
2,13224,多摩市,Tama-shi,182,181,180,186,187,184,184,184
2,13225,稲城市,Inagi-shi,193,193,194,198,201,205,209,213
2,13227,羽村市,Hamura-shi,138,137,136,136,137,139,139,140
2,13228,あきる野市,Akiruno-shi,107,105,96,97,98,98,99,99
2,13229,西東京市,Nishitokyo-shi,260,258,258,263,266,270,274,279
2,13303,瑞穂町,Mizuho-machi,99,97,92,90,91,93,93,93
2,13305,日の出町,Hinode-machi,76,86,85,88,88,89,89,89
2,13307,檜原村,Hinohara-mura,25,23,22,…,…,…,…,…
2,13308,奥多摩町,Okutama-machi,33,31,30,…,…,…,…,…
1,13350,島部,All islands,15,14,14,14,14,14,14,14
2,13361,大島町,Oshima-machi,14,14,12,10,10,10,10,10
2,13363,新島村,Niijima-mura,7,7,7,7,7,7,7,7
2,13364,神津島村,Kozushima-mura,7,7,7,7,7,7,7,7
2,13381,三宅村,Miyake-mura,10,10,9,9,9,9,9,9
2,13401,八丈町,Hachijo-machi,11,10,10,9,9,9,9,9
2,13421,小笠原村,Ogasawara-mura,39,39,40,41,41,41,41,41
,,,,,,,,,,,
東京都統計年鑑（平成29年）TOKYO STATISTICAL YEARBOOK ( 2017 ) 13 　物価・地価 13   PRICES,,,,,,,,,,,
13-4 地価公示の平均価格の推移（住宅地） （平成23年～30年） 13-4 CHANGES IN AVERAGE POSTED LAND PRICES ( RESIDENTIAL LAND ) ( 2011-2018 ),,,,,,,,,,,
各年１月１日現在,,,,,,,,,,,
Figures are as of Jan. 1 of the year stated.,,,,,,,,,,,
"資料：都財務局財産運用部管理課「平成30年地価公示価格」 Source: Bureau of Finance, TMG ",,,,,,,,,,,
地域階層(0:東京都総数　1:区部・市･郡部・島部　2:区市町村),,,,,,,,,,,
（単位 ：千円／m2） (Thousands of yen/m2),,,,,,,,,,,
