年次,Year,地域階層,地域コード,項番 Item number,地域,District,総数 Total ,宅地 Land for buildings／計  Total ,宅地 Land for buildings／商業地区 Commercial district ,宅地 Land for buildings／工業地区 Industrial district ,宅地 Land for buildings／住宅地区 Residential district ,宅地 Land for buildings／その他  Others  ,田 Paddy fields  ,畑 Ordinary fields  ,山林 Forests  ,原野 Waste land  ,池沼 Ponds and swamps  ,雑種地 Miscellaneous land  ,免税点未満 Land under the legal tax exemption limit  
平成30,2018,3,13203,3,武蔵野市,Musashino-shi,677.92,634.3,61.85,17.71,554.74,-,-,27.48,0.02,-,-,15.06,1.05
平成30,2018,3,13204,4,三鷹市,Mitaka-shi,1030.89,864.44,30.8,29.63,803.3,0.71,-,144.04,7.93,-,0.01,11.38,3.09
平成30,2018,3,13205,5,青梅市,Ome-shi,6036.33,1258.42,18.26,120.57,1012.36,107.23,19.11,393.31,3252.43,509.34,0.52,366.52,236.67
平成30,2018,3,13206,6,府中市,Fuchu-shi,1513.2,1298.56,29.97,207.03,1061.55,-,42.29,77.81,-,-,-,89.65,4.9
平成30,2018,3,13207,7,昭島市,Akishima-shi,910.68,757.56,50.12,122.47,584.95,0.01,6.44,54.03,18.31,0.02,0.07,71.66,2.59
平成30,2018,3,13208,8,調布市,Chofu-shi,1200.61,1022.03,29.66,24.47,967.77,0.13,8.71,125.55,2.51,-,-,39.09,2.72
平成30,2018,3,13209,9,町田市,Machida-shi,4193.44,2826.51,68.26,57.82,2629.9,70.54,44.21,444.94,488.09,-,-,282.04,107.65
平成30,2018,3,13210,10,小金井市,Koganei-shi,667.31,573.05,17.2,0.65,555.21,-,-,65.54,3.93,-,-,21.85,2.93
平成30,2018,3,13211,11,小平市,Kodaira-shi,1314.13,1025.65,25.62,69.81,930.06,0.16,-,176.9,1.41,-,-,105.97,4.19
平成30,2018,3,13212,12,日野市,Hino-shi,1444.27,1124.1,11.47,180.79,931.63,0.21,15.65,124.92,52.56,-,-,116.21,10.83
平成30,2018,3,13213,13,東村山市,Higashimurayama-shi,993.61,768.77,19.14,45.64,703.99,-,0.74,146.72,11.35,-,-,62.21,3.83
平成30,2018,3,13214,14,国分寺市,Kokubunji-shi,807.31,637.95,12.45,24.06,601.35,0.09,-,138.17,3.81,-,-,25.05,2.31
平成30,2018,3,13215,15,国立市,Kunitachi-shi,478.23,413.59,17.47,19.66,376.34,0.12,10.68,41.18,1.11,-,-,10.31,1.36
平成30,2018,3,13218,16,福生市,Fussa-shi,389.59,361.88,18.69,11.49,331.7,-,0.1,11.83,1.3,-,-,14.22,0.25
平成30,2018,3,13219,17,狛江市,Komae-shi,397.6,341.87,16.18,10.85,314.84,-,-,37.65,0.78,-,-,16.9,0.4
平成30,2018,3,13220,18,東大和市,Higashiyamato-shi,605.1,516.1,14.88,21.43,479.79,-,-,59.62,16.66,-,-,9.1,3.62
平成30,2018,3,13221,19,清瀬市,Kiyose-shi,589.88,361.65,12.34,8.83,340.47,0.01,-,182.34,8.07,-,-,31.63,6.2
平成30,2018,3,13222,20,東久留米市,Higashikurume-shi,846.27,668.6,26.27,21.02,615.77,5.54,-,147.43,5.2,-,-,17.92,7.11
平成30,2018,3,13223,21,武蔵村山市,Musashimurayama-shi,889.28,541.7,33.33,77.97,430.38,0.02,0.32,161.67,36.78,0.98,-,115.43,32.39
平成30,2018,3,13224,22,多摩市,Tama-shi,1012.74,811.63,117.02,-,694.59,0.02,2.06,37.91,30.27,-,-,130.18,0.69
平成30,2018,3,13225,23,稲城市,Inagi-shi,937.28,488.06,17.97,10.46,457.88,1.75,8.73,121.04,111.3,5.35,-,194.79,8.02
平成30,2018,3,13227,24,羽村市,Hamura-shi,607.79,543.91,18.9,170.8,354.15,0.06,4.67,33.27,4.55,-,0.55,14.35,6.49
平成30,2018,3,13228,25,あきる野市,Akiruno-shi,3778.96,831.27,10.86,39.43,692.12,88.86,49.83,424.56,1737.16,214.48,0.02,325.78,195.86
平成30,2018,3,13229,26,西東京市,Nishitokyo-shi,1043.44,883.33,26.02,16.39,840.93,-,-,128.9,0.71,-,-,28,2.5
平成30,2018,1,13300,,郡部,All gun,13252.4,869.33,24.04,204.93,385.86,254.5,7.52,691.5,10121.06,510.15,2.07,194.61,856.16
平成30,2018,3,13303,1,瑞穂町,Mizuho-machi,935.24,494.39,13.02,186.02,238.48,56.87,-,253.29,53.47,0.14,-,81.79,52.15
平成30,2018,3,13305,2,日の出町,Hinode-machi,1625.85,246.08,11.02,18.91,134.32,81.83,2.69,141.94,897.4,174.7,-,68.53,94.5
平成30,2018,3,13307,3,檜原村,Hinohara-mura,4585.71,42.77,-,-,-,42.77,0.32,178.4,3883.34,317.11,-,14.65,149.14
平成30,2018,3,13308,4,奥多摩町,Okutama-machi,6105.6,86.09,-,-,13.06,73.03,4.51,117.87,5286.85,18.2,2.07,29.64,560.37
平成30,2018,1,13350,,島部,All islands,13618.83,777.28,-,-,328.31,448.97,1.21,2432.37,5772.62,112.34,-,308.68,4214.33
平成30,2018,2,13360,,大島支庁,Oshima-shicho,5609.31,374.52,-,-,51.06,323.46,-,1286.4,2372.08,42.2,-,99.22,1434.89
平成30,2018,3,13361,1,大島町,Oshima-machi,4288.52,277.46,-,-,51.06,226.4,-,898.63,1759.19,33.51,-,90.36,1229.36
平成30,2018,3,13362,2,利島村,Toshima-mura,232.3,6.45,-,-,-,6.45,-,30.73,179.97,8.69,-,1.72,4.75
平成30,2018,3,13363,3,新島村,Niijima-mura,587.36,67.25,-,-,-,67.25,-,218.37,202.34,-,-,6.15,93.25
平成30,2018,3,13364,4,神津島村,Kozushima-mura,501.13,23.36,-,-,-,23.36,-,138.67,230.58,-,-,0.99,107.53
平成30,2018,2,13380,,三宅支庁,Miyake-shicho,3150.01,96.77,-,-,-,96.77,-,632.05,1359.21,38.57,-,182.01,841.39
平成30,2018,3,13381,1,三宅村,Miyake-mura,2822.93,92.64,-,-,-,92.64,-,597.76,1095.87,38.57,-,182.01,816.08
平成30,2018,3,13382,2,御蔵島村,Mikurajima-mura,327.08,4.13,-,-,-,4.13,-,34.29,263.34,-,-,-,25.31
平成30,2018,2,13400,,八丈支庁,Hachijo-shicho,4306.74,284.79,-,-,277.25,7.54,1.21,488.23,1941.47,31.55,-,25.08,1534.41
平成30,2018,3,13401,1,八丈町,Hachijo-machi,4174.94,277.25,-,-,277.25,-,1.21,474.26,1908.81,8.32,-,23.3,1481.78
平成30,2018,3,13402,2,青ヶ島村,Aogashima-mura,131.8,7.54,-,-,-,7.54,-,13.97,32.66,23.23,-,1.78,52.63
平成30,2018,2,13420,,小笠原支庁,Ogasawara-shicho,552.77,21.2,-,-,-,21.2,-,25.69,99.86,0.02,-,2.37,403.64
平成30,2018,3,13421,1,小笠原村,Ogasawara-mura,552.77,21.2,-,-,-,21.2,-,25.69,99.86,0.02,-,2.37,403.64
,,,,,,,,,,,,,,,,,,,
東京都統計年鑑 （平成29年）TOKYO STATISTICAL YEARBOOK ( 2017 )　1  土地・気象 1   LAND AND CLIMATE,,,,,,,,,,,,,,,,,,,
1-3  地域，地目別土地面積（平成26～30年） 1-3  LAND AREA BY DISTRICT AND CATEGORY ( 2014-2018 ）,,,,,,,,,,,,,,,,,,,
この表は，各年1月1日現在の固定資産税の対象となる土地面積である。また，国・公有地，公共用地，墓地，道路，用水路，溜池，保安林，私立学校用地，宗教法人の境内など，固定資産税が非課税とされている土地は除かれている。,,,,,,,,,,,,,,,,,,,
Figures refer to land area subject to assessment for the fixed assets tax as of Jan. 1 of the year stated. It does not include land that is exempted from the fixed assets tax， including national and local government-owned land， land for public use， graveyards， roads， irrigation channels， reservoirs， reserved forests， private school sites， compounds of religious bodies， etc.,,,,,,,,,,,,,,,,,,,
注1) 宅地のその他は，村落又は観光地区(市，郡，島部)，農業用施設の用に供する宅地及び生産緑地区内の宅地である。,,,,,,,,,,,,,,,,,,,
2) 雑種地とは宅地，田，畑，山林，原野，池沼以外の土地で，野球場，テニスコート，ゴルフ場，運動場，高圧鉄塔敷地，軌道用地等をいう。,,,,,,,,,,,,,,,,,,,
3) 免税点未満とは，土地に対して課する固定資産税の課税標準となるべき額が30万円に満たないものである。,,,,,,,,,,,,,,,,,,,
4) 三宅村の原野には27.95ヘクタールの牧場を含む。,,,,,,,,,,,,,,,,,,,
5) 八丈町の原野には7.28ヘクタールの牧場を含む。,,,,,,,,,,,,,,,,,,,
6) 青ヶ島村の原野には7.85ヘクタールの牧場を含む。,,,,,,,,,,,,,,,,,,,
7) 端数処理のため各項の和と表示した総数は必ずしも一致しない。,,,,,,,,,,,,,,,,,,,
"Note:1) ""Others"" in land for buildings are villages and tourist destinations  (shi， gun and island areas)， housing lands used for agricultural facilities， and housing lands located in productive green areas.",,,,,,,,,,,,,,,,,,,
"2) ""Miscellaneous land"" indicates baseball grounds， tennis courts， golf links， playgrounds， high-voltage transmission tower sites， railway sites， etc.， that do not fall under the other categories.",,,,,,,,,,,,,,,,,,,
3) Land under the legal tax exemption limit refers to land with a tax base for fixed asset tax of less than 300，000 yen.,,,,,,,,,,,,,,,,,,,
4) The waste land of Miyake-mura Includes 27.95ha of pasture.,,,,,,,,,,,,,,,,,,,
5) The waste land of Hachijo-machi Includes 7.28ha of pasture.,,,,,,,,,,,,,,,,,,,
6) The waste land of Aogashima-mura Includes 7.85ha of pasture.,,,,,,,,,,,,,,,,,,,
7) Figures may not add up to the totals shown due to rounding of figures.,,,,,,,,,,,,,,,,,,,
資料：都主税局資産税部固定資産税課 （区部）， 都総務局行政部市町村課 （市部， 郡部， 島部） Source : Bureau of Taxation， TMG (All ku)，  Bureau of General Affairs， TMG (All shi， gun and islands),,,,,,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:各支庁　3:区市町村）,,,,,,,,,,,,,,,,,,,
（単位　ヘクタ－ル）(In hectare),,,,,,,,,,,,,,,,,,,
