地域階層,地域コード,地域,District,除却 Removed／建築物数 Number,除却 Removed／床面積の合計 Total floor space,除却 Removed／建築物評価額 Estimated value,災害 Damaged by disasters／建築物数 Number,災 害Damaged by disasters／床面積の合計 Total floor space,災害 Damaged by disasters／建築物損害見積額 Estimated damages
0,13000,総数,Tokyo-to,7374,2392601,6922103,160,10015,84687
1,13100,区部,All ku,5175,1650773,6366030,136,8184,67976
5,13101,千代田区,Chiyoda-ku,38,118322,347599,1,23,175
5,13102,中央区,Chuo-ku,245,132645,728985,3,59,9216
5,13103,港区,Minato-ku,119,157651,1677586,4,474,5970
5,13104,新宿区,Shinjuku-ku,129,215524,1431441,1,38,117
5,13105,文京区,Bunkyo-ku,72,9678,7392,-,-,-
5,13106,台東区,Taito-ku,101,23252,56325,13,372,4666
5,13107,墨田区,Sumida-ku,109,16947,18232,7,227,227
5,13108,江東区,Koto-ku,172,39620,107386,21,2142,6426
5,13109,品川区,Shinagawa-ku,255,55945,175102,2,130,1087
5,13110,目黒区,Meguro-ku,174,34427,37074,-,-,-
5,13111,大田区,Ota-ku,410,132370,89168,14,595,4024
5,13112,世田谷区,Setagaya-ku,815,170809,61443,14,893,6251
5,13113,渋谷区,Shibuya-ku,160,89159,860012,3,304,812
5,13114,中野区,Nakano-ku,163,27563,57342,1,55,1682
5,13115,杉並区,Suginami-ku,399,66256,71053,17,736,2208
5,13116,豊島区,Toshima-ku,151,26924,29605,-,-,-
5,13117,北区,Kita-ku,286,75400,63295,-,-,-
5,13118,荒川区,Arakawa-ku,83,17674,24714,3,148,5570
5,13119,板橋区,Itabashi-ku,246,59550,210674,4,157,3073
5,13120,練馬区,Nerima-ku,452,75542,114264,5,135,4429
5,13121,足立区,Adachi-ku,235,43339,35137,17,1217,9395
5,13122,葛飾区,Katsushika-ku,170,24466,20453,1,71,180
5,13123,江戸川区,Edogawa-ku,191,37710,141748,5,408,2468
1,13200,市部,All shi,2140,732785,535390,24,1831,16711
5,13201,八王子市,Hachioji-shi,200,30419,34433,11,885,7567
5,13202,立川市,Tachikawa-shi,113,27383,12563,2,176,968
5,13203,武蔵野市,Musashino-shi,110,29656,13554,-,-,-
5,13204,三鷹市,Mitaka-shi,105,18563,40704,1,25,86
5,13205,青梅市,Ome-shi,126,115076,25525,-,-,-
5,13206,府中市,Fuchu-shi,190,41836,77632,-,-,-
5,13207,昭島市,Akishima-shi,52,37684,5649,1,11,300
5,13208,調布市,Chofu-shi,119,23330,23677,-,-,-
5,13209,町田市,Machida-shi,149,35708,86470,6,525,5250
5,13210,小金井市,Koganei-shi,82,9447,8448,-,-,-
5,13211,小平市,Kodaira-shi,65,114486,78826,-,-,-
5,13212,日野市,Hino-shi,96,51711,25595,2,110,2055
5,13213,東村山市,Higashimurayama-shi,74,7057,9705,-,-,-
5,13214,国分寺市,Kokubunji-shi,101,11688,9572,-,-,-
5,13215,国立市,Kunitachi-shi,47,8781,7696,-,-,-
5,13218,福生市,Fussa-shi,61,12366,9730,-,-,-
5,13219,狛江市,Komae-shi,39,5438,8763,-,-,-
5,13220,東大和市,Higashiyamato-shi,54,6231,5875,-,-,-
5,13221,清瀬市,Kiyose-shi,34,3164,5355,-,-,-
5,13222,東久留米市,Higashikurume-shi,59,15041,5722,-,-,-
5,13223,武蔵村山市,Musashimurayama-shi,29,8920,2250,-,-,-
5,13224,多摩市,Tama-shi,29,7763,2694,-,-,-
5,13225,稲城市,Inagi-shi,27,6614,2269,-,-,-
5,13227,羽村市,Hamura-shi,37,5591,5513,-,-,-
5,13228,あきる野市,Akiruno-shi,47,80088,2773,-,-,-
5,13229,西東京市,Nishitokyo-shi,95,18744,24397,1,99,485
,,郡部，島部,All gun and islands,59,9043,20683,-,-,-
,,,,,,,,,
3-13  地 域 別 滅 失 建 築 物 （平成29年） ,,,,,,,,,
DESTROYED BUILDINGS BY DISTRICT ( 2017 ) ,,,,,,,,,
この表は建築基準法により， 工事施工者から知事に届出のあった建築物除去届及び市町村長からの建築物災害報告によって作成された ,,,,,,,,,
もので，対象は床面積の合計が10平方メートルを越える建築物である。 ,,,,,,,,,
"This table is based on notifications of building removal submitted to the Governor by contractors,andreportsonbuildingsdamagedby",,,,,,,,,
"disasters submitted by the heads of shi,machi,andmura,andcoversbuildingswithtotalfloorspaceofmorethan10squaremeters.",,,,,,,,,
"（単位　面積　平方メートル， 金額　万円）    (Space in ㎡, Value in 10 thousand yen)",,,,,,,,,
"資料：都都市整備局市街地建築部建築企画課 Source: Bureau of Urban Development, TMG",,,,,,,,,
