年度,Fiscal year,会社名,Company name,系統,Line,駅,Station,マーク Mark,乗車人員 Boarding passengers／総数 Total,乗車人員 Boarding passengers／定期 Commuter Pass,乗車人員 Boarding passengers／普通 Tickets,降車人員 Deboarding passengers／総数 Total,降車人員 Deboarding passengers／定期 Commuter Pass,降車人員 Deboarding passengers／普通 Tickets
平成29,2017,小田急電鉄,Odakyu Electric Railway,多摩線,Tama Line,唐木田,Karakida,,3532,2565,967,3505,2565,940
平成29,2017,西武鉄道,Seibu Railway,,,,,,549800,349372,200428,549758,349372,200386
平成29,2017,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,,,,235833,148184,87649,234474,148184,86290
平成29,2017,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,池袋,Ikebukuro,※,90176,59324,30852,88311,59324,28987
平成29,2017,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,椎名町,Shiinamachi,※,3671,1893,1778,3623,1893,1730
平成29,2017,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,東長崎,Higashi-Nagasaki,※,5124,3162,1962,5129,3162,1967
平成29,2017,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,江古田,Ekoda,※,6306,3679,2627,6333,3679,2654
平成29,2017,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,桜台,Sakuradai,※,2650,1286,1364,2640,1286,1354
平成29,2017,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,練馬,Nerima,◎※,17263,9454,7809,18050,9454,8596
平成29,2017,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,中村橋,Nakamurabashi,※,7384,4676,2708,7354,4676,2678
平成29,2017,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,富士見台,Fujimidai,※,5034,2947,2087,4962,2947,2015
平成29,2017,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,練馬高野台,Nerima-Takanodai,※,5017,2754,2263,4951,2754,2197
平成29,2017,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,石神井公園,Shakujii-Koen,※,14840,9506,5334,14824,9506,5318
平成29,2017,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,大泉学園,Oizumi-Gakuen,※,16079,9884,6195,16034,9884,6150
平成29,2017,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,保谷,Hoya,,11341,7637,3704,11317,7637,3680
平成29,2017,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,ひばりケ丘,Hibarigaoka,,13258,8110,5148,13261,8110,5151
平成29,2017,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,東久留米,Higashi-Kurume,,10022,6235,3787,10034,6235,3799
平成29,2017,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,清瀬,Kiyose,,12834,8416,4418,12807,8416,4391
平成29,2017,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,秋津,Akitsu,,14834,9221,5613,14844,9221,5623
平成29,2017,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,,,※,32408,21632,10776,33852,21632,12220
平成29,2017,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,小竹向原,Kotake-Mukaihara,,24437,16547,7890,26284,16547,9737
平成29,2017,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,新桜台,Shin-Sakuradai,,1729,942,787,1638,942,696
平成29,2017,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,練馬,Nerima,◎,6242,4143,2099,5930,4143,1787
平成29,2017,西武鉄道,Seibu Railway,豊島線,Toshima Line,,,※,2715,1364,1351,2692,1364,1328
平成29,2017,西武鉄道,Seibu Railway,豊島線,Toshima Line,練馬,Nerima,◎,149,3,146,157,3,154
平成29,2017,西武鉄道,Seibu Railway,豊島線,Toshima Line,豊島園,Toshimaen,,2566,1361,1205,2535,1361,1174
平成29,2017,西武鉄道,Seibu Railway,山口線,Yamaguchi Line,,,,40,1,39,38,1,37
平成29,2017,西武鉄道,Seibu Railway,山口線,Yamaguchi Line,西武遊園地,Seibu-Yuenchi,◎,40,1,39,38,1,37
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,,,,194063,124411,69652,194188,124411,69777
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,西武新宿,Seibu-Shinjuku,※,34557,21554,13003,31465,21554,9911
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,高田馬場,Takadanobaba,※,53684,36606,17078,57606,36606,21000
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,下落合,Shimo-Ochiai,※,2365,1018,1347,2166,1018,1148
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,中井,Nakai,※,5252,3170,2082,5371,3170,2201
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,新井薬師前,Araiyakushi-Mae,※,4218,2404,1814,4186,2404,1782
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,沼袋,Numabukuro,※,3813,2137,1676,3721,2137,1584
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,野方,Nogata,※,4586,2667,1919,4559,2667,1892
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,都立家政,Toritsu-Kasei,※,3480,2301,1179,3440,2301,1139
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,鷺ノ宮,Saginomiya,※,6013,3850,2163,5838,3850,1988
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,下井草,Shimo-Igusa,※,4560,3063,1497,4518,3063,1455
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,井荻,Iogi,※,3708,2278,1430,3656,2278,1378
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,上井草,Kami-Igusa,※,3905,2597,1308,3911,2597,1314
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,上石神井,Kami-Shakujii,※,8148,5587,2561,8121,5587,2534
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,武蔵関,Musashi-Seki,※,5794,3776,2018,5666,3776,1890
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,東伏見,Higashi-Fushimi,,4605,3024,1581,4576,3024,1552
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,西武柳沢,Seibu-Yagisawa,,3063,1644,1419,2976,1644,1332
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,田無,Tanashi,,13819,9068,4751,13790,9068,4722
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,花小金井,Hana-Koganei,,10524,6888,3636,10517,6888,3629
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,小平,Kodaira,◎,5566,3311,2255,5554,3311,2243
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,久米川,Kumegawa,,5930,3313,2617,6027,3313,2714
平成29,2017,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,東村山,Higashi-Murayama,◎,6473,4155,2318,6524,4155,2369
平成29,2017,西武鉄道,Seibu Railway,拝島線,Haijima Line,,,,29084,18614,10470,28878,18614,10264
平成29,2017,西武鉄道,Seibu Railway,拝島線,Haijima Line,小平,Kodaira,◎,1664,875,789,1620,875,745
平成29,2017,西武鉄道,Seibu Railway,拝島線,Haijima Line,萩山,Hagiyama,◎,1220,689,531,1186,689,497
平成29,2017,西武鉄道,Seibu Railway,拝島線,Haijima Line,小川,Ogawa,◎,2793,1694,1099,2732,1694,1038
平成29,2017,西武鉄道,Seibu Railway,拝島線,Haijima Line,東大和市,Higashi-Yamatoshi,,4769,2879,1890,4731,2879,1852
平成29,2017,西武鉄道,Seibu Railway,拝島線,Haijima Line,玉川上水,Tamagawajosui,,7753,5139,2614,7739,5139,2600
平成29,2017,西武鉄道,Seibu Railway,拝島線,Haijima Line,武蔵砂川,Musashi-Sunagawa,,2187,1455,732,2155,1455,700
平成29,2017,西武鉄道,Seibu Railway,拝島線,Haijima Line,西武立川,Seibu-Tachikawa,,2127,1407,720,2125,1407,718
平成29,2017,西武鉄道,Seibu Railway,拝島線,Haijima Line,拝島,Haijima,,6571,4476,2095,6590,4476,2114
平成29,2017,西武鉄道,Seibu Railway,西武園線,Seibuen Line,,,,760,353,407,718,353,365
平成29,2017,西武鉄道,Seibu Railway,西武園線,Seibuen Line,東村山,Higashi-Murayama,◎,59,4,55,65,4,61
平成29,2017,西武鉄道,Seibu Railway,西武園線,Seibuen Line,西武園,Seibuen,,701,349,352,653,349,304
平成29,2017,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,,,,26423,17711,8712,26464,17711,8753
平成29,2017,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,国分寺,Kokubunji,◎,14151,9606,4545,14200,9606,4594
平成29,2017,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,恋ケ窪,Koigakubo,,2290,1413,877,2268,1413,855
平成29,2017,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,鷹の台,Takanodai,,4899,3460,1439,4851,3460,1391
平成29,2017,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,小川,Ogawa,◎,2647,1656,991,2638,1656,982
平成29,2017,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,東村山,Higashi-Murayama,◎,2436,1576,860,2507,1576,931
平成29,2017,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,,,,16629,9802,6827,16609,9802,6807
平成29,2017,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,国分寺,Kokubunji,◎,7506,4434,3072,7666,4434,3232
平成29,2017,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,一橋学園,Hitotsubashi-Gakuen,,3995,2349,1646,3911,2349,1562
平成29,2017,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,青梅街道,Ome-Kaido,,1524,937,587,1518,937,581
平成29,2017,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,萩山,Hagiyama,◎,672,253,419,637,253,384
平成29,2017,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,八坂,Yasaka,,1091,633,458,1086,633,453
平成29,2017,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,武蔵大和,Musashi-Yamato,,1394,934,460,1354,934,420
平成29,2017,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,西武遊園地,Seibu-Yuenchi,◎,447,262,185,437,262,175
平成29,2017,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,,,,11845,7300,4545,11845,7300,4545
平成29,2017,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,武蔵境,Musashi-Sakai,,5546,3511,2035,5584,3511,2073
平成29,2017,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,新小金井,Shin-Koganei,,697,367,330,683,367,316
平成29,2017,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,多磨,Tama　　　,,2546,1468,1078,2529,1468,1061
平成29,2017,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,白糸台,Shiraitodai   ,,1093,646,447,1110,646,464
平成29,2017,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,競艇場前,Kyoteijo-Mae,,518,226,292,498,226,272
平成29,2017,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,是政,Koremasa,,1445,1082,363,1441,1082,359
平成29,2017,東急電鉄,Tokyu Corporation,,,,,,726553,429760,296793,705356,418675,286681
平成29,2017,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,,,※,181746,99455,82292,181151,99455,81696
平成29,2017,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,渋谷,Shibuya,◎,85872,49067,36805,84960,49067,35893
平成29,2017,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,代官山,Daikan-Yama,,5645,1822,3823,6089,1822,4267
平成29,2017,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,中目黒,Naka-Meguro,,36016,22447,13569,35876,22447,13429
平成29,2017,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,祐天寺,Yutenji,,5771,2727,3044,5725,2727,2998
平成29,2017,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,学芸大学,Gakugei-Daigaku,,14242,7717,6525,14179,7717,6461
平成29,2017,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,都立大学,Toritsu-Daigaku,,9022,4107,4915,8821,4107,4714
平成29,2017,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,自由が丘,Jiyugaoka,◎,17949,8175,9774,18373,8175,10199
平成29,2017,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,田園調布,Den-En-Chofu,◎,4441,2268,2173,4478,2268,2210
平成29,2017,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,多摩川,Tamagawa,◎,2788,1125,1663,2650,1125,1525
平成29,2017,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,,,※,84891,52178,32713,85143,52178,32966
平成29,2017,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,目黒,Meguro,,50093,33049,17045,50895,33049,17846
平成29,2017,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,不動前,Fudo-Mae,,5794,3009,2785,5450,3009,2441
平成29,2017,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,武蔵小山,Musashi-Koyama,,9664,5303,4360,9749,5303,4446
平成29,2017,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,西小山,Nishi-Koyama,,6935,4613,2323,6755,4613,2142
平成29,2017,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,洗足,Senzoku,,2738,1286,1452,2702,1286,1416
平成29,2017,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,大岡山,Ookayama,◎,4034,2100,1934,3980,2100,1880
平成29,2017,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,奥沢,Okusawa,,2592,1277,1315,2590,1277,1313
平成29,2017,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,田園調布,Den-En-Chofu,◎,2308,1241,1067,2342,1241,1101
平成29,2017,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,多摩川,Tamagawa　,◎,733,301,432,681,301,380
平成29,2017,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,,,※,39193,24709,14484,39238,24709,14529
平成29,2017,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,多摩川,Tamagawa　,◎,765,328,437,725,328,397
平成29,2017,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,沼部,Numabe,,2038,1149,889,2032,1149,883
平成29,2017,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,鵜の木,Unoki,,3675,2125,1551,3647,2125,1522
平成29,2017,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,下丸子,Shimomaruko,,6652,4592,2060,6580,4592,1987
平成29,2017,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,武蔵新田,Musashi-Nitta,,4823,2872,1952,4761,2872,1889
平成29,2017,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,矢口渡,Yaguchi-No-Watashi,,4731,2794,1937,4592,2794,1798
平成29,2017,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,蒲田,Kamata,◎,16509,10849,5659,16903,10849,6054
平成29,2017,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,,,※,89930,47419,42511,89496,47419,42077
平成29,2017,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,大井町,Oimachi,,26208,15948,10260,26085,15948,10137
平成29,2017,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,下神明,Shimo-Shimmei,,1519,756,763,1525,756,769
平成29,2017,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,戸越公園,Togoshi-Koen,,2580,1285,1295,2627,1285,1342
平成29,2017,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,中延,Nakanobu,,4147,2349,1798,4274,2349,1925
平成29,2017,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,荏原町,Ebara-Machi,,3143,1831,1312,3127,1831,1296
平成29,2017,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,旗の台,Hatanodai,◎,4724,2342,2382,4568,2342,2226
平成29,2017,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,北千束,Kita-Senzoku,,1292,597,694,1292,597,695
平成29,2017,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,大岡山,Ookayama,◎,5332,2915,2417,5390,2915,2475
平成29,2017,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,緑が丘,Midorigaoka,,1899,837,1062,1787,837,950
平成29,2017,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,自由が丘,Jiyugaoka,◎,10435,3863,6573,10380,3863,6517
平成29,2017,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,九品仏,Kuhombutsu,,2432,1273,1159,2416,1273,1144
平成29,2017,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,尾山台,Oyamadai,,5609,3198,2410,5542,3198,2344
平成29,2017,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,等々力,Todoroki,,5456,3142,2314,5374,3142,2231
平成29,2017,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,上野毛,Kaminoge,,4144,2206,1938,4083,2206,1876
平成29,2017,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,二子玉川,Futako-Tamagawa ,◎,11009,4876,6133,11025,4876,6149
平成29,2017,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,,,,232111,148098,84012,232368,148098,84270
平成29,2017,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,渋谷,Shibuya,◎※,126121,86103,40019,127713,86103,41610
平成29,2017,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,池尻大橋,Ikejiri-Ohashi,※,11897,6951,4946,11410,6951,4460
平成29,2017,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,三軒茶屋,Sangen-Jaya,◎※,25476,14585,10891,25282,14585,10697
平成29,2017,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,駒沢大学,Komazawa-Daigaku,※,14624,8872,5752,14187,8872,5315
平成29,2017,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,桜新町,Sakura-Shimmachi,※,13371,8565,4806,13160,8565,4595
平成29,2017,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,用賀,Yoga,※,12271,6728,5542,12165,6728,5437
平成29,2017,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,二子玉川,Futako-Tamagawa  ,◎※,18658,9776,8882,18799,9776,9024
平成29,2017,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,つくし野,Tsukushino,,2187,1416,771,2176,1416,759
平成29,2017,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,すずかけ台,Suzukakedai,,2132,1409,723,2112,1409,703
平成29,2017,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,南町田,Minami-Machida,,5373,3694,1680,5363,3694,1670
平成29,2017,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,,,※,77680,46817,30863,77960,46817,31143
平成29,2017,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,五反田,Gotanda,,20557,14038,6519,20759,14038,6720
平成29,2017,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,大崎広小路,Osakihirokoji,,1477,596,881,1597,596,1001
平成29,2017,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,戸越銀座,Togoshi-Ginza,,3757,1878,1879,3775,1878,1897
平成29,2017,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,荏原中延,Ebara-Nakanobu,,2510,1449,1061,2502,1449,1053
平成29,2017,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,旗の台,Hatanodai,◎,2807,1179,1628,2589,1179,1410
平成29,2017,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,長原,Nagahara,,2835,1581,1253,2984,1581,1403
平成29,2017,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,洗足池,Senzoku-Ike,,3446,2066,1380,3459,2066,1393
平成29,2017,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,石川台,Ishikawa-Dai,,2822,1402,1421,2788,1402,1386
平成29,2017,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,雪が谷大塚,Yukigaya-Otsuka,,4600,2762,1838,4639,2762,1877
平成29,2017,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,御嶽山,Ontakesan,,4889,3460,1429,4916,3460,1456
平成29,2017,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,久が原,Kugahara,,3017,1588,1429,3011,1588,1423
平成29,2017,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,千鳥町,Chidoricho,,2973,1833,1140,2915,1833,1081
平成29,2017,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,池上,Ikegami,,6729,3704,3025,6656,3704,2951
平成29,2017,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,蓮沼,Hasunuma,,1598,724,875,1481,724,757
平成29,2017,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,蒲田,Kamata,◎,13663,8556,5107,13889,8556,5333
平成29,2017,東急電鉄,Tokyu Corporation,世田谷線,Setagaya Line,,,※,21002,11086,9917,-,-,-
平成29,2017,京浜急行電鉄,Keikyu Corporation,,,,,,181677,93495,88182,181673,93495,88178
平成29,2017,京浜急行電鉄,Keikyu Corporation,本線,Main Line,,,※,143489,79564,63925,142666,79564,63102
平成29,2017,京浜急行電鉄,Keikyu Corporation,本線,Main Line,泉岳寺,Sengakuji,,35927,19146,16781,35568,19146,16422
平成29,2017,京浜急行電鉄,Keikyu Corporation,本線,Main Line,品川,Shinagawa,,51556,28439,23117,51638,28439,23199
平成29,2017,京浜急行電鉄,Keikyu Corporation,本線,Main Line,北品川,Kitashinagawa,,1743,1052,691,1737,1052,685
平成29,2017,京浜急行電鉄,Keikyu Corporation,本線,Main Line,新馬場,Shimbamba,,3077,1528,1549,3037,1528,1509
平成29,2017,京浜急行電鉄,Keikyu Corporation,本線,Main Line,青物横丁,Aomono-Yokocho,,7765,5198,2567,7764,5198,2566
平成29,2017,京浜急行電鉄,Keikyu Corporation,本線,Main Line,鮫洲,Samezu,,1968,1106,862,1950,1106,844
平成29,2017,京浜急行電鉄,Keikyu Corporation,本線,Main Line,立会川,Tachiaigawa,,3493,2000,1493,3422,2000,1422
平成29,2017,京浜急行電鉄,Keikyu Corporation,本線,Main Line,大森海岸,Omorikaigan,,2669,1273,1396,2640,1273,1367
平成29,2017,京浜急行電鉄,Keikyu Corporation,本線,Main Line,平和島,Heiwajima,,8685,5375,3310,8639,5375,3264
平成29,2017,京浜急行電鉄,Keikyu Corporation,本線,Main Line,大森町,Omorimachi,,3879,2418,1461,3870,2418,1452
平成29,2017,京浜急行電鉄,Keikyu Corporation,本線,Main Line,梅屋敷,Umeyashiki,,2888,1503,1385,2866,1503,1363
平成29,2017,京浜急行電鉄,Keikyu Corporation,本線,Main Line,京急蒲田,Keikyu Kamata,◎,11289,5467,5822,11097,5467,5630
平成29,2017,京浜急行電鉄,Keikyu Corporation,本線,Main Line,雑色,Zoshiki,,5651,3419,2232,5608,3419,2189
