年度,Fiscal year,地域階層,地域コード,地域,District,住民税負担額 (百万円) Inhabitant tax (millions yen)／計 Total,住民税負担額 (百万円) Inhabitant tax (millions yen)／道府県民税分 Prefectural,住民税負担額 (百万円) Inhabitant tax (millions yen)／市町村民税分 Municipal,1人当たり負担額 (円) Tax levied per capita (yen)／計 Total,1人当たり負担額 (円) Tax levied per capita (yen)／道府県民税分 Prefectural,1人当たり負担額 (円) Tax levied per capita (yen)／市町村民税分 Municipal,1世帯当たり負担額 (円) Tax levied per household (yen)／計 Total,1世帯当たり負担額 (円) Tax levied per household (yen)／道府県民税分 Prefectural,1世帯当たり負担額 (円) Tax levied per household (yen)／市町村民税分 Municipal
平成24,2012,0,13000,東京都,Tokyo-to,1881425,748402,1133023,142357,56628,85730,280854,111719,169135
平成25,2013,0,13000,東京都,Tokyo-to,1912684,760726,1151957,143954,57255,86700,282736,112452,170284
平成26,2014,0,13000,東京都,Tokyo-to,1993560,792310,1201251,149011,59222,89789,291210,115737,175473
平成27,2015,0,13000,東京都,Tokyo-to,2034565,810752,1223812,150538,59988,90550,292891,116714,176177
平成28,2016,0,13000,東京都,Tokyo-to,2098483,835763,1262720,153890,61290,92600,308164,122732,185431
平成28,2016,1,13100,区部,All ku,1587681,632552,955130,169348,67470,101877,324945,129462,195483
平成28,2016,2,13101,千代田区,Chiyoda-ku,24443,9742,14701,410782,163720,247062,720091,286997,433094
平成28,2016,2,13102,中央区,Chuo-ku,38751,15444,23307,262333,104550,157783,468996,186914,282082
平成28,2016,2,13103,港区,Minato-ku,117148,46731,70417,472440,188460,283980,880119,351087,529032
平成28,2016,2,13104,新宿区,Shinjuku-ku,66733,26626,40107,196616,78448,118168,318123,126928,191195
平成28,2016,2,13105,文京区,Bunkyo-ku,51183,20402,30780,229204,91365,137839,416385,165979,250406
平成28,2016,2,13106,台東区,Taito-ku,28967,11531,17436,144802,57642,87160,253638,100967,152670
平成28,2016,2,13107,墨田区,Sumida-ku,34707,13809,20897,133376,53068,80308,258476,102843,155633
平成28,2016,2,13108,江東区,Koto-ku,76020,30274,45746,151270,60241,91029,307170,122325,184845
平成28,2016,2,13109,品川区,Shinagawa-ku,72048,28690,43358,183488,73067,110421,333568,132830,200738
平成28,2016,2,13110,目黒区,Meguro-ku,67966,27064,40902,242909,96727,146182,460358,183315,277043
平成28,2016,2,13111,大田区,Ota-ku,112174,44624,67550,155339,61796,93543,298199,118627,179572
平成28,2016,2,13112,世田谷区,Setagaya-ku,190469,75843,114626,208431,82995,125436,404890,161223,243667
平成28,2016,2,13113,渋谷区,Shibuya-ku,75130,29939,45191,330144,131560,198584,545430,217349,328081
平成28,2016,2,13114,中野区,Nakano-ku,51400,20440,30960,154618,61487,93131,257018,102209,154810
平成28,2016,2,13115,杉並区,Suginami-ku,100148,39892,60256,175811,70030,105781,316652,126131,190521
平成28,2016,2,13116,豊島区,Toshima-ku,45944,18288,27655,155860,62042,93819,255591,101740,153851
平成28,2016,2,13117,北区,Kita-ku,43285,17583,25702,125440,50955,74484,237664,96543,141121
平成28,2016,2,13118,荒川区,Arakawa-ku,25193,10028,15165,117508,46773,70735,239881,95482,144399
平成28,2016,2,13119,板橋区,Itabashi-ku,68220,27129,41091,119852,47662,72190,229222,91156,138066
平成28,2016,2,13120,練馬区,Nerima-ku,101195,40292,60903,139318,55471,83847,294824,117387,177437
平成28,2016,2,13121,足立区,Adachi-ku,69109,27475,41634,102675,40820,61855,218938,87042,131896
平成28,2016,2,13122,葛飾区,Katsushika-ku,48896,19435,29462,109447,43502,65945,238160,94662,143499
平成28,2016,2,13123,江戸川区,Edogawa-ku,78553,31270,47283,114360,45524,68836,249593,99357,150236
平成28,2016,1,13200,市部,All shi,503467,200304,303163,120540,47957,72583,266647,106085,160562
平成28,2016,2,13201,八王子市,Hachioji-shi,59468,23657,35811,102875,40925,61950,232184,92366,139818
平成28,2016,2,13202,立川市,Tachikawa-shi,21002,8342,12659,117977,46863,71114,247498,98312,149186
平成28,2016,2,13203,武蔵野市,Musashino-shi,29011,11562,17449,199607,79553,120054,388998,155034,233964
平成28,2016,2,13204,三鷹市,Mitaka-shi,28665,11411,17254,151361,60256,91105,313034,124617,188417
平成28,2016,2,13205,青梅市,Ome-shi,12962,5155,7808,94764,37685,57079,236149,93909,142240
平成28,2016,2,13206,府中市,Fuchu-shi,33027,13148,19879,125992,50156,75836,272194,108357,163836
平成28,2016,2,13207,昭島市,Akishima-shi,11544,4586,6958,103528,41129,62399,237594,94389,143204
平成28,2016,2,13208,調布市,Chofu-shi,32511,12935,19576,140139,55757,84382,288931,114957,173974
平成28,2016,2,13209,町田市,Machida-shi,51227,20374,30853,118155,46993,71163,271366,107927,163438
平成28,2016,2,13210,小金井市,Koganei-shi,17863,7109,10754,145486,57898,87588,294209,117085,177125
平成28,2016,2,13211,小平市,Kodaira-shi,22387,8906,13481,117108,46586,70522,266907,106176,160730
平成28,2016,2,13212,日野市,Hino-shi,21498,8552,12946,114855,45689,69166,250391,99605,150786
平成28,2016,2,13213,東村山市,Higashimurayama-shi,15320,6091,9228,102172,40625,61547,234845,93378,141467
平成28,2016,2,13214,国分寺市,Kokubunji-shi,18096,7205,10891,146729,58420,88309,304056,121059,182997
平成28,2016,2,13215,国立市,Kunitachi-shi,11470,4568,6902,154342,61465,92877,331118,131864,199254
平成28,2016,2,13218,福生市,Fussa-shi,5643,2241,3401,96506,38335,58171,203973,81024,122949
平成28,2016,2,13219,狛江市,Komae-shi,10724,4267,6457,131913,52486,79427,266573,106065,160509
平成28,2016,2,13220,東大和市,Higashiyamato-shi,9149,3637,5511,107804,42860,64943,255355,101524,153832
平成28,2016,2,13221,清瀬市,Kiyose-shi,7203,2864,4339,95986,38166,57821,220245,87573,132672
平成28,2016,2,13222,東久留米市,Higashikurume-shi,12332,4904,7428,105825,42083,63743,245531,97638,147893
平成28,2016,2,13223,武蔵村山市,Musashimurayama-shi,6030,2409,3620,84471,33750,50721,210537,84120,126417
平成28,2016,2,13224,多摩市,Tama-shi,17374,6910,10464,117961,46916,71044,261306,103928,157377
平成28,2016,2,13225,稲城市,Inagi-shi,11361,4522,6840,127358,50687,76671,302767,120497,182270
平成28,2016,2,13227,羽村市,Hamura-shi,5910,2351,3560,106284,42271,64013,250381,99580,150801
平成28,2016,2,13228,あきる野市,Akiruno-shi,7326,2911,4415,90710,36047,54663,234983,93378,141605
平成28,2016,2,13229,西東京市,Nishitokyo-shi,24366,9687,14679,121318,48230,73087,267807,106468,161339
平成28,2016,1,13300,郡部,All gun,4900,1945,2956,84347,33470,50877,221701,87975,133726
平成28,2016,2,13303,瑞穂町,Mizuho-machi,3064,1217,1847,91869,36480,55389,229233,91024,138208
平成28,2016,2,13305,日の出町,Hinode-machi,1353,536,817,77445,30694,46751,230252,91256,138995
平成28,2016,2,13307,檜原村,Hinohara-mura,132,52,79,61310,24284,37025,155593,61630,93963
平成28,2016,2,13308,奥多摩町,Okutama-machi,352,140,212,68595,27209,41387,174585,69250,105335
平成28,2016,1,13350,島部,All islands,2434,963,1471,93327,36924,56403,181776,71918,109858
平成28,2016,2,13361,大島町,Oshima-machi,662,260,402,85579,33567,52012,168392,66050,102342
平成28,2016,2,13362,利島村,Toshima-mura,35,14,22,104053,40525,63528,181031,70506,110526
平成28,2016,2,13363,新島村,Niijima-mura,215,85,130,80182,31821,48360,170330,67598,102732
平成28,2016,2,13364,神津島村,Kozushima-mura,168,66,102,90926,35759,55167,210523,82794,127729
平成28,2016,2,13381,三宅村,Miyake-mura,256,102,154,105177,41793,63384,176090,69971,106120
平成28,2016,2,13382,御蔵島村,Mikurajima-mura,32,13,19,98264,39903,58362,167508,68021,99487
平成28,2016,2,13401,八丈町,Hachijo-machi,594,236,358,79022,31385,47637,152862,60712,92150
平成28,2016,2,13402,青ヶ島村,Aogashima-mura,27,10,16,159140,62295,96845,219143,85783,133361
平成28,2016,2,13421,小笠原村,Ogasawara-mura,445,177,268,146837,58434,88403,287223,114301,172922
,,,,,,,,,,,,,,
東京都統計年鑑（平成29年）TOKYO STATISTICAL YEARBOOK ( 2017 )　21  財政 21  PUBLIC FINANCE,,,,,,,,,,,,,,
21-8  地域別個人住民税負担額 (平成24～平成28年度) 21-8  INHABITANT TAX ON INDIVIDUALS LEVIED BY DISTRICT ( Fiscal Years 2012-2016 ),,,,,,,,,,,,,,
この表の住民負担額のうち特別区の区域分は都民税及び特別区民税の収入額，その他の区域分は都民税及び市町村税の収入額による。また，負担額の算出に用いた人口及び世帯数は各年度とも10月1日現在のものである。,,,,,,,,,,,,,,
The individual inhabitant tax for the ku area is revenue from the metropolitan and municipal ku inhabitant taxes， and for the other districts is revenue from the metropolitan and municipal shi， machi， mura inhabitant taxes. The populations and houshold numbers used to calculate the levied amounts are as of Oct. 1 of the fiscal years stated.,,,,,,,,,,,,,,
資料：都主税局税制部歳入課Source: Bureau of Taxation， TMG,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市町村部・郡部・島部　2:区市町村）,,,,,,,,,,,,,,
