年次,Year,地域階層,地区コード,地域,District,総数 Total,男 Male,女 Female
平成26,2014,0,13000,東京都,Tokyo-to,10851237,5329444,5521793
平成27,2015,0,13000,東京都,Tokyo-to,10922566,5359997,5562569
平成28,2016,0,13000,東京都,Tokyo-to,11223882,5508260,5715622
平成29,2017,0,13000,東京都,Tokyo-to,11296210,5537498,5758712
平成30,2018,0,13000,東京都,Tokyo-to,11360577,5561267,5799310
平成30,2018,1,13100,区部,All ku,7814425,3817602,3996823
平成30,2018,3,13101,千代田区,Chiyoda-ku,50608,25257,25351
平成30,2018,3,13102,中央区,Chuo-ku,130950,61520,69430
平成30,2018,3,13103,港区,Minato-ku,201270,92360,108910
平成30,2018,3,13104,新宿区,Shinjuku-ku,270898,135020,135878
平成30,2018,3,13105,文京区,Bunkyo-ku,179531,84290,95241
平成30,2018,3,13106,台東区,Taito-ku,163486,83788,79698
平成30,2018,3,13107,墨田区,Sumida-ku,226672,112694,113978
平成30,2018,3,13108,江東区,Koto-ku,416558,204977,211581
平成30,2018,3,13109,品川区,Shinagawa-ku,330038,160847,169191
平成30,2018,3,13110,目黒区,Meguro-ku,236200,109977,126223
平成30,2018,3,13111,大田区,Ota-ku ,613940,304914,309026
平成30,2018,3,13112,世田谷区,Setagaya-ku,762559,355916,406643
平成30,2018,3,13113,渋谷区,Shibuya-ku,190974,90214,100760
平成30,2018,3,13114,中野区,Nakano-ku,280048,140935,139113
平成30,2018,3,13115,杉並区,Suginami-ku,484476,229890,254586
平成30,2018,3,13116,豊島区,Toshima-ku,232145,116470,115675
平成30,2018,3,13117,北区,Kita-ku,289270,142802,146468
平成30,2018,3,13118,荒川区,Arakawa-ku,169789,84290,85499
平成30,2018,3,13119,板橋区,Itabashi-ku,469459,230089,239370
平成30,2018,3,13120,練馬区,Nerima-ku,610643,294946,315697
平成30,2018,3,13121,足立区,Adachi-ku,565281,284052,281229
平成30,2018,3,13122,葛飾区,Katsushika-ku,379549,189191,190358
平成30,2018,3,13123,江戸川区,Edogawa-ku,560081,283163,276918
平成30,2018,1,13200,市部,All shi,3475707,1708133,1767574
平成30,2018,3,13201,八王子市,Hachioji-shi,470733,234809,235924
平成30,2018,3,13202,立川市,Tachikawa-shi,152889,75864,77025
平成30,2018,3,13203,武蔵野市,Musashino-shi,123348,58286,65062
平成30,2018,3,13204,三鷹市,Mitaka-shi,156340,75844,80496
平成30,2018,3,13205,青梅市,Ome-shi,114429,57489,56940
平成30,2018,3,13206,府中市,Fuchu-shi,214615,108240,106375
平成30,2018,3,13207,昭島市,Akishima-shi,94036,46802,47234
平成30,2018,3,13208,調布市,Chofu-shi,195925,95082,100843
平成30,2018,3,13209,町田市,Machida-shi,356939,173389,183550
平成30,2018,3,13210,小金井市,Koganei-shi,101340,49609,51731
平成30,2018,3,13211,小平市,Kodaira-shi,158091,77258,80833
平成30,2018,3,13212,日野市,Hino-shi,154171,77096,77075
平成30,2018,3,13213,東村山市,Higashimurayama-shi,126648,61399,65249
平成30,2018,3,13214,国分寺市,Kokubunji-shi,103242,50479,52763
平成30,2018,3,13215,国立市,Kunitachi-shi,64228,31074,33154
平成30,2018,3,13218,福生市,Fussa-shi,47488,23741,23747
平成30,2018,3,13219,狛江市,Komae-shi,69879,33563,36316
平成30,2018,3,13220,東大和市,Higashiyamato-shi,71201,35064,36137
平成30,2018,3,13221,清瀬市,Kiyose-shi,62563,29920,32643
平成30,2018,3,13222,東久留米市,Higashikurume-shi,97895,47478,50417
平成30,2018,3,13223,武蔵村山市,Musashimurayama-shi,58799,29378,29421
平成30,2018,3,13224,多摩市,Tama-shi,125584,61198,64386
平成30,2018,3,13225,稲城市,Inagi-shi,73283,36748,36535
平成30,2018,3,13227,羽村市,Hamura-shi,46078,23482,22596
平成30,2018,3,13228,あきる野市,Akiruno-shi,67551,33497,34054
平成30,2018,3,13229,西東京市,Nishitokyo-shi,168412,81344,87068
平成30,2018,1,13300,郡部,All gun,48556,24314,24242
平成30,2018,3,13303,瑞穂町,Mizuho-machi,27847,14170,13677
平成30,2018,3,13305,日の出町,Hinode-machi,13970,6804,7166
平成30,2018,3,13307,檜原村,Hinohara-mura,2035,1006,1029
平成30,2018,3,13308,奥多摩町,Okutama-machi,4704,2334,2370
平成30,2018,1,13350,島部,All Islands,21889,11218,10671
平成30,2018,2,13360,大島支庁,Oshima-shicho,10790,5409,5381
平成30,2018,3,13361,大島町,Oshima-machi,6596,3321,3275
平成30,2018,3,13362,利島村,Toshima-mura,261,144,117
平成30,2018,3,13363,新島村,Niijima-mura,2367,1150,1217
平成30,2018,3,13364,神津島村,Kozushima-mura,1566,794,772
平成30,2018,2,13380,三宅支庁,Miyake-shicho,2475,1348,1127
平成30,2018,3,13381,三宅村,Miyake-mura,2222,1219,1003
平成30,2018,3,13382,御蔵島村,Mikurajima-mura,253,129,124
平成30,2018,2,13400,八丈支庁,Hachijo-shicho,6508,3277,3231
平成30,2018,3,13401,八丈町,Hachijo-machi,6365,3193,3172
平成30,2018,3,13402,青ヶ島村,Aogashima-mura,143,84,59
平成30,2018,2,13420,小笠原支庁,Ogasawara-shicho,2116,1184,932
平成30,2018,3,13421,小笠原村,Ogasawara-mura,2116,1184,932
,,,,,,,,
東京都統計年鑑（平成29年）TOKYO STATISTICAL YEARBOOK ( 2017 )　22  選挙・職員 22  ELECTION AND GOVERNMENT EMPLOYEES,,,,,,,,
22-1  選挙人名簿登録者数 (平成26～30年) 22-1  NUMBER OF REGISTERED VOTERS ( 2014-2018 ),,,,,,,,
"平成28年までは各年9月2日現在 Until 2016, figures are as of Sept. 2 of each year. ",,,,,,,,
"平成29年からは9月1日現在 From 2017, figures are as of Sept. 1 of each year.",,,,,,,,
注) 公職選挙法の改正により平成28年6月19日から，選挙人名簿登録の申請をすることができる者の年齢が，満18歳以上に引き下げされた。 ,,,,,,,,
Note: With the revision to the Public Offices Election Act， the minimum age for placement on the voting register was lowered to 18 as of June 19， 2016.,,,,,,,,
資料：都選挙管理委員会事務局 「選挙人名簿登録者数」（ホームページ） Source: Metropolitan Election Administration Commission,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:各支庁　3:区市町村),,,,,,,,
