"選挙名称","合計[人]","開票率[%]","残票[票]","無効票[票]","按分切捨て票[票]","不足票[票]","不受理票[票]","投票者数[人]"
"平成28年7月31日執行　東京都知事選挙","109653","100","0","1084","0","1","0","110738"

"平成28年7月31日執行　東京都知事選挙開票結果","Ver201608",,,,,,,
