年,2014,2016,2021
"全体事業所数（所）			",653819,621671,616002
"第１次産業事業所数（所）			",504,467,577
"第２次産業事業所数（所）			",91679,83661,79442
"第３次産業事業所数（所）			",561636,537543,535983
