スポット名,カテゴリ,緯度,経度,地域,クリック数
新宿区立林芙美子記念館,文化施設・博物館,139.6841186,35.71576841,北海道,5
新宿区立林芙美子記念館,文化施設・博物館,139.6841186,35.71576841,栃木,5
新宿区立林芙美子記念館,文化施設・博物館,139.6841186,35.71576841,埼玉,5
新宿区立漱石山房記念館,文化施設・博物館,139.7255373,35.70392058,千葉,5
新宿区立漱石山房記念館,文化施設・博物館,139.7255373,35.70392058,大阪,5
新宿御苑,文化施設・博物館,139.7065312,35.68895148,栃木,5
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,岩手,5
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,千葉,5
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,青森,5
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,岩手,5
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,新潟,5
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,兵庫,5
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,広島,5
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,福岡,5
諏訪神社,寺社,139.7076738,35.70904324,香川,5
水道碑記,史跡,139.7151035,35.68747445,神奈川,5
成子天神社,寺社,139.6923852,35.69616627,岡山,5
成子天神社,寺社,139.6923852,35.69616627,香川,5
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,愛知,5
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,京都,5
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,奈良,5
西向天神社,寺社,139.7112572,35.69627083,青森,5
西向天神社,寺社,139.7112572,35.69627083,群馬,5
西向天神社,寺社,139.7112572,35.69627083,京都,5
西念寺,寺社,139.7254407,35.68463797,神奈川,5
西念寺,寺社,139.7254407,35.68463797,三重,5
西念寺,寺社,139.7254407,35.68463797,福岡,5
西條八十旧居跡,史跡,139.6941394,35.6983968,香川,5
泉鏡花旧居跡,史跡,139.7297591,35.70202128,青森,5
泉鏡花旧居跡,史跡,139.7297591,35.70202128,兵庫,5
早稲田大学大隈記念講堂,史跡,139.7215998,35.7088995,北海道,5
早稲田大学大隈記念講堂,史跡,139.7215998,35.7088995,神奈川,5
早稲田大学大隈記念講堂,史跡,139.7215998,35.7088995,新潟,5
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,茨城,5
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,愛知,5
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,京都,5
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,広島,5
太宗寺,寺社,139.7093475,35.68985772,北海道,5
太宗寺,寺社,139.7093475,35.68985772,栃木,5
太宗寺,寺社,139.7093475,35.68985772,広島,5
太宗寺,寺社,139.7093475,35.68985772,福岡,5
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,福岡,5
大星湯,銭湯,139.7173727,35.69448462,茨城,5
大星湯,銭湯,139.7173727,35.69448462,三重,5
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,福島,5
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,茨城,5
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,京都,5
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,愛媛,5
地蔵坂,史跡,139.7387123,35.70128507,青森,5
竹の湯,銭湯,139.7345924,35.70659956,岩手,5
竹の湯,銭湯,139.7345924,35.70659956,長野,5
竹の湯,銭湯,139.7345924,35.70659956,大阪,5
中村屋サロン美術館,文化施設・博物館,139.7021753,35.69177474,茨城,5
中村屋サロン美術館,文化施設・博物館,139.7021753,35.69177474,神奈川,5
追分だんご本舗,飲食,139.7053993,35.69039797,神奈川,5
追分だんご本舗,飲食,139.7053993,35.69039797,福岡,5
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,栃木,5
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,神奈川,5
鶴巻湯,銭湯,139.7227532,35.70778003,北海道,5
鶴巻湯,銭湯,139.7227532,35.70778003,青森,5
鏑木清方旧居跡,史跡,139.7313094,35.70328023,茨城,5
鏑木清方旧居跡,史跡,139.7313094,35.70328023,千葉,5
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,福岡,5
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,大阪,5
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,北海道,5
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,広島,5
島崎藤村旧居跡,史跡,139.7061718,35.69792631,大阪,5
島村抱月終焉の地（芸術倶楽部跡）,史跡,139.7357297,35.70244819,青森,5
東京オペラシティ アートギャラリー,文化施設・博物館,139.6869296,35.68245499,不明,5
東京オペラシティ アートギャラリー,文化施設・博物館,139.6869296,35.68245499,広島,5
東京おもちゃ美術館,文化施設・博物館,139.7180754,35.68954838,埼玉,5
東福院,寺社,139.7236276,35.68604969,不明,5
東宝湯,銭湯,139.7120619,35.69835324,岩手,5
東宝湯,銭湯,139.7120619,35.69835324,大阪,5
統計資料館,文化施設・博物館,139.7152859,35.70012194,神奈川,5
統計資料館,文化施設・博物館,139.7152859,35.70012194,奈良,5
禿坂,史跡,139.713757,35.69014963,群馬,5
内村鑑三終焉の地（今井館聖書講堂跡）,史跡,139.6915269,35.7018601,群馬,5
内村鑑三終焉の地（今井館聖書講堂跡）,史跡,139.6915269,35.7018601,埼玉,5
内村鑑三終焉の地（今井館聖書講堂跡）,史跡,139.6915269,35.7018601,新潟,5
内村鑑三終焉の地（今井館聖書講堂跡）,史跡,139.6915269,35.7018601,香川,5
熱海湯,銭湯,139.7405523,35.70055757,青森,5
熱海湯,銭湯,139.7405523,35.70055757,京都,5
熱海湯,銭湯,139.7405523,35.70055757,徳島,5
俳句文学館,文化施設・博物館,139.695459,35.70468726,京都,5
俳句文学館,文化施設・博物館,139.695459,35.70468726,愛媛,5
柏湯,銭湯,139.6933293,35.70671282,埼玉,5
柏湯,銭湯,139.6933293,35.70671282,大阪,5
尾崎紅葉旧居跡,史跡,139.734925,35.70131557,北海道,5
尾崎紅葉旧居跡,史跡,139.734925,35.70131557,茨城,5
尾崎紅葉旧居跡,史跡,139.734925,35.70131557,愛媛,5
毘沙門天 善國寺,寺社,139.7394741,35.70152467,不明,5
氷おばけ,飲食,139.7003299,35.69528624,広島,5
福の湯,銭湯,139.6948797,35.72174828,北海道,5
平和祈念展示資料館,文化施設・博物館,139.6925998,35.69140876,不明,5
平和祈念展示資料館,文化施設・博物館,139.6925998,35.69140876,埼玉,5
平和祈念展示資料館,文化施設・博物館,139.6925998,35.69140876,兵庫,5
万年湯,銭湯,139.7035056,35.70084944,青森,5
万年湯,銭湯,139.7035056,35.70084944,福岡,5
木組み博物館,文化施設・博物館,139.71726,35.70792813,和歌山,5
矢来能楽堂,文化施設・博物館,139.7325808,35.70287075,大阪,5
柳湯,銭湯,139.7265351,35.69899799,京都,5
有島武郎旧居跡,史跡,139.7229195,35.70236978,群馬,5
洋菓子店シュマーレ,飲食,139.6739799,35.7193137,北海道,5
洋菓子店シュマーレ,飲食,139.6739799,35.7193137,埼玉,5
雷電稲荷神社,寺社,139.7047985,35.68958759,茨城,5
雷電稲荷神社,寺社,139.7047985,35.68958759,神奈川,5
雷電稲荷神社,寺社,139.7047985,35.68958759,岡山,5
落合秋艸堂跡（會津八一旧居跡）,史跡,139.6914464,35.71862556,埼玉,5
落合秋艸堂跡（會津八一旧居跡）,史跡,139.6914464,35.71862556,千葉,5
亮朝院本堂,史跡,139.7136712,35.71200517,北海道,5
亮朝院本堂,史跡,139.7136712,35.71200517,京都,5
elm green coffee,飲食,139.7346354,35.70484844,茨城,4
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,茨城,4
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,愛知,4
スイーツ＆デリカ Ｂｏｎｎａ／ボンナ 新宿中村屋,飲食,139.7022557,35.69169196,青森,4
スイーツ＆デリカ Ｂｏｎｎａ／ボンナ 新宿中村屋,飲食,139.7022557,35.69169196,岩手,4
め乃惣,飲食,139.7398603,35.70181654,不明,4
め乃惣,飲食,139.7398603,35.70181654,群馬,4
め乃惣,飲食,139.7398603,35.70181654,愛知,4
め乃惣,飲食,139.7398603,35.70181654,徳島,4
ゆ〜ザ中井,銭湯,139.689011,35.71609071,北海道,4
ゆ〜ザ中井,銭湯,139.689011,35.71609071,新潟,4
稲荷鬼王神社,寺社,139.7053134,35.69775205,香川,4
稲荷鬼王神社,寺社,139.7053134,35.69775205,福岡,4
鰻坂,史跡,139.7357672,35.69680233,岩手,4
鰻坂,史跡,139.7357672,35.69680233,神奈川,4
鰻坂,史跡,139.7357672,35.69680233,三重,4
鰻坂,史跡,139.7357672,35.69680233,岡山,4
栄湯,銭湯,139.6782339,35.72057237,青森,4
栄湯,銭湯,139.6782339,35.72057237,新潟,4
栄湯,銭湯,139.6782339,35.72057237,兵庫,4
栄湯,銭湯,139.6782339,35.72057237,福岡,4
永井荷風旧居跡,史跡,139.7169274,35.69533417,福井,4
永井荷風旧居跡,史跡,139.7169274,35.69533417,京都,4
永福寺,寺社,139.7125018,35.69811799,岩手,4
永福寺,寺社,139.7125018,35.69811799,群馬,4
塩湯,銭湯,139.7273666,35.68736553,大阪,4
夏目漱石終焉の地,史跡,139.7252691,35.70383346,群馬,4
夏目漱石終焉の地,史跡,139.7252691,35.70383346,埼玉,4
夏目漱石終焉の地,史跡,139.7252691,35.70383346,静岡,4
夏目漱石終焉の地,史跡,139.7252691,35.70383346,三重,4
夏目漱石終焉の地,史跡,139.7252691,35.70383346,愛媛,4
夏目漱石誕生の地,史跡,139.7203177,35.70569787,三重,4
夏目漱石誕生の地,史跡,139.7203177,35.70569787,広島,4
夏目漱石誕生の地,史跡,139.7203177,35.70569787,徳島,4
花園神社,寺社,139.7053349,35.69353487,新潟,4
皆中稲荷神社,寺社,139.699434,35.70103677,福岡,4
金沢浴場,銭湯,139.7103077,35.7000653,群馬,4
金沢浴場,銭湯,139.7103077,35.7000653,岐阜,4
金沢浴場,銭湯,139.7103077,35.7000653,兵庫,4
経王寺,寺社,139.7253656,35.69925066,群馬,4
経王寺,寺社,139.7253656,35.69925066,埼玉,4
経王寺,寺社,139.7253656,35.69925066,大阪,4
経王寺,寺社,139.7253656,35.69925066,香川,4
厳嶋神社,寺社,139.7132742,35.69756036,福島,4
玄国寺,寺社,139.7070301,35.70913907,大阪,4
玄国寺,寺社,139.7070301,35.70913907,徳島,4
高麗博物館,文化施設・博物館,139.7036719,35.69847522,茨城,4
高麗博物館,文化施設・博物館,139.7036719,35.69847522,埼玉,4
合羽坂,史跡,139.7244591,35.69280729,神奈川,4
合羽坂,史跡,139.7244591,35.69280729,静岡,4
合羽坂,史跡,139.7244591,35.69280729,三重,4
合羽坂,史跡,139.7244591,35.69280729,徳島,4
佐藤美術館,文化施設・博物館,139.7148514,35.68149201,岩手,4
佐藤美術館,文化施設・博物館,139.7148514,35.68149201,福島,4
佐藤美術館,文化施設・博物館,139.7148514,35.68149201,埼玉,4
佐藤美術館,文化施設・博物館,139.7148514,35.68149201,島根,4
斎藤茂吉終焉の地,史跡,139.7161067,35.68676425,三重,4
斎藤茂吉終焉の地,史跡,139.7161067,35.68676425,兵庫,4
三の輪湯,銭湯,139.682005,35.7137213,新潟,4
三の輪湯,銭湯,139.682005,35.7137213,香川,4
三の輪湯,銭湯,139.682005,35.7137213,愛媛,4
三の輪湯,銭湯,139.682005,35.7137213,宮崎,4
三遊亭円朝旧居跡,史跡,139.7132528,35.68893841,北海道,4
山文,飲食,139.681769,35.72189635,北海道,4
山文,飲食,139.681769,35.72189635,埼玉,4
市谷の杜 本と活字館,文化施設・博物館,139.7317976,35.69609657,京都,4
市谷の杜 本と活字館,文化施設・博物館,139.7317976,35.69609657,岡山,4
市谷亀岡八幡宮,寺社,139.7337663,35.69269837,大阪,4
市谷亀岡八幡宮,寺社,139.7337663,35.69269837,広島,4
志賀直哉旧宅跡,史跡,139.7036612,35.71038919,栃木,4
志賀直哉旧宅跡,史跡,139.7036612,35.71038919,埼玉,4
志賀直哉旧宅跡,史跡,139.7036612,35.71038919,神奈川,4
志賀直哉旧宅跡,史跡,139.7036612,35.71038919,新潟,4
志賀直哉旧宅跡,史跡,139.7036612,35.71038919,三重,4
志賀直哉旧宅跡,史跡,139.7036612,35.71038919,愛媛,4
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,徳島,4
小泉八雲旧居跡,史跡,139.7172332,35.69138698,埼玉,4
松の湯,銭湯,139.6839416,35.71083348,青森,4
松の湯,銭湯,139.6839416,35.71083348,山梨,4
松の湯,銭湯,139.6839416,35.71083348,愛媛,4
松井須磨子の墓,史跡,139.7271574,35.70304499,茨城,4
松井須磨子の墓,史跡,139.7271574,35.70304499,兵庫,4
松井須磨子の墓,史跡,139.7271574,35.70304499,香川,4
松井須磨子の墓,史跡,139.7271574,35.70304499,佐賀,4
新宿区立佐伯祐三アトリエ記念館,文化施設・博物館,139.6936458,35.72083804,埼玉,4
新宿区立佐伯祐三アトリエ記念館,文化施設・博物館,139.6936458,35.72083804,愛知,4
新宿区立中村彝アトリエ記念館,文化施設・博物館,139.7011667,35.72086417,北海道,4
新宿区立林芙美子記念館,文化施設・博物館,139.6841186,35.71576841,新潟,4
新宿区立林芙美子記念館,文化施設・博物館,139.6841186,35.71576841,愛媛,4
新宿区立漱石山房記念館,文化施設・博物館,139.7255373,35.70392058,埼玉,4
新宿御苑,文化施設・博物館,139.7065312,35.68895148,神奈川,4
新宿御苑,文化施設・博物館,139.7065312,35.68895148,香川,4
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,神奈川,4
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,愛知,4
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,島根,4
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,栃木,4
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,静岡,4
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,京都,4
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,広島,4
諏訪神社,寺社,139.7076738,35.70904324,千葉,4
諏訪神社,寺社,139.7076738,35.70904324,神奈川,4
世界湯,銭湯,139.6996003,35.71467517,北海道,4
世界湯,銭湯,139.6996003,35.71467517,広島,4
世界湯,銭湯,139.6996003,35.71467517,香川,4
成子天神社,寺社,139.6923852,35.69616627,神奈川,4
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,静岡,4
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,広島,4
西迎寺,寺社,139.7208917,35.69128677,埼玉,4
西迎寺,寺社,139.7208917,35.69128677,島根,4
西向天神社,寺社,139.7112572,35.69627083,福島,4
西向天神社,寺社,139.7112572,35.69627083,栃木,4
西念寺,寺社,139.7254407,35.68463797,不明,4
西條八十旧居跡,史跡,139.6941394,35.6983968,新潟,4
赤城神社,寺社,139.7360301,35.70481794,青森,4
赤城神社,寺社,139.7360301,35.70481794,埼玉,4
赤城神社,寺社,139.7360301,35.70481794,千葉,4
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,埼玉,4
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,新潟,4
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,不明,4
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,福島,4
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,千葉,4
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,兵庫,4
太宗寺,寺社,139.7093475,35.68985772,山形,4
太宗寺,寺社,139.7093475,35.68985772,静岡,4
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,千葉,4
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,大阪,4
大星湯,銭湯,139.7173727,35.69448462,広島,4
第三玉乃湯,銭湯,139.7384763,35.70285332,青森,4
第三玉乃湯,銭湯,139.7384763,35.70285332,埼玉,4
第三玉乃湯,銭湯,139.7384763,35.70285332,福井,4
第三玉乃湯,銭湯,139.7384763,35.70285332,岡山,4
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,広島,4
地蔵坂,史跡,139.7387123,35.70128507,群馬,4
竹の湯,銭湯,139.7345924,35.70659956,埼玉,4
竹の湯,銭湯,139.7345924,35.70659956,兵庫,4
中村屋サロン美術館,文化施設・博物館,139.7021753,35.69177474,岩手,4
中村屋サロン美術館,文化施設・博物館,139.7021753,35.69177474,埼玉,4
追分だんご本舗,飲食,139.7053993,35.69039797,山形,4
追分だんご本舗,飲食,139.7053993,35.69039797,山梨,4
追分だんご本舗,飲食,139.7053993,35.69039797,岐阜,4
追分だんご本舗,飲食,139.7053993,35.69039797,三重,4
追分だんご本舗,飲食,139.7053993,35.69039797,兵庫,4
追分だんご本舗,飲食,139.7053993,35.69039797,香川,4
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,埼玉,4
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,千葉,4
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,三重,4
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,神奈川,4
鶴巻湯,銭湯,139.7227532,35.70778003,群馬,4
鶴巻湯,銭湯,139.7227532,35.70778003,鳥取,4
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,栃木,4
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,三重,4
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,大阪,4
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,香川,4
鏑木清方旧居跡,史跡,139.7313094,35.70328023,埼玉,4
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,栃木,4
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,神奈川,4
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,山梨,4
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,京都,4
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,千葉,4
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,神奈川,4
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,徳島,4
島崎藤村旧居跡,史跡,139.7061718,35.69792631,千葉,4
島崎藤村旧居跡,史跡,139.7061718,35.69792631,神奈川,4
島崎藤村旧居跡,史跡,139.7061718,35.69792631,和歌山,4
島崎藤村旧居跡,史跡,139.7061718,35.69792631,福岡,4
東京オペラシティ アートギャラリー,文化施設・博物館,139.6869296,35.68245499,青森,4
東京オペラシティ アートギャラリー,文化施設・博物館,139.6869296,35.68245499,京都,4
東京オペラシティ アートギャラリー,文化施設・博物館,139.6869296,35.68245499,大阪,4
東京おもちゃ美術館,文化施設・博物館,139.7180754,35.68954838,神奈川,4
東福院,寺社,139.7236276,35.68604969,青森,4
東福院,寺社,139.7236276,35.68604969,埼玉,4
東宝湯,銭湯,139.7120619,35.69835324,北海道,4
統計資料館,文化施設・博物館,139.7152859,35.70012194,埼玉,4
統計資料館,文化施設・博物館,139.7152859,35.70012194,大阪,4
内村鑑三終焉の地（今井館聖書講堂跡）,史跡,139.6915269,35.7018601,北海道,4
内村鑑三終焉の地（今井館聖書講堂跡）,史跡,139.6915269,35.7018601,三重,4
日本オリンピックミュージアム,文化施設・博物館,139.7151625,35.67485111,岡山,4
熱海湯,銭湯,139.7405523,35.70055757,栃木,4
熱海湯,銭湯,139.7405523,35.70055757,群馬,4
熱海湯,銭湯,139.7405523,35.70055757,千葉,4
熱海湯,銭湯,139.7405523,35.70055757,大阪,4
馬水槽,史跡,139.701156,35.6921712,三重,4
馬水槽,史跡,139.701156,35.6921712,香川,4
俳句文学館,文化施設・博物館,139.695459,35.70468726,群馬,4
俳句文学館,文化施設・博物館,139.695459,35.70468726,埼玉,4
俳句文学館,文化施設・博物館,139.695459,35.70468726,千葉,4
柏湯,銭湯,139.6933293,35.70671282,新潟,4
柏湯,銭湯,139.6933293,35.70671282,愛媛,4
尾崎紅葉旧居跡,史跡,139.734925,35.70131557,京都,4
毘沙門天 善國寺,寺社,139.7394741,35.70152467,徳島,4
美術愛住館,文化施設・博物館,139.7187352,35.68833279,広島,4
氷おばけ,飲食,139.7003299,35.69528624,青森,4
氷おばけ,飲食,139.7003299,35.69528624,茨城,4
氷おばけ,飲食,139.7003299,35.69528624,群馬,4
氷おばけ,飲食,139.7003299,35.69528624,埼玉,4
氷おばけ,飲食,139.7003299,35.69528624,新潟,4
氷おばけ,飲食,139.7003299,35.69528624,岐阜,4
氷おばけ,飲食,139.7003299,35.69528624,兵庫,4
服部半蔵の墓,史跡,139.7252905,35.6847774,北海道,4
服部半蔵の墓,史跡,139.7252905,35.6847774,千葉,4
服部半蔵の墓,史跡,139.7252905,35.6847774,三重,4
服部半蔵の墓,史跡,139.7252905,35.6847774,島根,4
服部半蔵の墓,史跡,139.7252905,35.6847774,愛媛,4
福の湯,銭湯,139.6948797,35.72174828,兵庫,4
福の湯,銭湯,139.6948797,35.72174828,宮崎,4
文学座アトリエ,史跡,139.7191429,35.68351816,神奈川,4
平和祈念展示資料館,文化施設・博物館,139.6925998,35.69140876,群馬,4
平和祈念展示資料館,文化施設・博物館,139.6925998,35.69140876,岡山,4
弁天湯,銭湯,139.7148782,35.69540823,不明,4
弁天湯,銭湯,139.7148782,35.69540823,青森,4
弁天湯,銭湯,139.7148782,35.69540823,大阪,4
弁天湯,銭湯,139.7148782,35.69540823,広島,4
弁天湯,銭湯,139.7148782,35.69540823,福岡,4
弁天湯,銭湯,139.7148782,35.69540823,海外,4
法善寺,寺社,139.7125554,35.69661064,青森,4
法善寺,寺社,139.7125554,35.69661064,神奈川,4
万年湯,銭湯,139.7035056,35.70084944,埼玉,4
万年湯,銭湯,139.7035056,35.70084944,島根,4
万年湯,銭湯,139.7035056,35.70084944,愛媛,4
木組み博物館,文化施設・博物館,139.71726,35.70792813,愛知,4
木組み博物館,文化施設・博物館,139.71726,35.70792813,広島,4
薬王院,寺社,139.6972239,35.71814647,京都,4
柳湯,銭湯,139.7265351,35.69899799,栃木,4
柳湯,銭湯,139.7265351,35.69899799,三重,4
柳湯,銭湯,139.7265351,35.69899799,香川,4
有島武郎旧居跡,史跡,139.7229195,35.70236978,神奈川,4
有島武郎旧居跡,史跡,139.7229195,35.70236978,奈良,4
洋菓子店シュマーレ,飲食,139.6739799,35.7193137,奈良,4
雷電稲荷神社,寺社,139.7047985,35.68958759,島根,4
落合秋艸堂跡（會津八一旧居跡）,史跡,139.6914464,35.71862556,北海道,4
鈴木三重吉終焉の地（「赤い鳥」社跡）,史跡,139.7043371,35.69547793,神奈川,4
elm green coffee,飲食,139.7346354,35.70484844,北海道,3
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,不明,3
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,福島,3
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,和歌山,3
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,島根,3
スイーツ＆デリカ Ｂｏｎｎａ／ボンナ 新宿中村屋,飲食,139.7022557,35.69169196,群馬,3
め乃惣,飲食,139.7398603,35.70181654,岩手,3
め乃惣,飲食,139.7398603,35.70181654,千葉,3
め乃惣,飲食,139.7398603,35.70181654,島根,3
ゆ〜ザ中井,銭湯,139.689011,35.71609071,青森,3
ゆ〜ザ中井,銭湯,139.689011,35.71609071,宮城,3
ゆ〜ザ中井,銭湯,139.689011,35.71609071,和歌山,3
ゆ〜ザ中井,銭湯,139.689011,35.71609071,広島,3
稲荷鬼王神社,寺社,139.7053134,35.69775205,新潟,3
稲荷鬼王神社,寺社,139.7053134,35.69775205,静岡,3
稲荷鬼王神社,寺社,139.7053134,35.69775205,和歌山,3
鰻坂,史跡,139.7357672,35.69680233,栃木,3
鰻坂,史跡,139.7357672,35.69680233,兵庫,3
鰻坂,史跡,139.7357672,35.69680233,和歌山,3
栄湯,銭湯,139.6782339,35.72057237,栃木,3
栄湯,銭湯,139.6782339,35.72057237,大阪,3
栄湯,銭湯,139.6782339,35.72057237,香川,3
永井荷風旧居跡,史跡,139.7169274,35.69533417,群馬,3
永井荷風旧居跡,史跡,139.7169274,35.69533417,埼玉,3
永井荷風旧居跡,史跡,139.7169274,35.69533417,神奈川,3
永井荷風旧居跡,史跡,139.7169274,35.69533417,兵庫,3
永井荷風旧居跡,史跡,139.7169274,35.69533417,岡山,3
永井荷風旧居跡,史跡,139.7169274,35.69533417,福岡,3
永福寺,寺社,139.7125018,35.69811799,京都,3
塩湯,銭湯,139.7273666,35.68736553,山形,3
塩湯,銭湯,139.7273666,35.68736553,山梨,3
塩湯,銭湯,139.7273666,35.68736553,三重,3
塩湯,銭湯,139.7273666,35.68736553,愛媛,3
夏目漱石終焉の地,史跡,139.7252691,35.70383346,奈良,3
夏目漱石誕生の地,史跡,139.7203177,35.70569787,群馬,3
夏目漱石誕生の地,史跡,139.7203177,35.70569787,愛知,3
花園神社,寺社,139.7053349,35.69353487,岩手,3
花園神社,寺社,139.7053349,35.69353487,福井,3
花園神社,寺社,139.7053349,35.69353487,長野,3
花園神社,寺社,139.7053349,35.69353487,岐阜,3
皆中稲荷神社,寺社,139.699434,35.70103677,不明,3
皆中稲荷神社,寺社,139.699434,35.70103677,茨城,3
皆中稲荷神社,寺社,139.699434,35.70103677,新潟,3
皆中稲荷神社,寺社,139.699434,35.70103677,岐阜,3
皆中稲荷神社,寺社,139.699434,35.70103677,香川,3
宮城道雄記念館,文化施設・博物館,139.736647,35.69964274,岩手,3
宮城道雄記念館,文化施設・博物館,139.736647,35.69964274,埼玉,3
宮城道雄記念館,文化施設・博物館,139.736647,35.69964274,千葉,3
宮城道雄記念館,文化施設・博物館,139.736647,35.69964274,三重,3
宮城道雄記念館,文化施設・博物館,139.736647,35.69964274,京都,3
宮城道雄記念館,文化施設・博物館,139.736647,35.69964274,大阪,3
宮城道雄記念館,文化施設・博物館,139.736647,35.69964274,福岡,3
金泉湯,銭湯,139.7123516,35.7099449,栃木,3
金泉湯,銭湯,139.7123516,35.7099449,群馬,3
金泉湯,銭湯,139.7123516,35.7099449,新潟,3
金沢浴場,銭湯,139.7103077,35.7000653,不明,3
金沢浴場,銭湯,139.7103077,35.7000653,海外,3
金沢浴場,銭湯,139.7103077,35.7000653,福井,3
金沢浴場,銭湯,139.7103077,35.7000653,山梨,3
金沢浴場,銭湯,139.7103077,35.7000653,広島,3
金沢浴場,銭湯,139.7103077,35.7000653,徳島,3
経王寺,寺社,139.7253656,35.69925066,千葉,3
経王寺,寺社,139.7253656,35.69925066,山梨,3
厳嶋神社,寺社,139.7132742,35.69756036,神奈川,3
厳嶋神社,寺社,139.7132742,35.69756036,三重,3
厳嶋神社,寺社,139.7132742,35.69756036,京都,3
厳嶋神社,寺社,139.7132742,35.69756036,海外,3
玄国寺,寺社,139.7070301,35.70913907,神奈川,3
玄国寺,寺社,139.7070301,35.70913907,京都,3
玄国寺,寺社,139.7070301,35.70913907,愛媛,3
高麗博物館,文化施設・博物館,139.7036719,35.69847522,青森,3
高麗博物館,文化施設・博物館,139.7036719,35.69847522,奈良,3
高麗博物館,文化施設・博物館,139.7036719,35.69847522,福岡,3
合羽坂,史跡,139.7244591,35.69280729,埼玉,3
合羽坂,史跡,139.7244591,35.69280729,京都,3
合羽坂,史跡,139.7244591,35.69280729,鳥取,3
佐藤美術館,文化施設・博物館,139.7148514,35.68149201,不明,3
佐藤美術館,文化施設・博物館,139.7148514,35.68149201,神奈川,3
佐藤美術館,文化施設・博物館,139.7148514,35.68149201,大阪,3
佐藤美術館,文化施設・博物館,139.7148514,35.68149201,鳥取,3
