"全国地方公共団体コード","ID","地方公共団体名","子育て施設ID","子育て施設名称","年齢","年齢区分","最低入所指数"
"132021","132021KSSN000225","立川市","132021KSLT000040","きらめきの森保育園","3","3歳","38以上"
"132021","132021KSSN000155","立川市","132021KSLT000040","きらめきの森保育園","4","4歳",""
"132021","132021KSSN000118","立川市","132021KSLT000040","きらめきの森保育園","5","5歳","34以上"
"132021","132021KSSN000036","立川市","132021KSLT000041","愛光第五サンクレール保育園","1","1歳","40以上"
"132021","132021KSSN000188","立川市","132021KSLT000041","愛光第五サンクレール保育園","2","2歳","41以上"
"132021","132021KSSN000226","立川市","132021KSLT000041","愛光第五サンクレール保育園","3","3歳","41以上"
"132021","132021KSSN000156","立川市","132021KSLT000041","愛光第五サンクレール保育園","4","4歳",""
"132021","132021KSSN000119","立川市","132021KSLT000041","愛光第五サンクレール保育園","5","5歳","28以下"
"132021","132021KSSN000037","立川市","132021KSLT000042","愛光みどり保育園","1","1歳","40以上"
"132021","132021KSSN000189","立川市","132021KSLT000042","愛光みどり保育園","2","2歳","41以上"
"132021","132021KSSN000227","立川市","132021KSLT000042","愛光みどり保育園","3","3歳","28以下"
"132021","132021KSSN000157","立川市","132021KSLT000042","愛光みどり保育園","4","4歳","40以上"
"132021","132021KSSN000120","立川市","132021KSLT000042","愛光みどり保育園","5","5歳",""
"132021","132021KSSN000074","立川市","132021KSLT000043","たかのみち（さかえ分園）","0","0歳",""
"132021","132021KSSN000038","立川市","132021KSLT000043","たかのみち（さかえ分園）","1","1歳","32以上"
"132021","132021KSSN000190","立川市","132021KSLT000043","たかのみち（さかえ分園）","2","2歳","28以下"
"132021","132021KSSN000075","立川市","132021KSLT000044","柴崎保育園","0","0歳","40"
"132021","132021KSSN000039","立川市","132021KSLT000044","柴崎保育園","1","1歳","40"
"132021","132021KSSN000191","立川市","132021KSLT000044","柴崎保育園","2","2歳","40"
"132021","132021KSSN000228","立川市","132021KSLT000044","柴崎保育園","3","3歳","40"
"132021","132021KSSN000158","立川市","132021KSLT000044","柴崎保育園","4","4歳","28以下"
"132021","132021KSSN000121","立川市","132021KSLT000044","柴崎保育園","5","5歳","28以下"
"132021","132021KSSN000076","立川市","132021KSLT000045","森の子こども園","0","0歳","40"
"132021","132021KSSN000040","立川市","132021KSLT000045","森の子こども園","1","1歳","40以上"
"132021","132021KSSN000192","立川市","132021KSLT000045","森の子こども園","2","2歳","40以上"
"132021","132021KSSN000229","立川市","132021KSLT000045","森の子こども園","3","3歳",""
"132021","132021KSSN000159","立川市","132021KSLT000045","森の子こども園","4","4歳",""
"132021","132021KSSN000122","立川市","132021KSLT000045","森の子こども園","5","5歳",""
