"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2017120101,"港南","校正",1,13,14,15,,,,17,,8,,,,
2017120102,"港南",1,1,12,13,18,,,,15,,12,,,,
2017120103,"港南",1,4,11,15,20,,,,10,,10,,,,
2017120104,"港南",1,5,14,19,17,,,,10,,5,,,,
2017120105,"港南",1,10,16,26,17,,,,13,,6,,,,
2017120106,"港南",1,7,15,22,16,,,,13,,8,,,,
2017120107,"港南",1,18,25,43,8,,,,15,,7,,,,
2017120108,"港南",1,33,30,63,5,,,,21,,12,,,,
2017120109,"港南",1,32,31,63,4,,,,10,,5,,,,
2017120110,"港南",1,45,35,80,3,,,,11,,7,,,,
2017120111,"港南",2,49,33,82,5,,,,10,,10,,,,
2017120112,"港南",2,24,24,48,11,,,,10,,12,,,,
2017120113,"港南",3,24,24,48,11,,,,11,,12,,,,
2017120114,"港南",6,37,29,66,8,,,,26,,10,,,,
2017120115,"港南",7,35,30,65,8,,,,17,,8,,,,
2017120116,"港南",4,35,32,67,6,,,,14,,8,,,,
2017120117,"港南",7,39,34,73,3,,,,23,,5,,,,
2017120118,"港南",3,29,33,62,5,,,,24,,9,,,,
2017120119,"港南",2,19,29,48,8,,,,9,,7,,,,
2017120120,"港南",2,14,32,46,5,,,,14,,9,,,,
2017120121,"港南",1,7,27,34,7,,,,25,,5,,,,
2017120122,"港南",2,14,33,47,3,,,,17,,5,,,,
2017120123,"港南",2,6,27,33,5,,,,19,,10,,,,
2017120124,"港南",1,14,25,39,7,,,,18,,7,,,,
2017120201,"港南",1,"校正","校正","校正",9,,,,14,,6,,,,
2017120202,"港南",1,9,26,35,4,,,,17,,9,,,,
2017120203,"港南",1,9,20,29,11,,,,14,,8,,,,
2017120204,"港南",2,8,16,24,16,,,,8,,8,,,,
2017120205,"港南",1,9,20,29,11,,,,11,,5,,,,
2017120206,"港南",1,19,22,41,6,,,,9,,10,,,,
2017120207,"港南",1,22,26,48,3,,,,8,,6,,,,
2017120208,"港南",1,34,28,62,4,,,,14,,7,,,,
2017120209,"港南",6,52,29,81,4,,,,7,,14,,,,
2017120210,"港南",4,28,24,52,12,,,,7,,12,,,,
2017120211,"港南",4,35,29,64,9,,,,9,,4,,,,
2017120212,"港南",3,27,28,55,12,,,,12,,9,,,,
2017120213,"港南",2,16,23,39,17,,,,14,,6,,,,
2017120214,"港南",2,12,21,33,21,,,,16,,9,,,,
2017120215,"港南",3,8,23,31,20,,,,21,,6,,,,
2017120216,"港南",3,5,22,27,21,,,,11,,4,,,,
2017120217,"港南",3,6,27,33,16,,,,14,,4,,,,
2017120218,"港南",4,9,30,39,11,,,,10,,9,,,,
2017120219,"港南",4,10,31,41,10,,,,16,,9,,,,
2017120220,"港南",3,6,30,36,10,,,,14,,10,,,,
2017120221,"港南",2,5,25,30,15,,,,12,,4,,,,
2017120222,"港南",4,4,30,34,10,,,,11,,4,,,,
2017120223,"港南",5,4,31,35,10,,,,12,,3,,,,
2017120224,"港南",3,3,32,35,8,,,,13,,8,,,,
2017120301,"港南",2,8,36,44,2,,,,25,,7,,,,
2017120302,"港南",1,4,29,33,4,,,,15,,8,,,,
2017120303,"港南",1,5,19,24,11,,,,18,,10,,,,
2017120304,"港南",1,2,15,17,15,,,,"故障",,10,,,,
2017120305,"港南",1,2,17,19,11,,,,"故障",,7,,,,
2017120306,"港南",1,3,14,17,12,,,,"故障",,9,,,,
2017120307,"港南",1,1,12,13,13,,,,"故障",,15,,,,
2017120308,"港南",1,2,16,18,11,,,,"故障",,9,,,,
2017120309,"港南",1,5,15,20,14,,,,"故障",,20,,,,
2017120310,"港南",1,5,12,17,20,,,,"故障",,13,,,,
2017120311,"港南",1,8,15,23,19,,,,"故障",,9,,,,
2017120312,"港南",2,12,19,31,20,,,,"故障",,7,,,,
2017120313,"港南",3,13,24,37,20,,,,"故障",,7,,,,
2017120314,"港南",2,5,16,21,31,,,,"故障",,6,,,,
2017120315,"港南",8,10,30,40,18,,,,"故障",,5,,,,
2017120316,"港南",6,5,33,38,18,,,,"故障",,3,,,,
2017120317,"港南",5,10,43,53,8,,,,"故障",,3,,,,
2017120318,"港南",3,7,45,52,5,,,,"故障",,3,,,,
2017120319,"港南",2,12,48,60,4,,,,"故障",,2,,,,
2017120320,"港南",2,10,40,50,10,,,,"故障",,5,,,,
2017120321,"港南",2,4,27,31,20,,,,"故障",,5,,,,
2017120322,"港南",2,5,32,37,16,,,,"故障",,4,,,,
2017120323,"港南",1,2,34,36,10,,,,"故障",,9,,,,
2017120324,"港南",1,0,24,24,13,,,,"故障",,7,,,,
2017120401,"港南",1,2,27,29,"校正",,,,"故障",,4,,,,
2017120402,"港南",1,5,22,27,16,,,,"故障",,7,,,,
2017120403,"港南",1,6,20,26,17,,,,"故障",,3,,,,
2017120404,"港南",1,1,19,20,14,,,,"故障",,10,,,,
2017120405,"港南",1,1,20,21,12,,,,"故障",,12,,,,
2017120406,"港南",1,2,20,22,7,,,,"故障",,13,,,,
2017120407,"港南",1,6,26,32,3,,,,"故障",,10,,,,
2017120408,"港南",1,25,30,55,2,,,,"故障",,11,,,,
2017120409,"港南",1,24,29,53,5,,,,"故障",,17,,,,
2017120410,"港南",1,27,29,56,8,,,,"故障",,16,,,,
2017120411,"港南",1,25,33,58,8,,,,"故障",,17,,,,
2017120412,"港南",1,23,35,58,8,,,,"故障",,16,,,,
2017120413,"港南",1,15,34,49,11,,,,"故障",,9,,,,
2017120414,"港南",1,22,41,63,7,,,,"故障",,10,,,,
2017120415,"港南",2,43,49,92,4,,,,"故障",,5,,,,
2017120416,"港南",2,21,44,65,6,,,,"故障",,9,,,,
2017120417,"港南",2,6,41,47,6,,,,"故障",,15,,,,
2017120418,"港南",2,6,42,48,2,,,,"故障",,10,,,,
2017120419,"港南",2,2,37,39,6,,,,"故障",,16,,,,
2017120420,"港南",1,1,24,25,18,,,,"故障",,8,,,,
2017120421,"港南",1,3,26,29,15,,,,"故障",,4,,,,
2017120422,"港南",1,7,28,35,13,,,,"故障",,7,,,,
2017120423,"港南",1,4,32,36,8,,,,"故障",,1,,,,
2017120424,"港南",1,1,29,30,12,,,,"故障",,2,,,,
2017120501,"港南",1,3,24,27,16,,,,"故障",,4,,,,
2017120502,"港南",1,3,26,29,13,,,,"故障",,8,,,,
2017120503,"港南",1,9,37,46,2,,,,"故障",,13,,,,
2017120504,"港南",1,10,37,47,0,,,,"故障",,8,,,,
2017120505,"港南",1,6,32,38,1,,,,"故障",,5,,,,
2017120506,"港南",1,20,31,51,0,,,,"故障",,6,,,,
2017120507,"港南",1,41,33,74,0,,,,"故障",,5,,,,
2017120508,"港南",1,44,34,78,2,,,,"故障",,6,,,,
2017120509,"港南",1,14,27,41,13,,,,"故障",,4,,,,
2017120510,"港南",1,10,22,32,22,,,,"故障",,9,,,,
2017120511,"港南",2,27,34,61,16,,,,"故障",,7,,,,
2017120512,"港南",5,30,42,72,13,,,,"故障",,7,,,,
2017120513,"港南",7,17,44,61,23,,,,"故障",,7,,,,
2017120514,"港南",6,26,41,67,15,,,,"故障",,8,,,,
2017120515,"港南",1,13,21,34,29,,,,"故障",,17,,,,
2017120516,"港南",1,15,22,37,26,,,,"故障",,14,,,,
2017120517,"港南",1,13,22,35,24,,,,"故障",,10,,,,
2017120518,"港南",1,15,25,40,21,,,,"故障",,9,,,,
2017120519,"港南",1,12,28,40,16,,,,"故障",,10,,,,
2017120520,"港南",1,10,28,38,15,,,,"故障",,10,,,,
2017120521,"港南",1,10,30,40,12,,,,"故障",,7,,,,
2017120522,"港南",1,7,28,35,14,,,,"故障",,5,,,,
2017120523,"港南",1,3,25,28,16,,,,"故障",,6,,,,
2017120524,"港南",1,2,24,26,16,,,,"故障",,4,,,,
2017120601,"港南",1,2,21,23,18,,,,"故障",,3,,,,
2017120602,"港南",1,1,20,21,18,,,,"故障",,8,,,,
2017120603,"港南",1,1,11,12,24,,,,"故障",,4,,,,
2017120604,"港南",1,4,12,16,23,,,,"故障",,12,,,,
2017120605,"港南",1,2,14,16,19,,,,"故障",,3,,,,
2017120606,"港南",1,16,25,41,11,,,,"故障",,5,,,,
2017120607,"港南",1,12,25,37,10,,,,"故障",,6,,,,
2017120608,"港南",1,9,24,33,9,,,,"故障",,12,,,,
2017120609,"港南",1,32,30,62,6,,,,"故障",,7,,,,
2017120610,"港南",1,36,30,66,8,,,,"故障",,12,,,,
2017120611,"港南",1,41,30,71,12,,,,"故障",,12,,,,
2017120612,"港南",1,34,29,63,15,,,,"故障",,11,,,,
2017120613,"港南",1,22,24,46,19,,,,"故障",,12,,,,
2017120614,"港南",1,25,27,52,17,,,,"故障",,6,,,,
2017120615,"港南",1,26,30,56,16,,,,"故障",,7,,,,
2017120616,"港南",2,19,30,49,13,,,,"故障",,5,,,,
2017120617,"港南",2,9,33,42,10,,,,"故障",,5,,,,
2017120618,"港南",4,9,37,46,5,,,,"故障",,5,,,,
2017120619,"港南",4,15,41,56,2,,,,"故障",,2,,,,
2017120620,"港南",4,17,41,58,2,,,,"故障",,7,,,,
2017120621,"港南",2,14,35,49,6,,,,"故障",,6,,,,
2017120622,"港南",2,14,35,49,7,,,,"故障",,8,,,,
2017120623,"港南",2,12,31,43,9,,,,"故障",,7,,,,
2017120624,"港南",1,6,34,40,2,,,,"故障",,11,,,,
2017120701,"港南",1,3,26,29,5,,,,"故障",,11,,,,
2017120702,"港南",1,4,20,24,10,,,,"故障",,13,,,,
2017120703,"港南",1,6,18,24,13,,,,"故障",,7,,,,
2017120704,"港南",1,3,17,20,13,,,,"故障",,11,,,,
2017120705,"港南",1,4,24,28,4,,,,"故障",,9,,,,
2017120706,"港南",1,8,28,36,1,,,,"故障",,8,,,,
2017120707,"港南",1,24,30,54,1,,,,"故障",,4,,,,
2017120708,"港南",1,22,28,50,2,,,,"故障",,15,,,,
2017120709,"港南",1,34,30,64,4,,,,"故障",,8,,,,
2017120710,"港南",1,24,27,51,8,,,,"故障",,16,,,,
2017120711,"港南","調整","調整","調整","調整","調整",,,,"調整",,10,,,,
2017120712,"港南",3,64,41,105,7,,,,"調整",,7,,,,
2017120713,"港南",3,45,39,84,8,,,,"調整",,5,,,,
2017120714,"港南",4,27,37,64,12,,,,"調整",,8,,,,
2017120715,"港南",7,14,31,45,19,,,,"調整",,7,,,,
2017120716,"港南",9,16,44,60,8,,,,"調整",,5,,,,
2017120717,"港南",8,16,49,65,4,,,,"調整",,2,,,,
2017120718,"港南",6,10,50,60,2,,,,22,,1,,,,
2017120719,"港南",4,15,48,63,1,,,,30,,2,,,,
2017120720,"港南",3,13,41,54,5,,,,23,,3,,,,
2017120721,"港南",2,2,26,28,15,,,,23,,1,,,,
2017120722,"港南",2,3,31,34,11,,,,20,,1,,,,
2017120723,"港南",2,21,47,68,1,,,,31,,18,,,,
2017120724,"港南",2,49,51,100,0,,,,41,,10,,,,
2017120801,"港南","校正",2,33,35,4,,,,32,,10,,,,
2017120802,"港南",1,3,35,38,2,,,,27,,3,,,,
2017120803,"港南",1,2,33,35,3,,,,23,,8,,,,
2017120804,"港南",1,7,35,42,1,,,,33,,3,,,,
2017120805,"港南",1,35,35,70,0,,,,32,,2,,,,
2017120806,"港南",1,30,31,61,0,,,,"故障",,2,,,,
2017120807,"港南",2,28,31,59,0,,,,"故障",,3,,,,
2017120808,"港南",2,48,35,83,1,,,,"故障",,2,,,,
2017120809,"港南",2,65,39,104,1,,,,"故障",,6,,,,
2017120810,"港南",2,84,44,128,1,,,,"故障",,2,,,,
2017120811,"港南",4,109,50,159,1,,,,"故障",,6,,,,
2017120812,"港南",7,166,61,227,1,,,,"故障",,4,,,,
2017120813,"港南",10,188,69,257,0,,,,"故障",,4,,,,
2017120814,"港南",7,234,78,312,0,,,,"故障",,3,,,,
2017120815,"港南",5,245,80,325,0,,,,"故障",,5,,,,
2017120816,"港南",4,179,69,248,0,,,,"故障",,8,,,,
2017120817,"港南",2,61,53,114,0,,,,"故障",,12,,,,
2017120818,"港南",2,23,46,69,1,,,,"故障",,7,,,,
2017120819,"港南",1,8,29,37,14,,,,"故障",,22,,,,
2017120820,"港南",1,2,15,17,18,,,,"故障",,16,,,,
2017120821,"港南",0,4,13,17,20,,,,"故障",,17,,,,
2017120822,"港南",0,4,11,15,22,,,,"故障",,14,,,,
2017120823,"港南",0,7,15,22,20,,,,"故障",,9,,,,
2017120824,"港南",0,6,17,23,18,,,,"故障",,7,,,,
2017120901,"港南",1,"校正","校正","校正",17,,,,"故障",,13,,,,
2017120902,"港南",1,4,11,15,23,,,,"故障",,10,,,,
2017120903,"港南",1,2,7,9,26,,,,"故障",,14,,,,
2017120904,"港南",1,2,9,11,24,,,,"故障",,20,,,,
2017120905,"港南",1,2,8,10,26,,,,"故障",,4,,,,
2017120906,"港南",1,3,12,15,23,,,,"故障",,8,,,,
2017120907,"港南",1,9,21,30,17,,,,"故障",,6,,,,
2017120908,"港南",1,11,25,36,16,,,,"故障",,13,,,,
2017120909,"港南",1,9,19,28,21,,,,"故障",,17,,,,
2017120910,"港南",1,6,13,19,26,,,,"故障",,18,,,,
2017120911,"港南",1,9,16,25,24,,,,"故障",,12,,,,
2017120912,"港南",1,11,16,27,24,,,,"故障",,6,,,,
2017120913,"港南",4,17,26,43,17,,,,"故障",,5,,,,
2017120914,"港南",7,17,30,47,15,,,,"故障",,7,,,,
2017120915,"港南",6,13,31,44,14,,,,"故障",,5,,,,
2017120916,"港南",8,10,35,45,11,,,,"故障",,2,,,,
2017120917,"港南",7,12,40,52,4,,,,"故障",,3,,,,
2017120918,"港南",5,11,43,54,2,,,,"故障",,3,,,,
2017120919,"港南",6,23,46,69,0,,,,"故障",,1,,,,
2017120920,"港南",6,13,41,54,2,,,,"故障",,10,,,,
2017120921,"港南",3,9,40,49,3,,,,"故障",,3,,,,
2017120922,"港南",2,16,41,57,1,,,,"故障",,1,,,,
2017120923,"港南",2,39,47,86,0,,,,"故障",,16,,,,
2017120924,"港南",1,33,43,76,0,,,,"故障",,8,,,,
2017121001,"港南",1,26,39,65,0,,,,"故障",,7,,,,
2017121002,"港南",1,10,35,45,0,,,,"故障",,11,,,,
2017121003,"港南",1,2,27,29,3,,,,"故障",,14,,,,
2017121004,"港南",1,0,20,20,8,,,,"故障",,9,,,,
2017121005,"港南",1,0,21,21,7,,,,"故障",,10,,,,
2017121006,"港南",1,0,17,17,10,,,,"故障",,2,,,,
2017121007,"港南",1,2,20,22,8,,,,"故障",,1,,,,
2017121008,"港南",1,8,23,31,7,,,,"故障",,4,,,,
2017121009,"港南",1,9,19,28,11,,,,"故障",,15,,,,
2017121010,"港南",1,12,19,31,13,,,,"故障",,6,,,,
