,n（人）,気にならない（％）,あまり気にならない（％）,少し気になる（％）,気になる（％）
全体,6578,8.7,14.9,32.3,44.2
男子全体,3158,12.1,17.3,31.0,39.7
小学生男子,1112,13.0,16.9,28.6,41.5
中学生男子,1243,13.8,18.3,31.4,36.5
高校生男子,803,8.0,16.2,33.6,42.2
女子全体,3329,5.4,12.4,33.7,48.5
小学生女子,1084,6.2,13.0,30.9,49.9
中学生女子,1224,6.1,12.0,34.6,47.3
高校生女子,1021,3.8,12.3,35.6,48.3
