,n（人）,気にならない（％）,あまり気にならない（％）,少し気になる（％）,気になる（％）
全体,6575,11.3,26.6,34.3,27.9
男子全体,3158,13.6,27.3,32.3,26.8
小学生男子,1113,9.5,20.1,31.9,38.5
中学生男子,1241,17.0,29.3,30.5,23.3
高校生男子,804,14.2,34.3,35.6,15.9
女子全体,3326,8.9,26.0,36.3,28.7
小学生女子,1083,5.2,15.2,34.7,44.9
中学生女子,1223,11.8,28.3,37.1,22.8
高校生女子,1020,9.5,34.7,37.1,18.7
