,n（人）,気にならない（％）,あまり気にならない（％）,少し気になる（％）,気になる（％）
全体,6583,6.5,9.0,29.3,55.2
男子全体,3160,9.5,11.9,30.5,48.1
小学生男子,1113,7.3,7.5,22.1,63.1
中学生男子,1242,12.4,12.8,33.1,41.7
高校生男子,805,8.2,16.4,38.0,37.4
女子全体,3333,3.5,6.2,28.3,62.0
小学生女子,1086,2.9,3.5,21.2,72.4
中学生女子,1226,4.2,7.5,28.7,59.5
高校生女子,1021,3.0,7.6,35.5,53.9
