,n（人）,気にならない（％）,あまり気にならない（％）,少し気になる（％）,気になる（％）
全体,6704,6.2,13.7,37.0,43.1
男子全体,3237,9.6,17.3,37.1,36.0
小学生男子,1155,8.1,12.4,32.9,46.6
中学生男子,1265,11.2,19.2,37.8,31.8
高校生男子,817,9.1,21.3,42.0,27.7
女子全体,3376,2.8,10.4,36.8,50.0
小学生女子,1105,2.3,7.7,29.6,60.5
中学生女子,1232,3.3,11.0,38.6,47.2
高校生女子,1039,2.8,12.5,42.5,42.2
