,n（人）,気にならない（％）,あまり気にならない（％）,少し気になる（％）,気になる（％）
全体,6712,9.7,20.5,38.4,31.4
男子全体,3245,13.0,21.2,34.2,31.6
小学生男子,1161,12.2,15.0,31.8,41.0
中学生男子,1268,15.5,22.0,34.7,27.8
高校生男子,816,10.0,28.7,36.9,24.4
女子全体,3376,6.5,20.0,42.3,31.2
小学生女子,1105,5.0,13.2,37.6,44.2
中学生女子,1234,7.1,21.2,43.1,28.6
高校生女子,1037,7.5,25.7,46.4,20.3
