,n（人）,あてはまる（％）,少しあてはまる（％）,あまりあてはまらない（％）,あてはまらない（％）
全体,6693,2.3,11.3,39.6,46.7
男子全体,3238,3.7,16.5,42.8,37.0
小学生男子,1155,2.9,9.4,35.8,51.9
中学生男子,1266,4.4,18.9,43.0,33.7
高校生男子,817,3.7,22.9,52.4,21.1
女子全体,3363,1.0,6.4,36.5,56.1
小学生女子,1098,0.6,3.6,22.9,73.0
中学生女子,1230,0.7,6.3,41.1,51.9
高校生女子,1035,1.9,9.4,45.6,43.1
