,n（人）,気にならない（％）,あまり気にならない（％）,少し気になる（％）,気になる（％）
全体,2103,4.2,5.9,30.8,59.2
A地区,167,6.0,4.2,28.1,61.7
B地区,368,3.3,4.1,29.1,63.6
C地区,260,5.4,7.3,31.9,55.4
D地区,305,3.6,9.2,32.1,55.1
E地区,244,4.9,4.1,29.1,61.9
F地区,273,1.5,4.8,39.2,54.6
G地区,191,6.3,9.4,25.1,59.2
H地区,295,4.4,4.7,29.2,61.7
