,n（人）,気にならない（％）,あまり気にならない（％）,少し気になる（％）,気になる（％）
全体,2164,8.3,16.2,38.1,37.4
A地区,167,11.4,14.4,38.3,35.9
B地区,382,8.1,14.1,35.3,42.4
C地区,262,8.4,17.9,40.1,33.6
D地区,318,6.9,17.6,40.6,34.9
E地区,250,10.0,13.6,39.2,37.2
F地区,281,6.4,18.1,40.2,35.2
G地区,202,7.4,17.3,39.1,36.1
H地区,302,8.9,16.6,33.8,40.7
