,n（人）,気にならない（％）,あまり気にならない（％）,少し気になる（％）,気になる（％）
全体,6581,18.7,27.5,28.7,25.1
男子全体,3161,23.3,26.4,25.4,24.9
小学生男子,1118,18.7,20.7,27.0,33.6
中学生男子,1241,26.5,28.4,25.8,19.3
高校生男子,802,24.7,31.3,22.7,21.3
女子全体,3330,14.3,28.4,32.1,25.2
小学生女子,1085,10.5,21.8,31.8,35.9
中学生女子,1225,15.4,31.8,31.8,21.0
高校生女子,1020,17.0,31.4,32.7,18.9
