,n（人）,気にならない（％）,あまり気にならない（％）,少し気になる（％）,気になる（％）
全体,6716,5.6,9.9,31.9,52.6
男子全体,3243,8.4,11.7,33.4,46.5
小学生男子,1160,6.6,5.8,28.1,59.6
中学生男子,1268,10.5,14.7,34.5,40.4
高校生男子,815,8.0,15.6,39.1,37.3
女子全体,3382,2.8,8.2,30.4,58.6
小学生女子,1105,2.0,4.9,22.7,70.4
中学生女子,1237,3.7,9.4,32.7,54.2
高校生女子,1040,2.5,10.4,35.9,51.3
