,n（人）,気にならない（％）,あまり気にならない（％）,少し気になる（％）,気になる（％）
全体,2330,20.7,30.1,29.0,20.2
A地区,205,27.8,32.7,22.4,17.1
B地区,387,20.9,30.7,26.4,22.0
C地区,196,19.4,35.2,27.0,18.4
D地区,361,18.6,33.8,26.9,20.8
E地区,350,25.7,29.7,26.3,18.3
F地区,226,17.7,31.4,35.0,15.9
G地区,342,16.1,23.7,36.8,23.4
H地区,263,20.5,26.2,30.8,22.4
