,n（人）,気にならない（％）,あまり気にならない（％）,少し気になる（％）,気になる（％）
全体,6564,5.2,10.4,33.7,50.7
男子全体,3150,7.4,12.6,32.0,48.0
小学生男子,1109,7.4,11.1,27.6,53.9
中学生男子,1238,9.0,15.3,32.6,43.1
高校生男子,803,5.0,10.3,37.1,47.6
女子全体,3323,3.0,8.3,35.4,53.2
小学生女子,1079,3.0,9.3,27.5,60.2
中学生女子,1224,4.1,8.5,38.2,49.3
高校生女子,1020,1.9,7.2,40.4,50.6
