,n（人）,気にならない（％）,あまり気にならない（％）,少し気になる（％）,気になる（％）
全体,6579,6.0,13.0,34.6,46.4
男子全体,3158,8.3,14.2,34.0,43.5
小学生男子,1114,7.2,9.1,30.9,52.9
中学生男子,1242,10.1,14.6,34.5,40.7
高校生男子,802,6.9,20.7,37.7,34.8
女子全体,3331,3.9,11.9,35.4,48.8
小学生女子,1086,2.5,8.6,27.5,61.4
中学生女子,1224,5.3,11.3,37.3,46.1
高校生女子,1021,3.7,16.3,41.5,38.5
