,n（人）,気にならない（％）,あまり気にならない（％）,少し気になる（％）,気になる（％）
全体,2367,18.5,31.8,36.5,13.2
A地区,207,19.8,33.8,33.8,12.6
B地区,393,18.3,31.3,33.3,17.0
C地区,199,16.6,34.7,36.7,12.1
D地区,368,13.6,28.0,44.0,14.4
E地区,355,22.8,34.9,30.7,11.5
F地区,233,16.3,31.3,42.5,9.9
G地区,345,18.0,31.9,35.4,14.8
H地区,267,22.8,30.3,36.7,10.1
