,n（人）,気にならない（％）,あまり気にならない（％）,少し気になる（％）,気になる（％）
全体,6696,3.7,5.8,28.3,62.1
男子全体,3240,5.9,8.3,31.0,54.8
小学生男子,1155,6.1,7.8,28.1,58.0
中学生男子,1268,6.9,9.9,30.7,52.5
高校生男子,817,4.0,6.6,35.6,53.7
女子全体,3366,1.6,3.5,25.5,69.4
小学生女子,1101,1.4,4.0,23.9,70.8
中学生女子,1228,1.9,3.7,26.1,68.3
高校生女子,1037,1.5,2.8,26.3,69.3
