,n（人）,気にならない（％）,あまり気にならない（％）,少し気になる（％）,気になる（％）
全体,6590,4.6,8.9,36.9,49.7
男子全体,3167,7.2,12.6,38.7,41.5
小学生男子,1119,6.9,8.4,32.4,52.4
中学生男子,1244,8.9,15.8,38.4,36.8
高校生男子,804,5.1,13.3,48.0,33.6
女子全体,3332,2.1,5.4,35.1,57.4
小学生女子,1086,1.7,3.5,29.3,65.6
中学生女子,1225,2.8,7.3,34.4,55.5
高校生女子,1021,1.7,5.1,42.3,50.9
