,n（人）,気にならない（％）,あまり気にならない（％）,少し気になる（％）,気になる（％）
全体,6568,7.7,12.9,26.9,52.5
男子全体,3152,9.8,13.4,26.8,50.0
小学生男子,1108,8.1,7.1,21.5,63.3
中学生男子,1239,12.0,15.9,29.0,43.1
高校生男子,805,8.8,18.3,30.7,42.2
女子全体,3325,5.6,12.5,27.2,54.7
小学生女子,1081,3.3,5.2,19.1,72.4
中学生女子,1225,7.4,14.8,28.7,49.1
高校生女子,1019,5.9,17.5,33.9,42.8
