,n（人）,あてはまる（％）,少しあてはまる（％）,あまりあてはまらない（％）,あてはまらない（％）
全体,6699,39.8,47.2,10.4,2.6
男子全体,3240,34.3,48.0,14.0,3.7
小学生男子,1157,38.8,43.2,13.2,4.8
中学生男子,1266,35.2,46.9,14.2,3.6
高校生男子,817,26.3,56.4,14.8,2.4
女子全体,3366,44.9,46.8,6.8,1.5
小学生女子,1100,54.5,36.7,6.6,2.1
中学生女子,1230,46.8,45.3,6.1,1.8
高校生女子,1036,32.5,59.4,7.7,0.4
