図‐2　歳計現金等保管見込表,
2022/6/19,8827.766496
2022/6/20,9995.606496
2022/6/21,9977.446496
2022/6/22,9987.176496
2022/6/23,10128.4665
2022/6/24,10092.2365
2022/6/25,10092.2365
2022/6/26,10092.2365
2022/6/27,11071.8965
2022/6/28,11342.6665
2022/6/29,9967.136496
2022/6/30,9501.906496
2022/7/1,10199.4765
2022/7/2,10199.4765
2022/7/3,10199.4765
2022/7/4,11788.0765
2022/7/5,14035.4165
2022/7/6,14039.7365
2022/7/7,14071.9565
2022/7/8,14054.5165
2022/7/9,14054.5165
2022/7/10,14054.5165
2022/7/11,14122.0765
2022/7/12,14161.3765
2022/7/13,14817.9665
2022/7/14,14081.2965
2022/7/15,13867.2965
2022/7/16,13867.2965
2022/7/17,13867.2965
2022/7/18,13867.2965
2022/7/19,13431.2765
2022/7/20,13392.3165
2022/7/21,13348.2765
2022/7/22,13337.2765
2022/7/23,13337.2765
2022/7/24,13337.2765
2022/7/25,13361.2765
2022/7/26,18525.6165
2022/7/27,18496.8465
2022/7/28,18445.1065
2022/7/29,17249.7865
2022/7/30,17249.7865
2022/7/31,17249.7865
2022/8/1,17262.9765
2022/8/2,17291.9565
2022/8/3,17439.9365
2022/8/4,17520.1265
2022/8/5,17187.9165
2022/8/6,17187.9165
2022/8/7,17187.9165
2022/8/8,17217.5765
2022/8/9,17221.5765
2022/8/10,17447.6865
2022/8/11,17447.6865
2022/8/12,16534.8465
2022/8/13,16534.8465
2022/8/14,16534.8465
2022/8/15,17526.3465
2022/8/16,17472.6465
2022/8/17,17460.5965
2022/8/18,17677.9165
2022/8/19,16463.0265
2022/8/20,16463.0265
2022/8/21,16463.0265
2022/8/22,16352.3465
2022/8/23,16052.9565
2022/8/24,15820.9065
2022/8/25,15834.5765
2022/8/26,15835.9565
2022/8/27,15835.9565
2022/8/28,15835.9565
2022/8/29,15860.0865
2022/8/30,12264.4065
2022/8/31,10592.3165
2022/9/1,10860.2865
2022/9/2,9762.366496
2022/9/3,9762.366496
2022/9/4,9762.366496
2022/9/5,9715.616496
2022/9/6,9643.436496
2022/9/7,10042.4365
2022/9/8,10032.8165
2022/9/9,8639.856496
2022/9/10,8639.856496
2022/9/11,8639.856496
2022/9/12,8733.776496
2022/9/13,8971.776496
2022/9/14,8603.556496
2022/9/15,8540.936496
2022/9/16,7500.926496
2022/9/17,7500.926496
2022/9/18,7500.926496
2022/9/19,7500.926496
2022/9/20,6430.126496
2022/9/21,7085.426496
2022/9/22,7025.046496
2022/9/23,7025.046496
2022/9/24,7025.046496
2022/9/25,7025.046496
2022/9/26,7306.586496
2022/9/27,7333.256496
2022/9/28,7308.076496
2022/9/29,7401.356496
2022/9/30,4677.986496
2022/10/1,4677.986496
2022/10/2,4677.986496
2022/10/3,5130.546496
2022/10/4,5749.666496
2022/10/5,7003.226496
2022/10/6,7400.456496
2022/10/7,7381.626496
2022/10/8,7381.626496
2022/10/9,7381.626496
2022/10/10,7381.626496
2022/10/11,7269.196496
2022/10/12,7561.576496
2022/10/13,8033.906496
2022/10/14,6908.486496
2022/10/15,6908.486496
2022/10/16,6908.486496
2022/10/17,6947.656496
2022/10/18,6945.376496
2022/10/19,6432.726496
2022/10/20,6410.586496
2022/10/21,6334.886496
2022/10/22,6334.886496
2022/10/23,6334.886496
2022/10/24,6308.136496
2022/10/25,6230.646496
2022/10/26,8891.936496
2022/10/27,8776.836496
2022/10/28,7520.966496
2022/10/29,7520.966496
2022/10/30,7520.966496
2022/10/31,6878.906496
2022/11/1,9289.906496
2022/11/2,9691.636496
2022/11/3,9691.636496
2022/11/4,9649.196496
2022/11/5,9649.196496
2022/11/6,9649.196496
2022/11/7,9435.196496
2022/11/8,9786.716496
2022/11/9,9752.256496
2022/11/10,9667.316496
2022/11/11,8938.316496
2022/11/12,8938.316496
2022/11/13,8938.316496
2022/11/14,9516.836496
2022/11/15,9589.386496
2022/11/16,9575.726496
2022/11/17,9774.246496
2022/11/18,8703.916496
2022/11/19,8703.916496
2022/11/20,8703.916496
2022/11/21,8674.616496
2022/11/22,8669.606496
2022/11/23,8669.606496
2022/11/24,8677.566496
2022/11/25,8589.686496
2022/11/26,8589.686496
2022/11/27,8589.686496
2022/11/28,9665.806496
2022/11/29,9438.226496
2022/11/30,5642.716496
2022/12/1,6617.526496
2022/12/2,10191.2465
2022/12/3,10191.2465
2022/12/4,10591.2465
2022/12/5,10845.2065
2022/12/6,10857.2065
2022/12/7,11406.2165
2022/12/8,11398.0665
2022/12/9,8905.256496
2022/12/10,8905.256496
2022/12/11,8905.256496
2022/12/12,9064.356496
2022/12/13,9051.036496
2022/12/14,8909.636496
2022/12/15,8792.566496
2022/12/16,8024.976496
2022/12/17,8024.976496
2022/12/18,8024.976496
2022/12/19,7051.446496
2022/12/20,7688.346496
2022/12/21,7595.466496
2022/12/22,7556.786496
2022/12/23,6965.346496
2022/12/24,6965.346496
2022/12/25,6965.346496
2022/12/26,9194.296496
2022/12/27,9208.626496
2022/12/28,7952.096496
2022/12/29,8363.096496
2022/12/30,9141.096496
2022/12/31,9141.096496
2023/1/1,9141.096496
2023/1/2,9113.096496
2023/1/3,9085.096496
2023/1/4,9403.296496
2023/1/5,9396.656496
2023/1/6,9464.106496
2023/1/7,9464.106496
2023/1/8,9464.106496
2023/1/9,9664.106496
2023/1/10,9700.046496
2023/1/11,9607.196496
2023/1/12,10416.2265
2023/1/13,9435.816496
2023/1/14,9435.816496
2023/1/15,9435.816496
2023/1/16,9500.386496
2023/1/17,9473.266496
2023/1/18,9426.496496
2023/1/19,8932.306496
2023/1/20,8864.316496
2023/1/21,8864.316496
2023/1/22,8864.316496
2023/1/23,8801.576496
2023/1/24,8734.596496
2023/1/25,8712.706496
2023/1/26,10958.4765
2023/1/27,10798.0965
2023/1/28,10798.0965
2023/1/29,10798.0965
2023/1/30,10784.6065
2023/1/31,7728.966496
2023/2/1,8091.366496
2023/2/2,8409.946496
2023/2/3,6531.286496
2023/2/4,6631.286496
2023/2/5,6631.286496
2023/2/6,6414.776496
2023/2/7,6357.776496
2023/2/8,6688.196496
2023/2/9,6580.246496
2023/2/10,5892.196496
2023/2/11,5892.196496
2023/2/12,5892.196496
2023/2/13,5919.196496
2023/2/14,6119.916496
2023/2/15,5988.106496
2023/2/16,5962.076496
2023/2/17,5381.376496
2023/2/18,5381.376496
2023/2/19,5381.376496
2023/2/20,5186.386496
2023/2/21,5110.426496
2023/2/22,5008.216496
2023/2/23,5008.216496
2023/2/24,4365.456496
2023/2/25,4365.456496
2023/2/26,4365.456496
2023/2/27,4770.226496
2023/2/28,885.2264963
2023/3/1,3614.626496
2023/3/2,6135.586496
2023/3/3,7263.236496
2023/3/4,7263.236496
2023/3/5,7263.236496
2023/3/6,7034.236496
2023/3/7,7021.236496
2023/3/8,7418.236496
2023/3/9,7393.126496
2023/3/10,5819.736496
2023/3/11,5819.736496
2023/3/12,5819.736496
2023/3/13,5835.736496
2023/3/14,5976.396496
2023/3/15,5603.446496
2023/3/16,5567.526496
2023/3/17,3268.296496
2023/3/18,3268.296496
2023/3/19,3268.296496
2023/3/20,4215.676496
2023/3/21,4215.676496
2023/3/22,2564.606496
2023/3/23,2286.946496
2023/3/24,873.8464963
2023/3/25,873.8464963
2023/3/26,873.8464963
2023/3/27,3318.266496
2023/3/28,2408.116496
2023/3/29,2443.356496
2023/3/30,2780.766496
2023/3/31,1367.226496
