図‐2　歳計現金等保管見込表,
,
日付,残高（億円）
2022/4/1,5513.736496
2022/4/2,5513.736496
2022/4/3,5513.736496
2022/4/4,5298.536496
2022/4/5,4666.346496
2022/4/6,4644.446496
2022/4/7,4247.886496
2022/4/8,3856.606496
2022/4/9,3856.606496
2022/4/10,3856.606496
2022/4/11,3805.266496
2022/4/12,2210.436496
2022/4/13,2886.936496
2022/4/14,1564.136496
2022/4/15,2063.266496
2022/4/16,2063.266496
2022/4/17,2063.266496
2022/4/18,1497.916496
2022/4/19,-235.3535037
2022/4/20,690.3164963
2022/4/21,517.9164963
2022/4/22,443.4064963
2022/4/23,443.4064963
2022/4/24,443.4064963
2022/4/25,-133.3835037
2022/4/26,1641.386496
2022/4/27,1478.316496
2022/4/28,1253.316496
2022/4/29,1253.316496
2022/4/30,1253.316496
2022/5/1,1253.316496
2022/5/2,1013.116496
2022/5/3,1013.116496
2022/5/4,1013.116496
2022/5/5,1013.116496
2022/5/6,678.8464963
2022/5/7,678.8464963
2022/5/8,678.8464963
2022/5/9,835.3064963
2022/5/10,1140.606496
2022/5/11,1100.956496
2022/5/12,1372.296496
2022/5/13,240.8464963
2022/5/14,240.8464963
2022/5/15,240.8464963
2022/5/16,63.46649631
2022/5/17,33.03649631
2022/5/18,64.96649631
2022/5/19,-497.2635037
2022/5/20,488.8764963
2022/5/21,488.8764963
2022/5/22,488.8764963
2022/5/23,72.16649631
2022/5/24,70.82649631
2022/5/25,54.33649631
2022/5/26,1015.456496
2022/5/27,-2257.713504
2022/5/28,-2257.713504
2022/5/29,-2257.713504
2022/5/30,-2214.713504
2022/5/31,2374.346496
2022/6/1,3634.646496
2022/6/2,10523.3165
2022/6/3,11367.7765
2022/6/4,11367.7765
2022/6/5,11367.7765
2022/6/6,11565.7765
2022/6/7,11668.9165
2022/6/8,11224.7565
2022/6/9,11472.0165
2022/6/10,10540.3765
2022/6/11,10540.3765
2022/6/12,10540.3765
2022/6/13,10747.1165
2022/6/14,10489.5965
2022/6/15,10464.1365
2022/6/16,10570.7965
2022/6/17,8827.766496
2022/6/18,8827.766496
