○運用商品別内訳,,,,,,,,,,,,
,令和2年度第4四半期,,,,,,,,,,,
,,,,,,期中平均残高,,残　　　　高　　　　推　　　　　移,,,,"運用収入
及び
利回り"
,,,,,,,,"R2.12.31
残高","R3.3.31
残高",増　減,,
,,,,,,,構成比,,,増減額,増減率,
,,,,,,億円,％,億円,億円,億円,％,
,歳計現金等,,預金,,,7300,100,6460,4078,-2382,-36.9,運用収入計
,,,,定期性預金,,5282,72.4,4399,472,-3927,-89.3,338万円
,,,,普通預金,,1769,24.2,702,3004,2302,327.9,
,,,,当座預金,,249,3.4,1359,602,-758,-55.7,利回り
,,,債券,,,－,－,－,－,－,－,0.00002
,,,計,,,7300,100,6460,4078,-2382,-36.9,
,基金,,預金,,,30418,75.2,30586,31841,1254,4.1,運用収入計
,,,,定期性預金,,23969,59.2,25371,24251,-1120,-4.4,"４億5,438万円"
,,,,普通預金,,6450,15.9,5215,7589,2374,45.5,
,,,債券等,,,10056,24.8,9961,10051,90,0.9,利回り
,,,金銭信託,,,－,－,－,－,－,－,
,,,その他,,,1,0,1,1,0,0,0.00046
,,,計,,,40475,100,40548,41893,1344,3.3,
,準公営企業会計資金,,預金,,,9248,100,9498,8796,-702,-7.4,運用収入計
,,,,定期性預金,,7997,86.5,8410,7720,-690,-8.2,"1,696万円"
,,,,普通預金,,1251,13.5,1088,1076,-12,-1.1,
,,,債券等,,,－,－,－,－,－,－,利回り
,,,その他,,,－,－,－,－,－,－,0.00007
,,,計,,,9248,100,9498,8796,-702,-7.4,
,合計,,預金,,,46966,82.4,46545,44714,-1830,-3.9,運用収入計
,,,,定期性預金,,37248,65.3,38180,32444,-5737,-15,"4億7,472万円"
,,,,普通預金,,9470,16.6,7005,11669,4664,66.6,
,,,,当座預金,,249,0.4,1359,602,-758,-55.7,利回り
,,,債券等,,,10056,17.6,9961,10051,90,0.9,0.00034
,,,金銭信託,,,－,－,－,－,－,－,
,,,その他,,,1,0,1,1,0,0,
,,,計,,,57023,100,56507,54766,-1740,-3.1,
