○運用商品別内訳,,,,,,,,,,,,
,令和2年度,,,,,,,,,,,
,,,,,,期中平均残高,,残　　　　高　　　　推　　　　　移,,,,"運用収入
及び
利回り"
,,,,,,,,"R2.3.31
残高","R3.3.31
残高",増　減,,
,,,,,,,構成比,,,増減額,増減率,
,,,,,,億円,％,億円,億円,億円,％,
,歳計現金等,,預金,,,8795,100,14635,4078,-10557,-72.1,運用収入計
,,,,定期性預金,,6387,72.6,10899,472,-10427,-95.7,"2,208万円"
,,,,普通預金,,1501,17.1,3552,3004,-548,-15.4,
,,,,当座預金,,907,10.3,184,602,418,227.4,利回り
,,,債券,,,－,－,－,－,－,－,0.00003
,,,計,,,8795,100,14635,4078,-10557,-72.1,
,基金,,預金,,,30202,75,28420,31841,3421,12,運用収入計
,,,,定期性預金,,24394,60.6,27997,24251,-3745,-13.4,"19億6,104万円"
,,,,普通預金,,5808,14.4,423,7589,7166,1694.1,
,,,債券等,,,9871,24.5,9752,10051,299,3.1,利回り
,,,金銭信託,,,－,－,－,－,－,－,
,,,その他,,,193,0.5,1,1,0,0,0.00049
,,,計,,,40267,100,38173,41893,3719,9.7,
,準公営企業会計資金,,預金,,,9612,100,10139,8796,-1343,-13.2,運用収入計
,,,,定期性預金,,8558,89,8870,7720,-1150,-13,"7,524万円"
,,,,普通預金,,1053,11,1269,1076,-193,-15.2,
,,,債券等,,,－,－,－,－,－,－,利回り
,,,その他,,,－,－,－,－,－,－,0.00008
,,,計,,,9612,100,10139,8796,-1343,-13.2,
,合計,,預金,,,48609,82.8,53194,44714,-8479,-15.9,運用収入計
,,,,定期性預金,,39339,67,47766,32444,-15322,-32.1,"20億5,836万円"
,,,,普通預金,,8363,14.3,5244,11669,6425,122.5,
,,,,当座預金,,907,1.5,184,602,418,227.4,利回り
,,,債券等,,,9871,16.8,9752,10051,299,3.1,0.00035
,,,金銭信託,,,－,－,－,－,－,－,
,,,その他,,,193,0.3,1,1,0,0,
,,,計,,,58673,100,62947,54766,-8181,-13,
