○運用商品別内訳,,,,,,,,,,,,
,令和２年度第３四半期,,,,,,,,,,,
,,,,,,期中平均残高,,残　　　　高　　　　推　　　　　移,,,,"運用収入
及び
利回り"
,,,,,,,,R2.9.30,R2.12.31,増　減,,
,,,,,,,構成比,残　高,残　高,増減額,増減率,
,,,,,,億円,％,億円,億円,億円,％,
,歳計現金等,,預金,,,6152,100,3120,6460,3340,107,運用収入計
,,,,定期性預金,,4434,72.1,2299,4399,2100,91.3,304.61935
,,,,普通預金,,1498,24.3,652,702,50,7.7,
,,,,当座預金,,220,3.6,169,1359,1190,702.6,利回り
,,,債券,,,－,－,－,－,－,－,0.00002
,,,計,,,6152,100,3120,6460,3340,107,
,基金,,預金,,,30838,75.8,30357,30586,230,0.8,運用収入計
,,,,定期性預金,,25565,62.8,25409,25371,-38,-0.1,50503
,,,,普通預金,,5273,13,4948,5215,267,5.4,
,,,債券等,,,9860,24.2,9871,9961,90,0.9,利回り
,,,金銭信託,,,―,―,―,―,―,―,0.00049
,,,その他,,,1,0,1,1,0,0,
,,,計,,,40699,100,40229,40548,319,0.8,
,準公営企業会計資金,,預金,,,9501,100,9351,9498,147,1.6,運用収入計
,,,,定期性預金,,8501,89.5,8525,8410,-115,-1.3,1979
,,,,普通預金,,1000,10.5,826,1088,262,31.7,
,,,債券等,,,－,－,－,－,－,－,利回り
,,,その他,,,－,－,－,－,－,－,0.00008
,,,計,,,9501,100,9351,9498,147,1.6,
,合計,,預金,,,46491,82.5,42828,46545,3716,8.7,運用収入計
,,,,定期性預金,,38499,68.3,36233,38180,1947,5.4,52787
,,,,普通預金,,7772,13.8,6426,7005,579,9,
,,,,当座預金,,220,0.4,169,1359,1190,702.6,利回り
,,,債券等,,,9860,17.5,9871,9961,90,0.9,0.00037
,,,金銭信託,,,―,―,―,―,―,―,
,,,その他,,,1,0,1,1,0,0,
,,,計,,,56352,100,52701,56507,3806,7.2,
