○運用商品別内訳,,,,,,,,,,,,
,令和３年度第２四半期,,,,,,,,,,,
,,,,,,期中平均残高,,残　　　　高　　　　推　　　　　移,,,,"運用収入
及び
利回り"
,,,,,,,,R3.6.30,R3.9.30,増　減,,
,,,,,,,構成比,残　高,残　高,増減額,増減率,
,,,,,,億円,％,億円,億円,億円,％,
,歳計現金等,,預金,,,16941,100,13390,7562,-5828,-43.5,運用収入計
,,,,定期性預金,,10535,62.2,4972,6172,1200,24.1,525
,,,,普通預金,,6213,36.7,8152,1252,-6900,-84.6,
,,,,当座預金,,193,1.1,265,138,-128,-48.1,利回り
,,,債券,,,－,－,－,－,－,－,0.00001
,,,計,,,16941,100,13390,7562,-5828,-43.5,
,基金,,預金,,,26979,73,27013,26626,-387,-1.4,運用収入計
,,,,定期性預金,,23481,63.5,23478,23695,217,0.9,43030
,,,,普通預金,,3498,9.5,3535,2931,-604,-17.1,
,,,債券,,,9978,27,9998,9976,-22,-0.2,利回り
,,,金銭信託,,,―,―,―,―,―,―,0.00046
,,,その他,,,1,0,1,1,0,0,
,,,計,,,36958,100,37012,36603,-409,-1.1,
,準公営企業会計資金,,預金,,,9007,100,8996,9089,92,1,運用収入計
,,,,定期性預金,,8111,90.1,8020,8140,120,1.5,1738
,,,,普通預金,,897,10,976,949,-28,-2.8,
,,,債券,,,－,－,－,－,－,－,利回り
,,,その他,,,－,－,－,－,－,－,0.00008
,,,計,,,9007,100,8996,9089,92,1,
,合計,,預金,,,52928,84.1,49399,43277,-6122,-12.4,運用収入計
,,,,定期性預金,,42127,67,36470,38007,1537,4.2,45293
,,,,普通預金,,10608,16.9,12664,5132,-7532,-59.5,
,,,,当座預金,,193,0.3,265,138,-128,-48.1,利回り
,,,債券,,,9978,15.9,9998,9976,-22,-0.2,0.00029
,,,金銭信託,,,―,―,―,―,―,―,
,,,その他,,,1,0,1,1,0,0,
,,,計,,,62907,100,59398,53253,-6144,-10.3,
