公金支出情報（令和２年４月分）,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
局名,部名,課名,支払日,会計名,款名,項名,目名,節・細節名,支払内容（件名）,　　　支払額　（円）　
政策企画局,総務部,総務課,令和02年04月03日,一般会計,総務費,政策企画費,管理費,役務費,少額支払案件に係る前渡金の支払（役務費・４月分）,"30,000 "
政策企画局,総務部,総務課,令和02年04月03日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,少額支払案件に係る前渡金の支出（一需・４月分）,"80,000 "
政策企画局,総務部,総務課,令和02年04月20日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,令和２年第一回臨時会に伴う経費の支出,"84,600 "
政策企画局,総務部,秘書課,令和02年04月01日,一般会計,総務費,政策企画費,管理費,役務費,モバイルWi-Fiルーター料金の払込(4月分),"10,586 "
政策企画局,総務部,秘書課,令和02年04月01日,一般会計,総務費,政策企画費,管理費,交際費,令和２年度　知事等交際費の支出について,"2,000,000 "
政策企画局,総務部,秘書課,令和02年04月01日,一般会計,総務費,政策企画費,管理費,役務費,複数の少額支払案件に係る前渡金の支出(４月分),"50,000 "
政策企画局,総務部,秘書課,令和02年04月01日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,複数の少額支払案件に係る前渡金の支出(４月分),"250,000 "
政策企画局,総務部,秘書課,令和02年04月30日,一般会計,総務費,政策企画費,管理費,役務費,モバイルWi-Fiルーター料金の払込(５月分),"10,586 "
政策企画局,総務部,渉外課,令和02年04月07日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,複数の少額支払案件に係る前渡金(一需・017801・4月),"50,000 "
政策企画局,総務部,渉外課,令和02年04月16日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,複数の少額支払案件に係る前渡金(使賃・017801・4月),"50,000 "
政策企画局,総務部,渉外課,令和02年04月16日,一般会計,総務費,政策企画費,管理費,役務費,複数の少額支払案件に係る前渡金(役務・017801・4月),"30,000 "
政策企画局,政策調整部,政策調整課,令和02年04月06日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,複数の少額支払案件に係る前渡金の支出（一需４月分）,"120,000 "
政策企画局,政策調整部,政策調整課,令和02年04月10日,一般会計,総務費,政策企画費,管理費,役務費,複数の少額支払案件に係る前渡金の支出（役務費）,"80,000 "
政策企画局,政策調整部,政策調整課,令和02年04月20日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,令和２年第一回臨時会に伴う経費の支出について,"14,700 "
政策企画局,政策調整部,報道課,令和02年04月01日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(産経新聞）,"119,262 "
政策企画局,政策調整部,報道課,令和02年04月01日,一般会計,総務費,都民安全推進費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(産経新聞）,"9,174 "
政策企画局,政策調整部,報道課,令和02年04月01日,一般会計,総務費,戦略政策情報推進費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(産経新聞）,"36,696 "
政策企画局,政策調整部,報道課,令和02年04月01日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(産経新聞）,"128,436 "
政策企画局,政策調整部,報道課,令和02年04月01日,一般会計,総務費,総務管理費,財務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(産経新聞）,"18,348 "
政策企画局,政策調整部,報道課,令和02年04月01日,一般会計,徴税費,徴税管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(産経新聞）,"27,522 "
政策企画局,政策調整部,報道課,令和02年04月01日,一般会計,スポーツ振興費,スポーツ振興管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(産経新聞）,"45,870 "
政策企画局,政策調整部,報道課,令和02年04月01日,一般会計,生活文化費,生活文化費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(産経新聞）,"36,696 "
政策企画局,政策調整部,報道課,令和02年04月01日,一般会計,都市整備費,都市整備管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(産経新聞）,"82,566 "
政策企画局,政策調整部,報道課,令和02年04月01日,一般会計,都市整備費,住宅政策費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(産経新聞）,"36,696 "
政策企画局,政策調整部,報道課,令和02年04月01日,一般会計,環境費,環境管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(産経新聞）,"64,218 "
政策企画局,政策調整部,報道課,令和02年04月01日,一般会計,福祉保健費,福祉保健管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(産経新聞）,"100,914 "
政策企画局,政策調整部,報道課,令和02年04月01日,一般会計,産業労働費,産業労働管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(産経新聞）,"82,566 "
政策企画局,政策調整部,報道課,令和02年04月01日,一般会計,港湾費,港湾管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(産経新聞）,"27,522 "
政策企画局,政策調整部,報道課,令和02年04月01日,一般会計,総務費,会計管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(産経新聞）,"9,174 "
政策企画局,政策調整部,報道課,令和02年04月01日,一般会計,教育費,教育管理費,調査広報費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(産経新聞）,"27,522 "
政策企画局,政策調整部,報道課,令和02年04月01日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(読売新聞）,"107,592 "
