○金融機関種別預金内訳,,,,,,,,,,,
,,,,,,,,,,,
,,,,,令和４年度第4四半期,,,令和４年度,,,
,,,,,期中平均残高,,,期中平均残高,,"期　末　残　高
(R5.3.31現在）",
,,,,,,構成比,,,構成比,,構成比
,,,,,億円,％,,億円,％,億円,％
,歳計現金等,,都市銀行,,17373,100,,14559,100,13805,100
,,,信託銀行,,－,－,,－,－,－,－
,,,地方銀行等,,－,－,,－,－,－,－
,,,外国銀行,,－,－,,－,－,－,－
,,,計,,17373,100,,14559,100,13805,100
,基金,,都市銀行,,12091,47,,13212,50.6,12537,49.9
,,,信託銀行,,6594,25.6,,6074,23.3,6699,26.7
,,,地方銀行等,,3233,12.6,,2476,9.5,3352,13.4
,,,外国銀行,,3815,14.8,,4330,16.6,2519,10
,,,計,,25733,100,,26093,100,25107,100
,準公営企業会計資金,,都市銀行,,3590,40.5,,3645,40.6,3897,44.1
,,,信託銀行,,2270,25.6,,2222,24.8,2270,25.7
,,,地方銀行等,,55,0.6,,55,0.6,55,0.6
,,,外国銀行,,2958,33.3,,3045,34,2620,29.6
,,,計,,8873,100,,8967,100,8842,100
,合計,,都市銀行,,33054,63.6,,31416,63.3,30239,63.3
,,,信託銀行,,8864,17.1,,8296,16.7,8969,18.8
,,,地方銀行等,,3288,6.3,,2531,5.1,3407,7.1
,,,外国銀行,,6773,13,,7375,14.9,5139,10.8
,,,計,,51979,100,,49619,100,47755,100
