○運用商品別内訳,,,,,,,,,,,,
,令和元年度,,,,,,,,,,,
,,,,,,期中平均残高,,残　　　　高　　　　推　　　　　移,,,,"運用収入
及び
利回り"
,,,,,,,,"H31.3.31
残高","R2.3.31
残高",増　減,,
,,,,,,,構成比,,,増減額,増減率,
,,,,,,億円,％,億円,億円,億円,％,
,歳計現金等,,預金,,,"13,679",100,"10,644","14,635",3991,37.5,運用収入計
,,,,定期性預金,,"11,798",86.2,"6,849","10,899",4050,59.1,1億370万円
,,,,普通預金,,"1,625",11.9,"3,452","3,552",100,2.9,
,,,,当座預金,,255,1.9,343,184,-159,-46.4,利回り
,,,債券,,,－,－,－,－,－,－,0.00008
,,,計,,,"13,679",100,"10,644","14,635",3991,37.5,
,基金,,預金,,,"30,037",75.9,"30,957","28,420","-2,538",-8.2,運用収入計
,,,,定期性預金,,"29,100",73.6,"30,192","27,997",-2195,-7.3,"21億2,486万円"
,,,,普通預金,,936,2.4,765,423,-342,-44.7,
,,,債券等,,,"9,461",23.9,"9,290","9,752",463,5,利回り
,,,金銭信託,,,3,0,250,－,-250,皆減,
,,,その他,,,59,0.1,1,1,0,0,0.00054
,,,計,,,"39,559",100,"40,498","38,173","-2,325",-5.7,
,準公営企業会計資金,,預金,,,"10,348",100,"10,425","10,139",-285,-2.7,運用収入計
,,,,定期性預金,,"7,579",73.2,"3,845","8,870",5025,130.7,"7,867万円"
,,,,普通預金,,"2,768",26.7,"6,580","1,269",-5310,-80.7,
,,,債券等,,,－,－,－,－,－,－,利回り
,,,その他,,,－,－,－,－,－,－,0.00008
,,,計,,,"10,348",100,"10,425","10,139",-285,-2.7,
,合計,,預金,,,"54,063",85,"52,026","53,194","1,168",2.2,運用収入計
,,,,定期性預金,,"48,478",76.2,"40,886","47,766","6,880",16.8,23億723万円
,,,,普通預金,,"5,330",8.4,"10,797","5,244",-5553,-51.4,
,,,,当座預金,,255,0.4,343,184,-159,-46.4,利回り
,,,債券等,,,"9,461",14.9,"9,290","9,752",463,5,0.00036
,,,金銭信託,,,3,0,250,－,-250,皆減,
,,,その他,,,59,0.1,1,1,0,0,
,,,計,,,"63,586",100,"61,566","62,947","1,381",2.2,
