○運用商品別内訳,,,,,,,,,,,,,,,,,,,,
,令和４年度,,,,,,,,,,,,,,,,,,,
,,,,,,期中平均残高,,残　　　　高　　　　推　　　　　移,,,,"運用収入
及び
利回り",,,,,,,,
,,,,,,,,"R4.3.31
残高","R5.3.31
残高",増　減,,,,,,,,,,
,,,,,,,構成比,,,増減額,増減率,,,,,,,,,
,,,,,,億円,％,億円,億円,億円,％,,,,,,,,,
,歳計現金等,,預金,,,14559 ,100.0,9173 ,13805 ,4632 ,50.5 ,運用収入計,,,,,,,,
,,,,定期性預金,,7787 ,53.5,433 ,403 ,-29 ,-6.8 ,2180,,,,,,,,
,,,,普通預金,,6458 ,44.4,7752 ,13252 ,5500 ,70.9 ,,,,,,,,,
,,,,当座預金,,314 ,2.2,988 ,150 ,-838 ,-84.8 ,利回り,,,,,,,,
,,,債券,,,－,－,－,－,－,－,0.00001,,,,,,,,
,,,計,,,14559 ,100.0,9173 ,13805 ,4632 ,50.5 ,,,,,,,,,
,基金,,預金,,,26093 ,72.9,25559 ,25107 ,-452 ,-1.8 ,運用収入計,,,,,,,,
,,,,定期性預金,,23943 ,66.9,24604 ,14137 ,-10467 ,-42.5 ,169991,,,,,,,,
,,,,普通預金,,2150 ,6.0,955 ,10970 ,10016 ,"1,049.0 ",,,,,,,,,
,,,債券等,,,9617 ,26.9,9863 ,9441 ,-422 ,-4.3 ,利回り,,,,,,,,
,,,その他,,,83 ,0.2,1 ,1 ,0 ,0.0 ,0.00047,,,,,,,,
,,,計,,,35793 ,100.0,35423 ,34549 ,-874 ,-2.5 ,,,,,,,,,
,準公営企業会計資金,,預金,,,8967 ,100.0,9243 ,8842 ,-400 ,-4.3 ,運用収入計,,,,,,,,
,,,,定期性預金,,8283 ,92.4,8010 ,7925 ,-85 ,-1.1 ,6490,,,,,,,,
,,,,普通預金,,684 ,7.6,1233 ,917 ,-315 ,-25.6 ,,,,,,,,,
,,,債券等,,,－,－,－,－,－,－,利回り,,,,,,,,
,,,その他,,,－,－,－,－,－,－,0.00007,,,,,,,,
,,,計,,,8967 ,100.0,9243 ,8842 ,-400 ,-4.3 ,,,,,,,,,
,合計,,預金,,,49619 ,83.6,43974 ,47755 ,3781 ,8.6 ,運用収入計,,,,,,,,
,,,,定期性預金,,40013 ,67.5,33046 ,22465 ,-10582 ,-32.0 ,178660,,,,,,,,
,,,,普通預金,,9292 ,15.7,9939 ,25140 ,15201 ,152.9 ,,,,,,,,,
,,,,当座預金,,314 ,0.5,988 ,150 ,-838 ,-84.8 ,利回り,,,,,,,,
,,,債券等,,,9617 ,16.2,9863 ,9441 ,-422 ,-4.3 ,0.0003,,,,,,,,
,,,その他,,,83 ,0.1,1 ,1 ,0 ,0.0 ,,,,,,,,,
,,,計,,,59318 ,100.0,53839 ,57197 ,3358 ,6.2 ,,,,,,,,,
