公金支出情報（令和２年５月（出納整理期間）分）,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
局名,部名,課名,支払日,会計名,款名,項名,目名,節・細節名,支払内容（件名）,　　　支払額　（円）　
政策企画局,総務部,総務課,令和02年05月08日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,解放新聞中央版３点の購読に係る支払（下半期分）,"14,450 "
政策企画局,総務部,総務課,令和02年05月08日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払旅費の支出(システム・R２年４月・不適合除外),882 
政策企画局,総務部,総務課,令和02年05月08日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払旅費の支出(システム・R２年４月・不適合除外),"13,119 "
政策企画局,総務部,総務課,令和02年05月08日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払旅費の支出(システム・R２年４月・不適合除外),"4,797 "
政策企画局,総務部,総務課,令和02年05月08日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払旅費の支出(システム・R２年４月・不適合除外),"10,282 "
政策企画局,総務部,総務課,令和02年05月08日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払旅費の支出(システム・R２年４月・不適合除外),"4,567 "
政策企画局,総務部,総務課,令和02年05月08日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払旅費の支出(システム・R２年４月・不適合除外),577 
政策企画局,総務部,総務課,令和02年05月13日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,ﾁｹｯﾄによるﾀｸｼｰ供給契約に係る支払い（３月分）,"483,700 "
政策企画局,総務部,総務課,令和02年05月13日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,ﾁｹｯﾄによるﾀｸｼｰ供給契約に係る支払い（３月分）,"134,565 "
政策企画局,総務部,総務課,令和02年05月13日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,ﾁｹｯﾄによるﾀｸｼｰ供給契約に係る支払い（３月分）,"56,293 "
政策企画局,総務部,総務課,令和02年05月13日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,ﾁｹｯﾄによるﾀｸｼｰ供給契約に係る支払い（３月分）,"26,490 "
政策企画局,総務部,総務課,令和02年05月25日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,ﾁｹｯﾄによるﾀｸｼｰ供給契約に係る支払い（３月分その２）,"22,909 "
政策企画局,総務部,総務課,令和02年05月25日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,ﾁｹｯﾄによるﾀｸｼｰ供給契約に係る支払い（３月分その２）,"3,251 "
政策企画局,総務部,総務課,令和02年05月25日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払旅費の支出について(システム・R2年5月処理分),168 
政策企画局,総務部,総務課,令和02年05月25日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払旅費の支出について(システム・R2年5月処理分),"1,802 "
政策企画局,総務部,管理課,令和02年05月01日,一般会計,総務費,政策企画費,管理費,委託料,政策情報作成支援システム運用支援委託に要する経費,"1,372,140 "
政策企画局,政策調整部,政策調整課,令和02年05月01日,一般会計,総務費,政策企画費,管理費,委託料,都庁舎デジタルサイネージ機器管理運用委託契約,"6,182,000 "
政策企画局,政策調整部,政策調整課,令和02年05月08日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払い旅費の支出（H31年度３月分・不適合除外分）,"28,526 "
政策企画局,政策調整部,政策調整課,令和02年05月08日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払い旅費の支出（H31年度３月分・不適合除外分）,"3,494 "
政策企画局,政策調整部,政策調整課,令和02年05月08日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,TAIMS端末の故障に係る修繕について,"66,550 "
政策企画局,政策調整部,政策調整課,令和02年05月11日,一般会計,総務費,政策企画費,管理費,役務費,東南ｱｼﾞｱ各国・ｲﾝﾄﾞﾒﾃﾞｨｱによる都政情報発信業務委託,"3,300,000 "
政策企画局,政策調整部,政策調整課,令和02年05月11日,一般会計,総務費,政策企画費,管理費,委託料,象牙市場の実態調査業務委託について,"2,398,000 "
政策企画局,政策調整部,政策調整課,令和02年05月13日,一般会計,総務費,政策企画費,管理費,委託料,VR「Tokyo Future Travel Scope」修繕等作業委託,"889,350 "
政策企画局,政策調整部,政策調整課,令和02年05月13日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,雑誌「月刊THEMIS」の購入,"12,360 "
政策企画局,政策調整部,政策調整課,令和02年05月14日,一般会計,総務費,政策企画費,管理費,役務費,令和元年度動画等のウェブ広告への掲出業務委託,"8,470,000 "
政策企画局,政策調整部,政策調整課,令和02年05月15日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,チケットによるタクシー利用料金の支払い(3月分),"772,745 "
政策企画局,政策調整部,政策調整課,令和02年05月15日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,チケットによるタクシー利用料金の支払い(3月分),"233,613 "
政策企画局,政策調整部,政策調整課,令和02年05月20日,一般会計,総務費,政策企画費,管理費,委託料,平成31年度メディアセンターの運営業務委託,"237,941,000 "
政策企画局,政策調整部,政策調整課,令和02年05月20日,一般会計,総務費,政策企画費,管理費,委託料,LINEアカウント運用システムの開発・導入等業務委託,"500,000 "
政策企画局,政策調整部,政策調整課,令和02年05月21日,一般会計,総務費,政策企画費,管理費,委託料,「Tokyo Future Travel Scope(仮称)」設置等業務委託,"5,106,200 "
政策企画局,政策調整部,政策調整課,令和02年05月21日,一般会計,総務費,政策企画費,管理費,委託料,VR「Tokyo Future Travel Scope」改修作業委託,"2,280,850 "
政策企画局,政策調整部,政策調整課,令和02年05月22日,一般会計,総務費,政策企画費,管理費,委託料,令和元年度簡体字SNS(Weibo/新浪微博)運営業務等委託,"1,905,200 "
政策企画局,政策調整部,政策調整課,令和02年05月25日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,タクシー利用料金の支払い（３月分）その２,"11,460 "
政策企画局,政策調整部,政策調整課,令和02年05月26日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払い旅費の支出について（H31年度予算・5月分）,"11,075 "
政策企画局,政策調整部,政策調整課,令和02年05月27日,一般会計,総務費,政策企画費,管理費,委託料,戦略的な広報展開に向けた都民の意識調査実施委託,"19,767,000 "
政策企画局,政策調整部,政策調整課,令和02年05月27日,一般会計,総務費,政策企画費,管理費,委託料,新型コロナウィルスに関する動画等の制作業務委託,"957,000 "
政策企画局,政策調整部,政策調整課,令和02年05月27日,一般会計,総務費,政策企画費,管理費,委託料,ﾃﾞｼﾞﾀﾙﾒﾃﾞｨｱを活用した情報発信事業等の業務委託,"8,112,500 "
政策企画局,政策調整部,政策調整課,令和02年05月28日,一般会計,総務費,政策企画費,管理費,委託料,令和元年度戦略的な広報展開に向けた相談対応の業務,"3,921,500 "
政策企画局,政策調整部,政策調整課,令和02年05月28日,一般会計,総務費,政策企画費,管理費,委託料,新型ｺﾛﾅｳｲﾙｽ感染症対策専用ﾎｰﾑﾍﾟｰｼﾞ作成・運用委託,"1,536,700 "
政策企画局,政策調整部,政策調整課,令和02年05月29日,一般会計,総務費,政策企画費,管理費,委託料,平成31年度海外広報事業の企画立案・運営業務委託,"378,400,000 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,総務費,政策企画費,管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"544,500 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,総務費,都民安全推進費,管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"59,400 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,総務費,戦略政策情報推進費,管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"39,600 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,総務費,戦略政策情報推進費,管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"39,600 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,総務費,総務管理費,総務管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"62,680 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,総務費,総務管理費,総務管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"19,560 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,総務費,総務管理費,総務管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"19,560 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,総務費,総務管理費,総務管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"78,240 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,総務費,総務管理費,総務管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"65,200 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,総務費,総務管理費,総務管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"19,560 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,総務費,総務管理費,人権対策費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"16,500 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,総務費,区市町村振興費,管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"32,600 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,総務費,防災管理費,防災指導費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"32,600 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,総務費,総務管理費,財務管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"118,800 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,徴税費,徴税管理費,管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"231,000 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,生活文化費,生活文化費,管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"198,000 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,スポーツ振興費,スポーツ振興管理費,管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"158,400 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,都市整備費,都市整備管理費,管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"39,600 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,都市整備費,住宅政策費,管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"39,600 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,環境費,環境管理費,管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"39,600 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,福祉保健費,福祉保健管理費,管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"231,000 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,産業労働費,産業労働管理費,管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"396,000 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,土木費,土木管理費,管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"214,500 "
政策企画局,政策調整部,報道課,令和02年05月14日,一般会計,総務費,会計管理費,管理費,役務費,「i-Jump」の利用(平成31年度)に係る経費(下半期),"99,000 "
