公金支出情報（令和５年５月(出納整理期間)分）,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
局名,部名,課名,支払日,会計名,款名,項名,目名,節・細節名,支払内容（件名）,　　　支払額　（円）　
政策企画局,総務部,企画計理課,令和05年05月01日,一般会計,総務費,政策企画費,管理費,役務費,５月分  公共料金支払,"10,397 "
政策企画局,総務部,企画計理課,令和05年05月02日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,複写サービスに関する契約その２に係る支払（３月）,"148,163 "
政策企画局,総務部,総務課,令和05年05月11日,一般会計,総務費,政策企画費,管理費,役務費,文書の溶解処理委託に係る支出(3月分),"57,200 "
政策企画局,総務部,総務課,令和05年05月11日,一般会計,総務費,政策企画費,管理費,委託料,文書の溶解処理委託に係る支出(3月分),"8,756 "
政策企画局,総務部,総務課,令和05年05月12日,一般会計,総務費,政策企画費,管理費,委託料,フロア移転に伴う運搬委託,"143,000 "
政策企画局,総務部,管理課,令和05年05月02日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,雑誌の購入に要する経費の支払（第４四半期分）,"10,596 "
政策企画局,総務部,管理課,令和05年05月02日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,雑誌「月刊TEMIS」の購読に関する支払,"13,200 "
政策企画局,総務部,管理課,令和05年05月02日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,新聞「自由民主」の購読に関する支出,"5,200 "
政策企画局,総務部,管理課,令和05年05月02日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,新聞「公明新聞」の購読に関する支出,"22,644 "
政策企画局,総務部,管理課,令和05年05月17日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,日刊「しんぶん赤旗」外２点の購読,"58,024 "
政策企画局,総務部,管理課,令和05年05月17日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,新聞「社会新報」の購読,"10,656 "
政策企画局,総務部,管理課,令和05年05月30日,一般会計,総務費,政策企画費,管理費,委託料,政策情報システム運用支援委託（第４四半期分）,"1,812,140 "
政策企画局,総務部,管理課,令和05年05月30日,一般会計,総務費,政策企画費,管理費,委託料,政策情報システム改修委託,"5,170,000 "
政策企画局,総務部,管理課,令和05年05月30日,一般会計,総務費,政策企画費,管理費,委託料,政策情報作成支援システム追加改修委託,"4,235,000 "
政策企画局,戦略広報部,企画調整課,令和05年05月01日,一般会計,総務費,政策企画費,広報広聴費,需用費 一般需用費,令和４年度週刊新潮購読の支出について,"19,701 "
政策企画局,戦略広報部,企画調整課,令和05年05月01日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,都民の声業務支援DB用サーバの借入れに伴う支出,"335,412 "
政策企画局,戦略広報部,企画調整課,令和05年05月01日,一般会計,総務費,政策企画費,広報広聴費,需用費 一般需用費,令和4年度雑誌｢月刊THEMIS｣の購入(その2)に係る支出,"13,200 "
政策企画局,戦略広報部,企画調整課,令和05年05月02日,一般会計,総務費,政策企画費,広報広聴費,委託料,Ｒ４パブリシティサポート業務委託,"3,300,000 "
政策企画局,戦略広報部,企画調整課,令和05年05月09日,一般会計,総務費,政策企画費,広報広聴費,需用費 一般需用費,令和4年度雑誌｢FACTA｣の購入(その2)に係る支出,"15,600 "
政策企画局,戦略広報部,企画調整課,令和05年05月11日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,ﾁｹｯﾄによるﾀｸｼｰ利用料金の支払（令和5年3月分）,"129,877 "
政策企画局,戦略広報部,企画調整課,令和05年05月11日,一般会計,総務費,政策企画費,広報広聴費,需用費 一般需用費,R4複写サービスに関する契約(単価契約)の支出(3月分),"64,496 "
政策企画局,戦略広報部,企画調整課,令和05年05月11日,一般会計,総務費,政策企画費,広報広聴費,需用費 一般需用費,R4複写サービスに関する契約(単価契約)の支出(3月分),"213,966 "
政策企画局,戦略広報部,企画調整課,令和05年05月11日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,R4複写サービスに関する契約(単価契約)の支出(3月分),"30,075 "
政策企画局,戦略広報部,企画調整課,令和05年05月11日,一般会計,生活文化スポーツ費,生活文化スポーツ費,都民生活費,需用費 一般需用費,R4複写サービスに関する契約(単価契約)の支出(3月分),"6,508 "
政策企画局,戦略広報部,企画調整課,令和05年05月11日,一般会計,生活文化スポーツ費,生活文化スポーツ費,都民安全推進費,需用費 一般需用費,R4複写サービスに関する契約(単価契約)の支出(3月分),"2,156 "
政策企画局,戦略広報部,企画調整課,令和05年05月16日,一般会計,総務費,政策企画費,広報広聴費,委託料,都民の声業務支援DBの機器入替えに伴う改修委託,"7,964,000 "
