公金支出情報（令和５年５月(出納整理期間)分）,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
局名,部名,課名,支払日,会計名,款名,項名,目名,節・細節名,支払内容（件名）,　　　支払額　（円）　
政策企画局,戦略広報部,企画調整課,令和05年05月16日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和４年度デジタルを活用したオンライン調査業務委託,"5,940,000 "
政策企画局,戦略広報部,企画調整課,令和05年05月16日,一般会計,総務費,政策企画費,広報広聴費,委託料,Ｒ４都民の意識調査委託（単価契約）,"18,480,000 "
政策企画局,戦略広報部,企画調整課,令和05年05月19日,一般会計,総務費,政策企画費,広報広聴費,委託料,政策企画局戦略広報部5月1日付採用職員の原稿作成等,"275,000 "
政策企画局,戦略広報部,企画調整課,令和05年05月19日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和4年度インターネット都政モニター業務委託,"1,320,000 "
政策企画局,戦略広報部,企画調整課,令和05年05月22日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,ソーシャルリスニングツールのライセンスの貸借,"495,000 "
政策企画局,戦略広報部,企画調整課,令和05年05月30日,一般会計,総務費,政策企画費,広報広聴費,委託料,AI等を活用したSNS分析業務,"8,965,000 "
政策企画局,戦略広報部,企画調整課,令和05年05月31日,一般会計,総務費,政策企画費,広報広聴費,役務費,令和4年度音声認識アプリライセンスに係る支出,"26,780 "
政策企画局,戦略広報部,戦略広報課,令和05年05月01日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和4年度東京都LINE公式アカウント「東京都」の機能,"15,582,600 "
政策企画局,戦略広報部,戦略広報課,令和05年05月01日,一般会計,総務費,政策企画費,広報広聴費,役務費,令和4年度ウェブ広告掲出業務委託（単価契約）の支出,"50,026,900 "
政策企画局,戦略広報部,戦略広報課,令和05年05月01日,一般会計,総務費,政策企画費,広報広聴費,役務費,５月分  公共料金支払,"12,870 "
政策企画局,戦略広報部,戦略広報課,令和05年05月01日,一般会計,総務費,政策企画費,広報広聴費,役務費,５月分  公共料金支払,"5,720 "
政策企画局,戦略広報部,戦略広報課,令和05年05月01日,一般会計,総務費,政策企画費,広報広聴費,役務費,５月分  公共料金支払,"10,300 "
政策企画局,戦略広報部,戦略広報課,令和05年05月02日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和４年度都民の声課業務支援DB運用の保守委託,"414,076 "
政策企画局,戦略広報部,戦略広報課,令和05年05月02日,一般会計,総務費,政策企画費,広報広聴費,委託料,R4東京動画「都の施策を伝える番組」の制作委託,"9,900,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月08日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和４年度デジタルポータルサイト運用等支援業務委託,"7,504,468 "
政策企画局,戦略広報部,戦略広報課,令和05年05月08日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和４年度「広報東京都」音声版の製作・配布委託,"1,037,636 "
政策企画局,戦略広報部,戦略広報課,令和05年05月08日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和４年度「広報東京都」点字版の製作・配布委託,"1,188,540 "
政策企画局,戦略広報部,戦略広報課,令和05年05月11日,一般会計,総務費,政策企画費,管理費,役務費,固定IPアドレス利用契約に係る支出,"10,780 "
政策企画局,戦略広報部,戦略広報課,令和05年05月11日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和4年度「動画で解説する都政」の制作委託,"1,705,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月16日,一般会計,総務費,政策企画費,広報広聴費,委託料,Twitterアカウントの投稿管理・分析ツールの運用委託,"1,650,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月16日,一般会計,総務費,政策企画費,広報広聴費,委託料,SNS管理ツールの導入・運用等に係る業務委託,"1,617,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月16日,一般会計,総務費,政策企画費,広報広聴費,役務費,東南アジア・インドメディア都政情報発信業務委託,"3,300,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月16日,一般会計,総務費,政策企画費,広報広聴費,委託料,東南アジア・インドメディア都政情報発信業務委託,"2,200,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月16日,一般会計,総務費,政策企画費,広報広聴費,委託料,R4東京動画ｽﾎﾟｰﾂ大会等ﾗｲﾌﾞ配信及びｱｰｶｲﾌﾞ化制作委託,"7,370,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月17日,一般会計,総務費,政策企画費,広報広聴費,委託料,都庁総合ホームページ広報ドメインAI自動翻訳導入委託,"440,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月17日,一般会計,総務費,政策企画費,広報広聴費,報償費,都提供番組に係る提供コールの商標調査経費の支出,"44,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月17日,一般会計,総務費,政策企画費,管理費,委託料,対策サイトのワクチン接種数及び接種率のグラフ改修,"302,500 "
政策企画局,戦略広報部,戦略広報課,令和05年05月18日,一般会計,総務費,政策企画費,広報広聴費,役務費,令和4年度下半期都政重要テーマに係るテレビ広告委託,"27,995,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月19日,一般会計,総務費,政策企画費,広報広聴費,委託料,都庁総合ホームページAI自動翻訳機能導入・運用委託,"852,500 "
政策企画局,戦略広報部,戦略広報課,令和05年05月19日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和4年度東京都LINE公式スタンプの作成・配信等業務,"45,100,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月19日,一般会計,総務費,政策企画費,広報広聴費,役務費,My TOKYOロゴマークの商標権登録申請に伴う支出,"230,300 "
政策企画局,戦略広報部,戦略広報課,令和05年05月19日,一般会計,総務費,政策企画費,管理費,報償費,My TOKYOロゴマークの商標権登録申請に伴う支出,"312,840 "
政策企画局,戦略広報部,戦略広報課,令和05年05月19日,一般会計,総務費,政策企画費,広報広聴費,役務費,Twitter運用支援ツールの提供,"264,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月19日,一般会計,総務費,政策企画費,管理費,委託料,支援情報サイト管理・運用業務委託,"7,086,200 "
政策企画局,戦略広報部,戦略広報課,令和05年05月19日,一般会計,総務費,政策企画費,広報広聴費,委託料,都庁総合HPデザイン及びCMS改修に係る業務委託,"10,714,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月19日,一般会計,総務費,政策企画費,広報広聴費,役務費,令和４年度「広報東京都」下半期配布委託（２月分）,"27,310,818 "
政策企画局,戦略広報部,戦略広報課,令和05年05月19日,一般会計,総務費,政策企画費,広報広聴費,役務費,令和４年度「広報東京都」下半期配布委託（３月分）,"17,748,847 "
政策企画局,戦略広報部,戦略広報課,令和05年05月19日,一般会計,総務費,政策企画費,広報広聴費,役務費,令和4年度「広報東京都」郵便局への掲出委託（3月分）,"987,129 "
政策企画局,戦略広報部,戦略広報課,令和05年05月19日,一般会計,総務費,政策企画費,管理費,委託料,対策サイトの年代別新規陽性者数のグラフ等開発,"726,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月19日,一般会計,総務費,政策企画費,広報広聴費,委託料,R4東京動画「子ども向け動画番組」の制作委託,"14,960,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月19日,一般会計,総務費,政策企画費,広報広聴費,役務費,クラウド基盤サービス利用料に係る支出,"11,024 "
政策企画局,戦略広報部,戦略広報課,令和05年05月19日,一般会計,総務費,政策企画費,広報広聴費,役務費,クラウド基盤サービス利用料に係る支出（３月分）,"11,118 "
政策企画局,戦略広報部,戦略広報課,令和05年05月22日,一般会計,総務費,政策企画費,広報広聴費,報償費,令和5年度「広報東京都こども版」作成・編集、WEB,"12,302 "
政策企画局,戦略広報部,戦略広報課,令和05年05月22日,一般会計,総務費,政策企画費,広報広聴費,報償費,令和5年度「広報東京都」レイアウト、イラスト・,"12,302 "
政策企画局,戦略広報部,戦略広報課,令和05年05月22日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,広報東京都配架用スペースの借入れ,"5,940 "
政策企画局,戦略広報部,戦略広報課,令和05年05月22日,一般会計,総務費,政策企画費,広報広聴費,報償費,令和5年度「広報東京都こども版」作成・編集、WEB,"12,302 "
政策企画局,戦略広報部,戦略広報課,令和05年05月22日,一般会計,総務費,政策企画費,広報広聴費,報償費,令和5年度「広報東京都」レイアウト、イラスト・,"12,302 "
政策企画局,戦略広報部,戦略広報課,令和05年05月22日,一般会計,総務費,政策企画費,広報広聴費,旅費 特別旅費,会計年度任用職員（アシスタント職）の旅費の支出,"3,184 "
政策企画局,戦略広報部,戦略広報課,令和05年05月22日,一般会計,総務費,政策企画費,広報広聴費,旅費 普通旅費,全国知事会議に係る出張に伴う旅費の支出,"39,200 "
政策企画局,戦略広報部,戦略広報課,令和05年05月23日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和４年度「広報東京都子供版（仮称）」作成等業務,"1,969,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月23日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,令和４年度「広報東京都子供版（仮称）」作成等業務,"220,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月23日,一般会計,総務費,政策企画費,広報広聴費,委託料,東京都公式ホームページに係るシステム運用業務委託,"1,251,250 "
政策企画局,戦略広報部,戦略広報課,令和05年05月23日,一般会計,総務費,政策企画費,広報広聴費,委託料,R4都民の安全・安心に関する都政重要施策等動画等制作,"9,855,450 "
政策企画局,戦略広報部,戦略広報課,令和05年05月23日,一般会計,総務費,政策企画費,広報広聴費,委託料,デジタルメディアへのプレスリリース配信業務委託,"2,893,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月23日,一般会計,総務費,政策企画費,広報広聴費,委託料,R4東京動画「都立高部活動、地域伝統文化」他制作委託,"3,501,190 "
政策企画局,戦略広報部,戦略広報課,令和05年05月23日,一般会計,総務費,政策企画費,広報広聴費,委託料,簡体字ＳＮＳ（Ｗｅｉｂｏ／新浪微博）の運営委託,"6,597,800 "
政策企画局,戦略広報部,戦略広報課,令和05年05月24日,一般会計,総務費,政策企画費,広報広聴費,委託料,都庁総合HPへのポストエディット機能等導入・運用委託,"471,350 "
政策企画局,戦略広報部,戦略広報課,令和05年05月24日,一般会計,総務費,政策企画費,管理費,委託料,新型コロナウイルス感染症対策ホームページ運用委託,"3,835,700 "
政策企画局,戦略広報部,戦略広報課,令和05年05月24日,一般会計,総務費,政策企画費,管理費,委託料,新型コロナウイルス感染症対策ホームページ運用委託,"3,593,700 "
政策企画局,戦略広報部,戦略広報課,令和05年05月25日,一般会計,総務費,政策企画費,管理費,備品購入費,海外報道ニュース放映関連機器等の購入及び設置委託,"2,338,710 "
政策企画局,戦略広報部,戦略広報課,令和05年05月25日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,海外報道ニュース放映関連機器等の購入及び設置委託,"129,580 "
政策企画局,戦略広報部,戦略広報課,令和05年05月25日,一般会計,総務費,政策企画費,管理費,委託料,海外報道ニュース放映関連機器等の購入及び設置委託,"2,514,710 "
政策企画局,戦略広報部,戦略広報課,令和05年05月29日,一般会計,総務費,政策企画費,広報広聴費,委託料,東京への理解度向上への情報発信戦略の策定等業務委託,"189,750,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月30日,一般会計,総務費,政策企画費,広報広聴費,役務費,新型コロナウイルス対策に係るテレビ広告放送委託,"23,265,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月30日,一般会計,総務費,政策企画費,広報広聴費,委託料,海外向け都政ﾌﾟﾛﾓ事業ｳｪﾌﾞｻｲﾄﾘﾆｭｰｱﾙ業務委託,"9,900,000 "
政策企画局,戦略広報部,戦略広報課,令和05年05月31日,一般会計,総務費,政策企画費,広報広聴費,委託料,海外向け都政プロモーション事業の企画立案等業務委託,"449,900,000 "
政策企画局,戦略広報部,報道課,令和05年05月11日,一般会計,総務費,政策企画費,管理費,役務費,知事記者会見手話通訳業務委託に係る支出（3月分）,"209,003 "
政策企画局,政策部,政策調査課,令和05年05月01日,一般会計,総務費,政策企画費,管理費,役務費,５月分  公共料金支払,"7,040 "
政策企画局,政策部,政策調査課,令和05年05月01日,一般会計,総務費,政策企画費,管理費,役務費,５月分  公共料金支払,"7,040 "
政策企画局,政策部,政策調査課,令和05年05月01日,一般会計,総務費,政策企画費,管理費,役務費,５月分  公共料金支払,"5,720 "
政策企画局,政策部,政策調査課,令和05年05月01日,一般会計,総務費,政策企画費,管理費,役務費,５月分  公共料金支払,"15,184 "
政策企画局,政策部,政策調査課,令和05年05月02日,一般会計,総務費,政策企画費,管理費,委託料,デジタルコンテンツに係る企画立案業務等委託,"159,999,999 "
政策企画局,政策部,政策調査課,令和05年05月02日,一般会計,総務費,政策企画費,管理費,役務費,情報提供サービスの支払（その４）（１月分）,"136,059 "
政策企画局,政策部,政策調査課,令和05年05月02日,一般会計,総務費,政策企画費,管理費,役務費,情報提供サービスの支払（その４）（２月分）,"88,627 "
政策企画局,政策部,政策調査課,令和05年05月02日,一般会計,総務費,政策企画費,管理費,役務費,情報提供サービスの支払（その４）（３月分）,"95,964 "
政策企画局,政策部,政策調査課,令和05年05月15日,一般会計,総務費,政策企画費,管理費,役務費,「東京都の条例等」の翻訳業務委託,"6,747,125 "
政策企画局,政策部,政策調査課,令和05年05月16日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,チケットによるタクシー利用料金の支払い（３月分）,"312,297 "
政策企画局,政策部,政策調査課,令和05年05月17日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,モバイル空間統計データの提供に係る支出,"5,775,000 "
政策企画局,政策部,政策調査課,令和05年05月22日,一般会計,総務費,政策企画費,管理費,委託料,ＶＲ技術を活用した江戸の英知に係るコンテンツ委託,"5,793,480 "
政策企画局,政策部,政策調査課,令和05年05月22日,一般会計,総務費,政策企画費,管理費,報償費,新型コロナに係る有識者との意見交換（Ｒ４）謝礼金,"240,400 "
政策企画局,政策部,渉外課,令和05年05月26日,一般会計,総務費,政策企画費,管理費,委託料,地方連携推進に係る分析調査及び新規連携先提案等業務,"6,413,000 "
政策企画局,オリンピック・パラリンピック調整部,管理課（旧組織）,令和05年05月08日,一般会計,総務費,政策企画費,オリンピック・パラリンピック調整費,委託料,東京2020大会報告書の編集等業務委託,"7,497,050 "
政策企画局,オリンピック・パラリンピック調整部,管理課（旧組織）,令和05年05月10日,一般会計,総務費,政策企画費,オリンピック・パラリンピック調整費,役務費,廃棄物の収集運搬・処分委託,"38,500 "
政策企画局,オリンピック・パラリンピック調整部,管理課（旧組織）,令和05年05月10日,一般会計,総務費,政策企画費,オリンピック・パラリンピック調整費,委託料,廃棄物の収集運搬・処分委託,"160,600 "
政策企画局,オリンピック・パラリンピック調整部,管理課（旧組織）,令和05年05月15日,一般会計,総務費,政策企画費,管理費,報償費,談合調査における助言・指導等に係る支出（３月分）,"266,946 "
政策企画局,オリンピック・パラリンピック調整部,管理課（旧組織）,令和05年05月15日,一般会計,総務費,政策企画費,管理費,報償費,談合調査における助言・指導等に係る支出（３月分）,"190,714 "
政策企画局,オリンピック・パラリンピック調整部,管理課（旧組織）,令和05年05月15日,一般会計,総務費,政策企画費,管理費,報償費,談合調査における助言・指導等に係る支出（３月分）,"86,109 "
政策企画局,オリンピック・パラリンピック調整部,管理課（旧組織）,令和05年05月15日,一般会計,総務費,政策企画費,管理費,報償費,談合調査における助言・指導等に係る支出（３月分）,"104,606 "
政策企画局,オリンピック・パラリンピック調整部,管理課（旧組織）,令和05年05月16日,一般会計,総務費,政策企画費,オリンピック・パラリンピック調整費,委託料,東京2020大会法律相談経費支出（3月分）,"1,069,564 "
政策企画局,オリンピック・パラリンピック調整部,管理課（旧組織）,令和05年05月16日,一般会計,総務費,政策企画費,オリンピック・パラリンピック調整費,使用料及賃借料,令和4年度東京都ﾀｸｼｰ供給契約に係る継続支払(3月分),"831,016 "
政策企画局,オリンピック・パラリンピック調整部,管理課（旧組織）,令和05年05月26日,一般会計,総務費,政策企画費,オリンピック・パラリンピック調整費,委託料,レガシーレポート作成等業務委託,"1,342,000 "
政策企画局,外務部,企画課,令和05年05月17日,一般会計,総務費,政策企画費,管理費,委託料,令和4年度G-NETS首長級会議運営業務委託,"49,207,554 "
政策企画局,計画調整部,計画調整課,令和05年05月02日,一般会計,総務費,政策企画費,管理費,委託料,R4年度東京ﾍﾞｲeSGﾌﾟﾛｼﾞｪｸﾄﾎｰﾑﾍﾟｰｼﾞ制作支援業務委託,"3,745,500 "
政策企画局,計画調整部,計画調整課,令和05年05月02日,一般会計,総務費,政策企画費,管理費,委託料,令和4年度SDGsポータルサイト制作・運用業務委託,"2,883,100 "
政策企画局,計画調整部,計画調整課,令和05年05月08日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,東京都と大学との共同事業に係る負担金追給(早稲田大),"600,000 "
政策企画局,計画調整部,計画調整課,令和05年05月08日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,東京都と大学との共同事業負担金追給（医科歯科大）,"600,000 "
政策企画局,計画調整部,計画調整課,令和05年05月11日,一般会計,総務費,政策企画費,管理費,委託料,R4年度eSG法律相談業務委託(単価契約)に係る支払い,"13,700 "
政策企画局,計画調整部,計画調整課,令和05年05月26日,一般会計,総務費,政策企画費,管理費,委託料,R4eSGﾌﾟﾛｼﾞｪｸﾄにおける先行ﾌﾟﾛｼﾞｪｸﾄ支援業務委託,"182,097,300 "
政策企画局,計画調整部,計画調整課,令和05年05月26日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,内国出張に係る旅費の支出について,"12,540 "
政策企画局,計画調整部,プロジェクト推進課,令和05年05月01日,一般会計,総務費,政策企画費,管理費,委託料,R4東京コンソーシアム運営等委託支出（第３四半期）,"25,849,998 "
政策企画局,計画調整部,プロジェクト推進課,令和05年05月01日,一般会計,総務費,政策企画費,管理費,委託料,R4東京コンソーシアム運営等委託支出（第四四半期）,"25,850,006 "
政策企画局,計画調整部,プロジェクト推進課,令和05年05月08日,一般会計,総務費,政策企画費,管理費,委託料,令和４年度情報プラットフォーム構築等業務委託,"9,069,500 "
政策企画局,計画調整部,プロジェクト推進課,令和05年05月08日,一般会計,総務費,政策企画費,管理費,委託料,令和４年度ポータルサイト構築等業務委託,"4,950,000 "
政策企画局,計画調整部,プロジェクト推進課,令和05年05月15日,一般会計,総務費,政策企画費,管理費,役務費,外国人有識者との意見交換に係る通訳業務委託,"49,500 "
政策企画局,計画調整部,プロジェクト推進課,令和05年05月15日,一般会計,総務費,政策企画費,管理費,委託料,ｽﾀｰﾄｱｯﾌﾟ関係者とのﾜｰｸｼｮｯﾌﾟ開催支援業務委託,"220,000 "
政策企画局,計画調整部,プロジェクト推進課,令和05年05月15日,一般会計,総務費,政策企画費,管理費,報償費,スタートアップ戦略フェローへの謝礼金の支出(３月分),"107,503 "
政策企画局,計画調整部,プロジェクト推進課,令和05年05月25日,一般会計,総務費,政策企画費,管理費,委託料,グリーンスタートアップ支援業務委託,"19,700,000 "
政策企画局,計画調整部,プロジェクト推進課,令和05年05月25日,一般会計,総務費,政策企画費,管理費,委託料,TIBﾌｨｰｼﾞﾋﾞﾘﾃｲ調査及び展開案作成業務委託に係る支出,"31,790,000 "
政策企画局,計画調整部,プロジェクト推進課,令和05年05月26日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,東京コンソ会員プログラムの共同実施の協定負担金支出,"5,500,000 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月01日,一般会計,総務費,政策企画費,管理費,役務費,国際金融都市・東京の取組事業の英文発信にかかる翻訳,"380,160 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月02日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,令和４年度東京都資産運用業の創業に係る補助金要綱,"500,000 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月02日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,令和４年度東京都資産運用業の創業に係る補助金交付,"500,000 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月02日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,令和４年度東京都資産運用業の創業に係る補助金交付,"500,000 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月02日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,令和４年度東京都資産運用業の創業に係る補助金交付,"500,000 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月08日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,令和４年度フィンテック企業等に対するイノベーション,"5,000,000 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月08日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,金融系外国企業拠点設立補助金の支出について,"3,443,000 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月09日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,ｸﾞﾛｰﾊﾞﾙｲﾍﾞﾝﾄ2023の企画及び実施等に係る負担金の支出,"45,330,214 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月10日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,令和４年度東京都資産運用業の創業に係る補助金交付,"1,000,000 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月10日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,令和４年度東京都資産運用業の創業に係る補助金交付,"1,500,000 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月10日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,令和４年度東京都資産運用業の創業に係る補助金交付,"1,500,000 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月10日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,令和４年度東京都資産運用業の創業に係る補助金交付,"1,500,000 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月11日,一般会計,総務費,政策企画費,管理費,報償費,令和5年度著名人による金融に関する情報発信業務委託,"66,897 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月11日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,令和４年度金融機関と連携したサステナビリティ経営,"1,000,000 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月12日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,金融系外国企業・人材に対する一時的オフィス提供事業,"1,010,000 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月15日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,ﾀｸｼｰﾁｹｯﾄによるﾀｸｼｰ利用料金の支払（3月分）,"567,922 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月15日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,令和４年度金融機関と連携したサステナビリティ経営,"300,000 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月16日,一般会計,総務費,政策企画費,管理費,役務費,令和４年度　金融系外国企業に対する第三者信用調査,"720,500 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月17日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,令和４年度金融機関と連携したサステナビリティ経営,"1,000,000 "
政策企画局,戦略事業部,戦略事業課（旧組織）,令和05年05月17日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,令和４年度金融機関と連携したサステナビリティ経営,"1,000,000 "
