令和2年度第1四半期～第3四半期　（参考）,,,,,,,,,,,,,,,,
,,,,,第１四半期,,,,第２四半期,,,,第３四半期,,,
,,,,,期中平均残高,,"R2.6.30
残高","運用収入
及び
利回り",期中平均残高,,"R2.9.30
残高","運用収入
及び
利回り",期中平均残高,,"R2.12.31
残高","運用収入
及び
利回り"
,,,,,,構成比,,,,構成比,,,,構成比,,
,,,,,億円,％,億円,,億円,％,億円,,億円,％,億円,
歳計現金等,,預金,,,10716,100,7473,運用収入計,11001,100,3120,運用収入計,6152,100,6460,運用収入計
,,,定期性預金,,6846,63.9,6599,"1,063万円",8967,81.5,2299,503万円,4434,72.1,4399,305万円
,,,普通預金,,948,8.8,652,,1788,16.3,652,,1498,24.3,702,
,,,当座預金,,2922,27.3,222,利回り,246,2.2,169,利回り,220,3.6,1359,利回り
,,債券,,,－,－,－,0.00004,－,－,－,0.00002,－,－,－,0.00002
,,計,,,10716,100,7473,,11001,100,3120,,6152,100,6460,
基金,,預金,,,28654,73.1,30957,運用収入計,30886,75.9,30357,運用収入計,30838,75.8,30586,運用収入計
,,,定期性預金,,23146,59.1,27416,"5億2,167万円",24872,61.1,25409,"4億7,996万円",25565,62.8,25371,5億503万円
,,,普通預金,,5508,14.1,3541,,6014,14.8,4948,,5273,13,5215,
,,債券等,,,9753,24.9,9817,利回り,9819,24.1,9871,利回り,9860,24.2,9961,利回り
,,金銭信託,,,－,－,－,,－,－,－,,－,－,－,
,,その他,,,770,2,1,0.00053,1,0,1,0.00047,1,0,1,0.00049
,,計,,,39178,100,40775,,40707,100,40229,,40699,100,40548,
準公営企業会計資金,,預金,,,10056,100,9706,運用収入計,9638,100,9351,運用収入計,9501,100,9498,運用収入計
,,,定期性預金,,8949,89,8855,"1,944万円",8778,91.1,8525,"1,904万円",8501,89.5,8410,"1,979万円"
,,,普通預金,,1107,11,851,,860,8.9,826,,1000,10.5,1088,
,,債券等,,,－,－,－,利回り,－,－,－,利回り,－,－,－,利回り
,,その他,,,－,－,－,0.00008,－,－,－,0.00008,－,－,－,0.00008
,,計,,,10056,100,9706,,9638,100,9351,,9501,100,9498,
合計,,預金,,,49427,82.4,48136,運用収入計,51525,84,42828,運用収入計,46491,82.5,46545,運用収入計
,,,定期性預金,,38942,65,42870,"5億5,174万円",42617,69.5,36233,5億403万円,38499,68.3,38180,"5億2,787万円"
,,,普通預金,,7563,12.6,5044,,8662,14.1,6426,,7772,13.8,7005,
,,,当座預金,,2922,4.9,222,利回り,246,0.4,169,利回り,220,0.4,1359,利回り
,,債券等,,,9753,16.3,9817,0.00037,9819,16,9871,0.00033,9860,17.5,9961,0.00037
,,金銭信託,,,－,－,－,,－,－,－,,－,－,－,
,,その他,,,770,1.3,1,,1,0,1,,1,0,1,
,,計,,,59950,100,57954,,61345,100,52701,,56352,100,56507,
