公金支出情報（令和２年５月分）,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
局名,部名,課名,支払日,会計名,款名,項名,目名,節・細節名,支払内容（件名）,　　　支払額　（円）　
政策企画局,総務部,秘書課,令和02年05月13日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,新聞の購入に係る支出,"189,421 "
政策企画局,総務部,秘書課,令和02年05月13日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,生花花籠の購入に係る支出について(４月分),"33,000 "
政策企画局,総務部,秘書課,令和02年05月18日,一般会計,総務費,政策企画費,管理費,交際費,令和２年度　知事等交際費の支出(５月分),"181,200 "
政策企画局,総務部,秘書課,令和02年05月26日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,複写サービスに係る支出について（４月分）,"162,668 "
政策企画局,総務部,秘書課,令和02年05月29日,一般会計,総務費,政策企画費,管理費,役務費,モバイルWi-Fiルーター料金の払込(６月分),"10,586 "
政策企画局,総務部,秘書課,令和02年05月29日,一般会計,総務費,政策企画費,管理費,役務費,通信料金の払込について(４月分),"141,256 "
政策企画局,総務部,秘書課,令和02年05月29日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,複写サービスに関する契約その３の支出(４月分),"36,300 "
政策企画局,総務部,管理課,令和02年05月13日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,令和２年第一回都議会臨時会知事発言の印刷の支払,"127,050 "
政策企画局,総務部,管理課,令和02年05月27日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,敷布団ほか5点の借入れに要する経費の支払い(4月分),"9,350 "
政策企画局,総務部,管理課,令和02年05月27日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,庁議室放送設備等の借入(再ﾘｰｽ)に要する経費（4月分）,"24,563 "
政策企画局,総務部,管理課,令和02年05月27日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,政策情報作成支援ｼｽﾃﾑ用端末の賃借に係る支出(4月分),"11,016 "
政策企画局,総務部,渉外課,令和02年05月11日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,「地方行財政調査会東京・首都圏懇談会」会費 2年度,"264,000 "
政策企画局,総務部,渉外課,令和02年05月11日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,一般日刊紙の購読に要する経費の支出・４月分,"24,108 "
政策企画局,総務部,渉外課,令和02年05月11日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,令和2年度全国知事会分担金の支出について,"22,761,000 "
政策企画局,総務部,渉外課,令和02年05月11日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,令和2年度関東地方知事会分担金の支出について,"60,000 "
政策企画局,総務部,渉外課,令和02年05月12日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,複数の少額支払案件に係る前渡金(一需・017801・5月),"9,454 "
政策企画局,総務部,渉外課,令和02年05月15日,一般会計,総務費,政策企画費,管理費,役務費,NHK放送受信料の前金払について,"37,980 "
政策企画局,総務部,渉外課,令和02年05月15日,一般会計,総務費,政策企画費,管理費,役務費,５月分  公共料金支払,"3,060 "
政策企画局,総務部,渉外課,令和02年05月18日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,令和２年度　関東ブロック東京事務所長会分担金の納入,"20,000 "
政策企画局,総務部,渉外課,令和02年05月21日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,新聞購読料（朝日・東京）の支払（４月分）,"7,737 "
政策企画局,総務部,渉外課,令和02年05月21日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,新聞購読料（読売）の支払（４月分）,"4,400 "
政策企画局,総務部,渉外課,令和02年05月21日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,新聞購読料（毎日）の支払（４月分）,"4,037 "
政策企画局,総務部,渉外課,令和02年05月21日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,新聞購読料（日経）の支払（４月分）,"4,900 "
政策企画局,総務部,渉外課,令和02年05月21日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,衆議院公報の購入（単価契約）に係る支払（４月分）,"2,079 "
政策企画局,総務部,渉外課,令和02年05月21日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,東京都事務室に係る管理料負担金の支払（４月分）,"896,029 "
政策企画局,総務部,渉外課,令和02年05月21日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,東京都事務室に係る電気・水道料金の支払（４月分）,"12,503 "
政策企画局,総務部,渉外課,令和02年05月21日,一般会計,総務費,政策企画費,管理費,役務費,東京都事務室に係る電話料金の支払（４月分）,"5,254 "
政策企画局,総務部,渉外課,令和02年05月29日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,新聞購読料（産経）の支払(４月分),"3,034 "
政策企画局,総務部,渉外課,令和02年05月29日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,パーソナルコンピュータの借入に係る支払(４月分）,"4,620 "
政策企画局,総務部,渉外課,令和02年05月29日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,複写サービスに関する契約(単価契約）(４月分）,"10,010 "
政策企画局,政策調整部,政策調整課,令和02年05月13日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,複数の少額支払案件に係る前渡金の準備(一需5月分),"67,503 "
政策企画局,政策調整部,政策調整課,令和02年05月13日,一般会計,総務費,政策企画費,管理費,役務費,複数の少額支払案件に係る前渡金の準備(役務5月分),"50,541 "
政策企画局,政策調整部,政策調整課,令和02年05月25日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,日刊紙の購読に係る支出について（４月分）,"102,638 "
政策企画局,政策調整部,政策調整課,令和02年05月29日,一般会計,総務費,政策企画費,管理費,役務費,地上デジタル放送番組情報配信委託の支払いについて,"66,000 "
政策企画局,政策調整部,政策調整課,令和02年05月29日,一般会計,総務費,政策企画費,管理費,役務費,固定IPアドレス利用契約の支払いについて（４月分）,"10,780 "
政策企画局,政策調整部,報道課,令和02年05月15日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,複数の少額支払案件に係る前渡金の支出（一需５月）,"44,490 "
政策企画局,政策調整部,報道課,令和02年05月15日,一般会計,総務費,政策企画費,管理費,役務費,複数の少額支払案件に係る前渡金の支出(役務５月),"2,420 "
政策企画局,政策調整部,報道課,令和02年05月27日,一般会計,総務費,政策企画費,管理費,役務費,令和２年度記者会見手話通訳委託(単価契約)の支出,"230,000 "
政策企画局,外務部,管理課,令和02年05月20日,一般会計,総務費,政策企画費,管理費,役務費,自治体国際化協会派遣現地費用（シンガポール）,"10,000 "
政策企画局,外務部,管理課,令和02年05月20日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,自治体国際化協会派遣現地費用（シンガポール）,"4,632,070 "
政策企画局,外務部,管理課,令和02年05月20日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,自治体国際化協会派遣派遣に係る旅費（シンガポール）,"3,581,207 "
政策企画局,外務部,管理課,令和02年05月20日,一般会計,総務費,政策企画費,管理費,役務費,自治体国際化協会派遣旅費振込手数料（シンガポール）,990 
政策企画局,外務部,管理課,令和02年05月20日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,自治体国際化協会派遣に係る旅費（ロンドン）,"3,643,860 "
政策企画局,外務部,管理課,令和02年05月20日,一般会計,総務費,政策企画費,管理費,役務費,自治体国際化協会派遣旅費振込手数料（ロンドン）,990 
政策企画局,外務部,管理課,令和02年05月20日,一般会計,総務費,政策企画費,管理費,役務費,自治体国際化協会派遣現地経費の支出（ロンドン）,"10,000 "
政策企画局,外務部,管理課,令和02年05月20日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,自治体国際化協会派遣現地経費の支出（ロンドン）,"3,532,052 "
政策企画局,外務部,管理課,令和02年05月27日,一般会計,総務費,政策企画費,管理費,役務費,令和2年度労働者派遣(秘書事務)(単価契約)の支出,"267,896 "
政策企画局,外務部,管理課,令和02年05月29日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,「フィナンシャル・タイムズ」の購読,"117,000 "
政策企画局,外務部,管理課,令和02年05月29日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,新聞の購読,"29,768 "
政策企画局,外務部,管理課,令和02年05月29日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,令和2年度 複写サービスに係る支出（4月）,"58,300 "
政策企画局,外務部,事業課,令和02年05月15日,一般会計,総務費,政策企画費,管理費,委託料,都市外交事業を紹介するパネル作成委託,"82,500 "
政策企画局,外務部,事業課,令和02年05月27日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,携帯型複数波簡易無線機の賃借に係る支出（2年度）,"7,938 "
政策企画局,外務部,事業課,令和02年05月27日,一般会計,総務費,政策企画費,管理費,役務費,緊急時連絡用ﾌｧｯｸｽ同時通報ｻｰﾋﾞｽ委託の支出(4月分),"98,998 "
政策企画局,計画部,計画課,令和02年05月07日,一般会計,総務費,政策企画費,管理費,役務費,少額支払案件に係る資金前渡について(役務費)(5月分),"8,800 "
政策企画局,計画部,計画課,令和02年05月11日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,少額支払案件に係る資金前渡について(5月分),"77,426 "
政策企画局,計画部,計画課,令和02年05月18日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,液晶テレビ外3点の購入,"235,730 "
政策企画局,計画部,計画課,令和02年05月26日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,一般日刊紙ほかの購読（4月分）,"33,149 "
政策企画局,計画部,計画課,令和02年05月26日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,旅費の支給について（令和2年4月　非システム分）,"1,472 "
政策企画局,計画部,計画課,令和02年05月26日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,日本経済研究センターの令和２年度分年会費の支払い,"990,000 "
総務局,総務部,企画計理課,令和02年05月01日,一般会計,福祉保健費,健康安全費,感染症対策費,需用費 一般需用費,新型ｳｲﾙｽ対策に係る物品購入経費の支出(その14),"900,000 "
総務局,総務部,企画計理課,令和02年05月07日,一般会計,福祉保健費,健康安全費,感染症対策費,役務費,新型ｳｲﾙｽ対策に係る備品購入経費の支出（その15）,"13,558 "
総務局,総務部,企画計理課,令和02年05月08日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,TAIMS端末の修理,"66,550 "
総務局,総務部,企画計理課,令和02年05月11日,一般会計,総務費,総務管理費,総務管理費,役務費,令和２年度放送受信料の支出について,"39,709 "
総務局,総務部,企画計理課,令和02年05月11日,一般会計,総務費,区市町村振興費,支庁管理費,役務費,令和２年度放送受信料の支出について,"793,913 "
総務局,総務部,企画計理課,令和02年05月11日,一般会計,総務費,防災管理費,防災指導費,役務費,令和２年度放送受信料の支出について,"43,536 "
総務局,総務部,企画計理課,令和02年05月11日,一般会計,福祉保健費,健康安全費,感染症対策費,需用費 一般需用費,新型ｳｨﾙｽ対策に係る備品購入経費の支出（その16）,"101,500 "
総務局,総務部,企画計理課,令和02年05月12日,一般会計,福祉保健費,健康安全費,感染症対策費,需用費 一般需用費,新型ｳｲﾙｽ対策に係る物品購入経費の支出（その16）,"642,290 "
総務局,総務部,企画計理課,令和02年05月13日,一般会計,福祉保健費,健康安全費,感染症対策費,需用費 一般需用費,新型ｳｲﾙｽ対策に係る物品購入経費の支出（その１８）,"298,100 "
総務局,総務部,企画計理課,令和02年05月15日,一般会計,福祉保健費,健康安全費,感染症対策費,需用費 一般需用費,宿泊療養施設使用に係る必要経費（食事代）の支出,"11,275,000 "
総務局,総務部,企画計理課,令和02年05月15日,一般会計,福祉保健費,健康安全費,感染症対策費,需用費 一般需用費,宿泊療養施設使用に係る必要経費（食事代）の支出,"16,125,000 "
総務局,総務部,企画計理課,令和02年05月15日,一般会計,福祉保健費,健康安全費,感染症対策費,需用費 一般需用費,新型ｳｲﾙｽ対策に係る備品購入経費の支出（その19）,"594,000 "
総務局,総務部,企画計理課,令和02年05月19日,一般会計,福祉保健費,健康安全費,感染症対策費,使用料及賃借料,宿泊療養施設使用の経費（医療従事者等の宿泊部屋）,"4,329,000 "
総務局,総務部,企画計理課,令和02年05月19日,一般会計,福祉保健費,健康安全費,感染症対策費,使用料及賃借料,宿泊療養施設使用の経費（医療従事者等の宿泊部屋）,"1,497,600 "
総務局,総務部,企画計理課,令和02年05月20日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,日刊紙購読に係る経費の支出について,"17,403 "
総務局,総務部,企画計理課,令和02年05月20日,一般会計,福祉保健費,健康安全費,感染症対策費,役務費,宿泊療養施設の清掃に係る常時必要とする資金,"900,000 "
総務局,総務部,企画計理課,令和02年05月20日,一般会計,福祉保健費,健康安全費,感染症対策費,役務費,宿泊療養施設の清掃に係る常時必要とする資金,"900,000 "
総務局,総務部,企画計理課,令和02年05月20日,一般会計,福祉保健費,健康安全費,感染症対策費,需用費 一般需用費,新型ｳｲﾙｽ対策に係る備品購入経費の支出(その20),"5,830 "
総務局,総務部,企画計理課,令和02年05月21日,一般会計,福祉保健費,健康安全費,感染症対策費,使用料及賃借料,宿泊療養施設使用の経費（医療従事者等の宿泊）,"1,123,200 "
総務局,総務部,企画計理課,令和02年05月22日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,日刊新聞等の購入に係る経費の支出,"58,879 "
総務局,総務部,企画計理課,令和02年05月22日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,日刊新聞等の購入に係る経費の支出,"24,108 "
総務局,総務部,企画計理課,令和02年05月22日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,日刊新聞等の購入に係る経費の支出,"29,008 "
総務局,総務部,企画計理課,令和02年05月22日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,日刊新聞等の購入に係る経費の支出,"24,108 "
総務局,総務部,企画計理課,令和02年05月22日,一般会計,総務費,区市町村振興費,管理費,需用費 一般需用費,日刊新聞等の購入に係る経費の支出,"48,216 "
総務局,総務部,企画計理課,令和02年05月22日,一般会計,総務費,防災管理費,防災指導費,需用費 一般需用費,日刊新聞等の購入に係る経費の支出,"28,145 "
総務局,総務部,企画計理課,令和02年05月22日,一般会計,総務費,統計費,管理費,需用費 一般需用費,日刊新聞等の購入に係る経費の支出,"28,108 "
総務局,総務部,企画計理課,令和02年05月22日,一般会計,総務費,統計費,商工統計費,需用費 一般需用費,日刊新聞等の購入に係る経費の支出,"4,721 "
総務局,総務部,企画計理課,令和02年05月22日,一般会計,総務費,統計費,経済統計費,需用費 一般需用費,日刊新聞等の購入に係る経費の支出,"2,300 "
総務局,総務部,企画計理課,令和02年05月22日,一般会計,総務費,総務管理費,人権対策費,需用費 一般需用費,日刊新聞等の購入に係る経費の支出,"24,108 "
総務局,総務部,企画計理課,令和02年05月22日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,日刊新聞等の購入に係る経費の支出,"24,108 "
総務局,総務部,企画計理課,令和02年05月22日,一般会計,学務費,東京都公立大学法人支援費,東京都公立大学法人支援費,負担金補助及交付金,東京都公立大学法人運営費支出（４月補正）,"220,000,000 "
総務局,総務部,企画計理課,令和02年05月22日,一般会計,福祉保健費,健康安全費,感染症対策費,需用費 一般需用費,新型ｳｲﾙｽ対策に係る備品購入経費の支出（その21）,"636,405 "
総務局,総務部,企画計理課,令和02年05月26日,一般会計,福祉保健費,健康安全費,感染症対策費,需用費 一般需用費,宿泊療養施設使用に係る必要経費（リネン代）の支出,"19,725,600 "
総務局,総務部,企画計理課,令和02年05月26日,一般会計,福祉保健費,健康安全費,感染症対策費,需用費 一般需用費,宿泊療養施設使用に係る必要経費（リネン代）の支出,"9,151,200 "
総務局,総務部,企画計理課,令和02年05月26日,一般会計,総務費,総務管理費,総務管理費,委託料,令和2年度通信サービス料の支出（4月分）,"16,561 "
総務局,総務部,企画計理課,令和02年05月26日,一般会計,福祉保健費,健康安全費,感染症対策費,委託料,宿泊療養施設に係る必要経費（パーテーション等設営）,"3,500,000 "
総務局,総務部,企画計理課,令和02年05月26日,一般会計,福祉保健費,健康安全費,感染症対策費,委託料,宿泊療養施設に係る必要経費（パーテーション等設営）,"3,500,000 "
総務局,総務部,企画計理課,令和02年05月26日,一般会計,福祉保健費,健康安全費,感染症対策費,委託料,宿泊療養施設使用に係る必要経費(テント設営),"3,498,000 "
総務局,総務部,企画計理課,令和02年05月26日,一般会計,福祉保健費,健康安全費,感染症対策費,委託料,宿泊療養施設使用に係る必要経費(テント設営),"1,166,000 "
総務局,総務部,企画計理課,令和02年05月27日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,夕張市派遣に伴う住宅の借上げに係る支出(202号室),"61,000 "
総務局,総務部,企画計理課,令和02年05月27日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,追録の購入,"8,349 "
総務局,総務部,企画計理課,令和02年05月27日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,追録の購入,"12,518 "
総務局,総務部,企画計理課,令和02年05月27日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,前期分ﾌﾟﾘﾝﾀ用消耗品の購入(単価契約)の支出(4月分),"135,850 "
総務局,総務部,企画計理課,令和02年05月28日,一般会計,福祉保健費,健康安全費,感染症対策費,委託料,宿泊療養施設に係る必要経費（監視カメラの設置）,"550,000 "
総務局,総務部,企画計理課,令和02年05月28日,一般会計,福祉保健費,健康安全費,感染症対策費,役務費,宿泊療養施設の清掃に係る常時必要とする資金,"900,000 "
総務局,総務部,企画計理課,令和02年05月28日,一般会計,福祉保健費,健康安全費,感染症対策費,役務費,宿泊療養施設の清掃に係る常時必要とする資金,"900,000 "
総務局,総務部,企画計理課,令和02年05月28日,一般会計,福祉保健費,健康安全費,感染症対策費,委託料,宿泊療養施設に係る必要経費（パーテーション等設営）,"1,980,000 "
総務局,総務部,企画計理課,令和02年05月29日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,夕張市派遣に伴う住宅の借上げに係る支出,"61,000 "
総務局,総務部,企画計理課,令和02年05月29日,一般会計,福祉保健費,健康安全費,感染症対策費,需用費 一般需用費,新型ｳｲﾙｽ対策に係る備品購入経費の支出（その22）,"45,342 "
総務局,総務部,文書課,令和02年05月19日,一般会計,総務費,総務管理費,総務管理費,役務費,令和２年度巡回郵便料金の支出（４月分）,"5,174,058 "
総務局,総務部,文書課,令和02年05月19日,一般会計,総務費,総務管理費,総務管理費,役務費,令和２年度後納郵便料金の支出について（４月分）,"80,210 "
総務局,総務部,文書課,令和02年05月19日,一般会計,総務費,総務管理費,総務管理費,役務費,令和２年度後納郵便料金の支出について（４月分）,"102,092 "
総務局,総務部,文書課,令和02年05月19日,一般会計,総務費,総務管理費,総務管理費,役務費,令和２年度後納郵便料金の支出について（４月分）,"2,194 "
総務局,総務部,文書課,令和02年05月19日,一般会計,総務費,総務管理費,総務管理費,役務費,令和２年度後納郵便料金の支出について（４月分）,"65,978 "
総務局,総務部,文書課,令和02年05月19日,一般会計,総務費,総務管理費,福利厚生費,役務費,令和２年度後納郵便料金の支出について（４月分）,"21,790 "
総務局,総務部,文書課,令和02年05月19日,一般会計,総務費,退職手当及年金費,恩給費,役務費,令和２年度後納郵便料金の支出について（４月分）,"14,050 "
総務局,総務部,文書課,令和02年05月19日,一般会計,総務費,総務管理費,総務管理費,役務費,令和２年度後納郵便料金の支出について（４月分）,"1,084 "
総務局,総務部,文書課,令和02年05月19日,一般会計,総務費,区市町村振興費,管理費,役務費,令和２年度後納郵便料金の支出について（４月分）,"247,935 "
総務局,総務部,文書課,令和02年05月19日,一般会計,総務費,防災管理費,防災指導費,役務費,令和２年度後納郵便料金の支出について（４月分）,"125,235 "
総務局,総務部,文書課,令和02年05月19日,一般会計,総務費,総務管理費,総務管理費,役務費,令和２年度後納郵便料金の支出について（４月分）,"87,666 "
総務局,総務部,文書課,令和02年05月19日,一般会計,総務費,総務管理費,人権対策費,役務費,令和２年度後納郵便料金の支出について（４月分）,"41,089 "
総務局,総務部,文書課,令和02年05月19日,一般会計,総務費,総務管理費,人権対策費,役務費,令和２年度後納郵便料金の支出について（４月分）,"9,408 "
総務局,総務部,文書課,令和02年05月20日,一般会計,総務費,総務管理費,総務管理費,役務費,東京都公報後納郵便料金の支出（４月分）,"332,739 "
総務局,総務部,文書課,令和02年05月27日,一般会計,総務費,総務管理費,総務管理費,委託料,東京都公報の編集及び印刷の支出（４月当初）,"47,520 "
総務局,総務部,文書課,令和02年05月27日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,東京都公報の編集及び印刷の支出（４月当初）,"105,336 "
総務局,総務部,文書課,令和02年05月27日,一般会計,総務費,総務管理費,総務管理費,委託料,X線検査装置に係る訓練に関する業務委託,"213,320 "
総務局,総務部,文書課,令和02年05月29日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,文書総合管理システム用機器の借入れ,"3,017,520 "
総務局,総務部,文書課,令和02年05月29日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,文書総合管理システム機器の借入れ（増設分）,"286,200 "
総務局,総務部,法務課,令和02年05月12日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複数の少額支払案件に係る資金前渡（５月分）,"79,925 "
総務局,総務部,法務課,令和02年05月12日,一般会計,総務費,総務管理費,総務管理費,役務費,複数の少額支払案件に係る資金前渡（５月分）,330 
総務局,総務部,法務課,令和02年05月20日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複写サービスに関する契約(単価契約)に係る経費の支出,"21,033 "
総務局,総務部,法務課,令和02年05月22日,一般会計,総務費,総務管理費,総務管理費,役務費,訴訟経費（強制執行申立に係る予納金）の支出,"210,000 "
総務局,総務部,総務課,令和02年05月11日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,非接触型体温計の購入に係る経費の支出,"79,200 "
総務局,総務部,総務課,令和02年05月18日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複数の少額支払案件に係る資金前渡について（５月分）,"40,460 "
総務局,総務部,総務課,令和02年05月18日,一般会計,総務費,総務管理費,総務管理費,役務費,複数の少額支払案件に係る資金前渡について,"68,177 "
総務局,総務部,総務課,令和02年05月18日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,複数の少額支払案件に係る資金前渡について（５月分）,"34,200 "
総務局,総務部,総務課,令和02年05月20日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,入庁手続き専用端末タッチペンの購入,"86,240 "
総務局,総務部,総務課,令和02年05月20日,一般会計,総務費,総務管理費,総務管理費,役務費,入庁手続き専用端末タッチペンの購入,220 
総務局,総務部,総務課,令和02年05月21日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,IP通信無線機器等の借入に係る経費の支出,"216,000 "
総務局,総務部,総務課,令和02年05月21日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複写サービスに関する契約(単価契約)（巡視室分）,"20,751 "
総務局,総務部,総務課,令和02年05月27日,一般会計,総務費,総務管理費,総務管理費,役務費,携帯電話使用料の支出（毎月払い）(5月分),"68,478 "
総務局,行政改革推進部,行政改革課,令和02年05月15日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複数少額支払案件に係る資金の前渡（令和２年５月分）,"151,502 "
総務局,行政改革推進部,行政改革課,令和02年05月15日,一般会計,総務費,総務管理費,総務管理費,役務費,複数少額支払案件に係る資金の前渡（令和２年５月分）,"25,774 "
総務局,行政改革推進部,行政改革課,令和02年05月15日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,複数少額支払案件に係る資金の前渡（令和２年５月分）,"30,000 "
総務局,行政改革推進部,行政改革課,令和02年05月27日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,「都政策連携団体経営改革プラン(2020年度)の概要」,"298,870 "
総務局,行政改革推進部,行政改革課,令和02年05月27日,一般会計,総務費,総務管理費,総務管理費,役務費,新聞記事等検索サービスの利用に係る経費（４月分）,"11,220 "
総務局,人事部,人事課,令和02年05月08日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,幹部職員調書の印刷及びCD‐Rの複写,"239,800 "
総務局,人事部,人事課,令和02年05月12日,一般会計,総務費,総務管理費,総務管理費,役務費,複数の少額支払案件に係る前渡金の準備（５月支出）,"3,410 "
総務局,人事部,人事課,令和02年05月18日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,米国派遣職員の帰国に伴うレンタカーの支出（不足分）,628 
総務局,人事部,人事課,令和02年05月20日,一般会計,総務費,総務管理費,総務管理費,役務費,東京都給与等支給明細電子配信業務委託の支出,"1,302,840 "
総務局,人事部,人事課,令和02年05月20日,一般会計,総務費,総務管理費,総務管理費,役務費,労働者派遣(事務用機器操作業務)（2）の支出（4月分）,"229,768 "
総務局,人事部,人事課,令和02年05月20日,一般会計,総務費,総務管理費,総務管理費,役務費,使送に係る郵便料金の支出,"34,400 "
