○運用商品別内訳,,,,,,,,,,,,
,令和４年度第３四半期,,,,,,,,,,,
,,,,,,期中平均残高,,残　　　　高　　　　推　　　　　移,,,,"運用収入
及び
利回り"
,,,,,,,,R4.9.30,R4.12.31,増　減,,
,,,,,,,構成比,残　高,残　高,増減額,増減率,
,,,,,,億円,％,億円,億円,億円,％,
,歳計現金等,,預金,,,14472,100,9539,18317,8778,92,運用収入計
,,,,定期性預金,,7500,51.8,433,15436,15004,3468.2,544
,,,,普通預金,,6591,45.5,8952,602,-8350,-93.3,
,,,,当座預金,,381,2.6,155,2279,2124,1372.9,利回り
,,,債券,,,－,－,－,－,－,－,0.00001
,,,計,,,14472,100,9539,18317,8778,92,
,基金,,預金,,,26166,73.3,26234,25893,-341,-1.3,運用収入計
,,,,定期性預金,,25625,71.7,25126,25326,199,0.8,44838
,,,,普通預金,,541,1.5,1107,567,-540,-48.8,
,,,債券,,,9553,26.7,9545,9463,-83,-0.9,利回り
,,,金銭信託,,,―,―,―,―,―,―,0.0005
,,,その他,,,1,0,1,1,0,0,
,,,計,,,35720,100,35780,35357,-424,-1.2,
,準公営企業会計資金,,預金,,,8882,100,8789,8870,81,0.9,運用収入計
,,,,定期性預金,,8303,93.5,8255,8375,120,1.5,1657
,,,,普通預金,,580,6.5,534,495,-39,-7.3,
,,,債券,,,－,－,－,－,－,－,利回り
,,,その他,,,－,－,－,－,－,－,0.00007
,,,計,,,8882,100,8789,8870,81,0.9,
,合計,,預金,,,49520,83.8,44562,53080,8518,19.1,運用収入計
,,,,定期性預金,,41428,70.1,33814,49137,15323,45.3,47039
,,,,普通預金,,7712,13.1,10593,1664,-8929,-84.3,
,,,,当座預金,,381,0.6,155,2279,2124,1372.9,利回り
,,,債券,,,9553,16.2,9545,9463,-83,-0.9,0.00032
,,,金銭信託,,,―,―,―,―,―,―,
,,,その他,,,1,0,1,1,0,0,
,,,計,,,59075,100,54108,62544,8435,15.6,
