公金支出情報（令和４年４月分）,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
局名,部名,課名,支払日,会計名,款名,項名,目名,節・細節名,支払内容（件名）,　　　支払額　（円）　
政策企画局,総務部,企画計理課,令和04年04月25日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,複数の少額支払案件に係る前渡金の支出(一需)(4月分),"50,000 "
政策企画局,総務部,企画計理課,令和04年04月25日,一般会計,総務費,政策企画費,管理費,役務費,複数の少額支払案件に係る前渡金の支出(役務費)(4月分,"50,000 "
政策企画局,総務部,総務課,令和04年04月20日,一般会計,総務費,政策企画費,管理費,役務費,少額支払案件に係る前渡金（役務費）（４月分）,"30,000 "
政策企画局,総務部,総務課,令和04年04月20日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,少額支払案件に係る前渡金（一需）（４月分）,"80,000 "
政策企画局,総務部,秘書課,令和04年04月01日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,複数の少額支払案件に係る前渡金の支出(４月分),"250,000 "
政策企画局,総務部,秘書課,令和04年04月01日,一般会計,総務費,政策企画費,管理費,役務費,複数の少額支払案件に係る前渡金の支出(４月分),"50,000 "
政策企画局,総務部,秘書課,令和04年04月01日,一般会計,総務費,政策企画費,管理費,役務費,モバイルWi-Fiルーター料金の払込について(4月分),"10,588 "
政策企画局,総務部,秘書課,令和04年04月01日,一般会計,総務費,政策企画費,管理費,交際費,令和４年度　知事等交際費の支出について（４月分）,"2,000,000 "
政策企画局,総務部,秘書課,令和04年04月28日,一般会計,総務費,政策企画費,管理費,役務費,モバイルWi-Fiルーター料金の払込について(5月分),"10,588 "
政策企画局,戦略広報部,企画課,令和04年04月08日,一般会計,総務費,政策企画費,広報広聴費,役務費,資金前渡受者に係る口座開設に伴う手数料の支出,"2,200 "
政策企画局,戦略広報部,企画課,令和04年04月18日,一般会計,総務費,政策企画費,広報広聴費,需用費 一般需用費,R4複数少額支払に係る資金前渡(一般需用費・4月分),"150,000 "
