公金支出情報（令和４年５月（出納整理期間）分）,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
局名,部名,課名,支払日,会計名,款名,項名,目名,節・細節名,支払内容（件名）,　　　支払額　（円）　
政策企画局,総務部,企画計理課,令和04年05月02日,一般会計,総務費,政策企画費,管理費,役務費,携帯電話料金の支払について（次長用）,"1,768 "
政策企画局,総務部,企画計理課,令和04年05月02日,一般会計,総務費,政策企画費,管理費,役務費,令和３年度判例情報等検索サービスの利用,"40,260 "
政策企画局,総務部,企画計理課,令和04年05月02日,一般会計,総務費,政策企画費,管理費,役務費,５月分  公共料金支払,"7,906 "
政策企画局,総務部,企画計理課,令和04年05月06日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,解放新聞中央版外３点の購入,"11,979 "
政策企画局,総務部,企画計理課,令和04年05月06日,一般会計,総務費,政策企画費,管理費,役務費,安否確認システムの利用に要する経費の支出について,"22,000 "
政策企画局,総務部,企画計理課,令和04年05月06日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,スピーカーフォン他７件の購入,"413,380 "
政策企画局,総務部,企画計理課,令和04年05月06日,一般会計,総務費,政策企画費,管理費,役務費,労働者派遣（秘書事務）（単価契約）の支出,"317,840 "
政策企画局,総務部,企画計理課,令和04年05月06日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,雑誌の購入（概算契約）,"5,823 "
政策企画局,総務部,企画計理課,令和04年05月06日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,「令和４年度当初予算明細書」の印刷,"479,523 "
政策企画局,総務部,企画計理課,令和04年05月11日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,チケットによるタクシー供給契約に係る継続支払(3月),"483,277 "
政策企画局,総務部,企画計理課,令和04年05月11日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,チケットによるタクシー供給契約に係る継続支払(3月),"52,811 "
政策企画局,総務部,企画計理課,令和04年05月11日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,チケットによるタクシー供給契約に係る継続支払(3月),"100,121 "
政策企画局,総務部,企画計理課,令和04年05月11日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,チケットによるタクシー供給契約に係る継続支払(3月),"22,651 "
