地域階層,地域コード,区市町村,総数(万円),9食料品(万円),10飲料・飼料等(万円),11繊維工業(万円),12木材・木製品(万円),13家具・装備品(万円),14紙・紙加工品(万円),15印刷・同関連業(万円),16化学工業(万円),17石油・石炭(万円),18プラスチック(万円),19ゴム製品(万円),20皮革・同製品(万円),21窯業・土石(万円),22鉄鋼業(万円),23非鉄金属(万円),24金属製品(万円),25はん用機械(万円),26生産用機械(万円),27業務用機械(万円),28電子・デバイス(万円),29電気機械(万円),30情報通信機械(万円),31輸送用機械(万円),32その他(万円)
0,13000,総数,716075539,72992771,10319286,5447129,1076579,11801718,13743655,74249300,38297039,2994518,11894736,3414440,6137543,15957274,16461995,14635261,27244632,18120550,39130753,30401621,32547606,77400301,47766683,120874578,23165571
1,13100,区部,292750069,28839274,x,4622019,946248,3011646,11544112,63770652,31413936,1636652,8242986,3005668,x,10316356,12684070,6114691,20742050,8169533,19582000,17046479,2138322,10435856,x,5150956,14013016
2,13101,千代田区,4211110,-,-,21530,-,-,17647,3982763,-,-,x,-,-,-,-,-,x,-,x,x,-,x,x,-,78000
2,13102,中央区,3238608,364580,-,80863,-,-,25793,2497976,x,-,x,-,-,-,-,-,x,-,x,x,x,x,-,-,165267
2,13103,港区,2667558,193636,x,25489,-,36650,-,1085576,-,-,x,x,-,955370,-,-,12892,x,116543,-,-,x,-,-,49727
2,13104,新宿区,10125240,204776,x,53560,-,x,470023,8466032,x,-,73763,-,-,-,-,-,61559,-,x,276108,x,70968,218588,-,111674
2,13105,文京区,9268679,x,-,90994,32928,x,9229,6836297,91832,-,75363,x,x,x,-,-,13354,-,x,1256273,-,69783,-,-,211489
2,13106,台東区,6007949,522650,-,446991,17392,184576,345037,1210710,51593,-,56921,54188,1386808,10364,-,x,166207,-,x,104136,-,70565,x,30966,1268955
2,13107,墨田区,29516246,844892,107564,1268296,x,129076,627703,3055177,12490375,x,590642,759319,1539623,645074,1715054,100524,1750784,567976,721156,1176372,88706,170039,x,134479,936296
2,13108,江東区,26545003,4308191,x,310082,734742,573639,377263,6333332,3417129,x,635630,93570,x,2752973,1727148,1268331,680758,97245,1180420,294667,-,344552,x,335032,223982
2,13109,品川区,10630324,495310,x,x,x,x,103080,948969,1295478,-,734550,71880,x,164423,x,66121,889015,882168,1766938,604947,238935,950930,x,1121354,224715
2,13110,目黒区,4830157,857548,-,17367,-,x,10192,71540,182255,-,42702,-,-,x,-,x,379311,302233,572865,241850,184668,560579,103845,41601,947539
2,13111,大田区,44240404,4611640,295735,186154,x,288232,393452,1595369,3601998,x,1899009,428567,x,1326046,1887125,3074967,5720983,3223580,6647565,1927643,664291,2930695,1004116,1208594,661647
2,13112,世田谷区,3726011,714780,-,57937,-,104669,x,334453,421629,-,12222,x,-,576785,-,x,196865,x,171028,358297,190352,156075,x,x,321506
2,13113,渋谷区,1481059,x,-,x,-,-,x,843090,x,-,x,-,-,-,-,-,x,x,-,x,-,70245,x,-,98761
2,13114,中野区,1129916,191635,x,83326,-,x,70908,124202,x,-,x,-,x,x,-,-,114986,-,93721,212972,x,x,-,x,77337
2,13115,杉並区,2050172,702080,-,134455,x,67186,x,290945,-,-,x,-,-,x,x,-,x,x,31909,106214,x,204634,x,42813,176745
2,13116,豊島区,3977450,230188,-,64219,x,x,34978,2200039,99034,-,66036,x,x,x,-,-,63557,104025,x,103698,x,292504,x,-,373426
2,13117,北区,18536471,360403,-,169676,-,x,144964,8703814,739543,-,39835,36592,68503,x,x,x,509231,291327,615923,2182734,x,573020,x,612966,3046147
2,13118,荒川区,8100757,1069307,x,108981,x,94265,175198,2541403,104799,-,380392,109869,296582,53593,26727,x,766375,238041,204410,304246,148579,689288,-,79661,633990
2,13119,板橋区,33808928,2018083,-,166937,-,80086,871970,8802942,2522414,x,499935,45618,x,1302724,4821021,319898,762120,545673,1347040,6167146,208571,785140,16928,815265,1384245
2,13120,練馬区,6448777,1445680,-,292337,-,216854,454045,458419,x,-,197537,x,x,362461,-,x,145884,131318,120480,122196,x,278220,x,x,99350
2,13121,足立区,25356939,3686091,-,346651,x,562357,1778684,1531908,4098969,x,973732,388422,1643827,719539,2025090,520320,2262229,627753,1460266,355874,198004,557064,57163,231223,1228794
2,13122,葛飾区,17075668,1950900,x,307521,x,105933,3116290,1033003,447830,-,1166325,734927,410919,366855,x,123552,3058705,391682,1068251,432760,58666,1007222,x,139980,822257
2,13123,江戸川区,19776643,3891324,-,359001,x,242633,2494498,822693,381864,-,659138,219917,235629,739536,352740,154044,3139355,606289,3379769,335192,x,555000,x,301208,871167
1,13200,市部,366301457,42004185,9703484,x,83447,8542462,2015871,9865603,6145487,870775,3045011,408772,x,3895970,3332506,8348027,5803482,9775341,18745221,11981314,30030078,65351405,44894179,71992523,8642110
2,13201,八王子市,39361035,7067436,380505,347933,x,201517,256154,3748898,3013059,x,1041533,x,-,704777,x,703045,1033616,521813,8702091,2599906,2473549,3583440,893876,1155512,470035
2,13202,立川市,10820995,1406259,-,-,-,x,75872,459340,-,-,360139,-,-,x,-,-,142161,286642,302544,162723,192259,628586,x,206843,36924
2,13203,武蔵野市,486286,29099,-,-,-,-,-,144675,-,-,x,-,x,x,-,-,x,x,x,x,x,67200,-,-,x
2,13204,三鷹市,2903338,107443,-,x,-,-,-,242667,x,-,60990,-,-,-,-,-,156106,54896,95818,332187,76972,252476,x,692145,x
2,13205,青梅市,17318119,1328463,x,162035,-,22800,66251,342580,x,x,469223,x,-,249802,1104209,90144,684226,74797,2213269,1599431,4056165,1552711,283232,2591233,229834
2,13206,府中市,72759743,2534233,x,x,-,x,-,1246106,x,x,128151,x,-,362751,-,6857221,137126,735383,502605,36607,1921545,19410017,33162211,-,162016
2,13207,昭島市,45310876,5962169,-,-,x,330902,x,x,x,-,x,-,-,1151058,x,x,372140,49963,953923,993402,17907846,14776305,x,2535209,101048
2,13208,調布市,4702536,632628,x,x,-,15815,x,169916,x,-,42702,-,-,284739,x,x,155649,52485,x,332871,123568,2156061,x,-,50201
2,13209,町田市,10586435,1983994,x,47204,x,-,401030,74139,x,x,220925,x,-,-,x,x,454445,323484,1103162,1341658,533423,577686,1658468,153962,1125912
2,13210,小金井市,412710,x,-,-,-,-,x,x,x,-,x,-,-,-,-,-,x,x,x,x,-,-,-,x,x
2,13211,小平市,10809646,1323458,-,16059,-,15732,46396,171838,x,-,57344,x,-,x,-,x,83868,983539,176272,x,125912,107535,x,-,x
2,13212,日野市,32334530,x,x,x,-,-,x,213295,-,-,x,-,-,x,-,x,77898,x,140674,385706,853266,18373882,x,11899837,x
2,13213,東村山市,7846229,2862206,x,x,-,x,x,364922,656065,-,208822,x,-,x,-,x,149205,x,49183,59968,537298,100823,x,x,x
2,13214,国分寺市,1809644,-,-,x,-,-,-,86430,x,-,-,-,-,-,-,-,x,-,x,1333337,-,x,x,-,175371
2,13215,国立市,380495,116696,-,-,-,-,-,-,-,-,x,-,-,-,-,-,x,-,x,159936,-,x,x,23328,x
2,13218,福生市,2065062,97530,x,x,-,-,-,957573,-,-,x,-,-,x,-,x,293739,x,x,109168,-,160664,-,244919,x
2,13219,狛江市,843800,x,-,x,-,x,-,326174,x,-,-,-,-,-,-,-,72346,42296,x,x,-,28741,x,-,x
2,13220,東大和市,8062770,6897907,x,-,-,x,x,33165,-,-,x,-,-,-,-,x,90614,-,240353,390153,19567,293188,x,-,-
2,13221,清瀬市,1987526,51099,x,-,-,x,x,x,761974,-,x,-,-,-,-,-,x,x,-,x,-,x,-,x,-
2,13222,東久留米市,13949013,5295895,x,-,-,26135,-,101155,-,-,x,-,-,x,-,-,95590,57763,x,31882,20542,25835,x,x,4625752
2,13223,武蔵村山市,9508947,3255583,-,x,-,1312644,x,85326,-,-,50001,-,-,x,-,-,576735,160371,2120160,148085,99821,430130,x,854811,36031
2,13224,多摩市,2530027,151396,-,-,-,-,-,484339,-,-,x,-,-,-,-,-,x,-,x,x,x,265472,x,-,71185
2,13225,稲城市,2638535,534881,x,-,-,x,-,-,x,-,x,-,-,248960,-,-,659467,-,106659,122469,237641,101519,102807,-,x
2,13227,羽村市,60123895,-,-,-,-,x,x,356371,x,-,x,-,-,x,x,x,303241,1568390,967909,57111,348947,1623743,x,50524043,912739
2,13228,あきる野市,3677418,75095,x,-,38529,x,94443,-,-,-,156815,-,-,48632,-,x,153264,x,457397,335102,x,750177,x,432186,269731
2,13229,西東京市,3071847,114168,-,-,-,-,x,224880,x,-,x,-,-,-,-,-,31078,2129406,x,180827,x,x,141636,x,x
1,13300,郡部,56790450,2078210,x,x,46884,247610,183672,613045,706478,487091,606739,-,-,1655687,445419,172543,699100,175676,803532,1373828,379206,1613040,x,43731099,510445
2,13303,瑞穂町,51949848,1282217,x,-,x,x,x,x,706478,x,x,-,-,x,x,172543,699100,112363,740667,483665,275725,312913,x,43585120,62217
2,13305,日の出町,4669744,x,-,x,x,x,x,x,-,x,115367,-,-,473196,x,-,-,x,x,x,x,1300127,-,x,448228
2,13307,檜原村,113373,x,-,-,18957,-,-,-,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-
2,13308,奥多摩町,57485,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,x,x,x,-,-,x,-
1,13350,島部,233563,71102,42062,-,-,-,-,-,31138,-,-,-,-,89261,-,-,-,-,-,-,-,-,-,-,-
2,13361,大島町,40536,9398,-,-,-,-,-,-,31138,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13362,利島村,x,x,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-
2,13363,新島村,38509,x,x,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-
2,13364,神津島村,x,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13381,三宅村,x,x,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-
2,13382,御蔵島村,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13401,八丈町,90483,30945,x,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-
2,13402,青ヶ島村,x,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13421,小笠原村,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020東京の工業　2020年工業統計調査報告（2019年実績）,,,,,,,,,,,,,,,,,,,,,,,,,,,
付表16　区市町村、産業中分類別製造品出荷額等（従業者４人以上）,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0：総数　1：区部、市部、郡部、島部　2：区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,
