分類,市場,水産市場ID,日付,種別,品名,販売方法,卸売数量(kg)
水産,大田,Sui_K3,2022-04-25,活魚,活またい,相対,879.0
水産,大田,Sui_K3,2022-04-25,活魚,活またい,第三者販売,904.0
水産,大田,Sui_K3,2022-04-25,活魚,活ひらめ,相対,20.0
水産,大田,Sui_K3,2022-04-25,活魚,活ひらめ,第三者販売,15.0
水産,大田,Sui_K3,2022-04-25,活魚,その他（活魚）,相対,863.0
水産,大田,Sui_K3,2022-04-25,活魚,その他（活魚）,第三者販売,471.0
水産,大田,Sui_K3,2022-04-25,冷凍,その他（冷凍）,相対,760.0
水産,大田,Sui_K3,2022-04-25,塩干加工,塩さけ,相対,24.0
水産,大田,Sui_K3,2022-04-25,塩干加工,しらす干,相対,756.0
水産,大田,Sui_K3,2022-04-25,塩干加工,開干さば,相対,50.0
水産,大田,Sui_K3,2022-04-25,塩干加工,開干あじ,相対,50.0
水産,大田,Sui_K3,2022-04-25,塩干加工,その他（塩干加工）,相対,5000.0
水産,豊洲,Sui_K1,2022-04-26,大物,まぐろ（生鮮）,せり・入札,20520.0
水産,豊洲,Sui_K1,2022-04-26,大物,まぐろ（冷凍）,せり・入札,14454.0
水産,豊洲,Sui_K1,2022-04-26,大物,きわだ（生鮮）,せり・入札,15293.0
水産,豊洲,Sui_K1,2022-04-26,大物,きわだ（冷凍）,せり・入札,2646.0
水産,豊洲,Sui_K1,2022-04-26,大物,めばち（生鮮）,せり・入札,700.0
水産,豊洲,Sui_K1,2022-04-26,大物,めばち（冷凍）,せり・入札,46207.0
水産,豊洲,Sui_K1,2022-04-26,大物,いんど（生鮮）,せり・入札,292.0
水産,豊洲,Sui_K1,2022-04-26,大物,いんど（冷凍）,せり・入札,11594.0
水産,豊洲,Sui_K1,2022-04-26,大物,まかじき（生鮮）,せり・入札,252.0
水産,豊洲,Sui_K1,2022-04-26,大物,めかじき（生鮮）,せり・入札,6114.0
水産,豊洲,Sui_K1,2022-04-26,大物,めかじき（冷凍）,せり・入札,3870.0
水産,豊洲,Sui_K1,2022-04-26,大物,その他（大物生）,せり・入札,61.0
水産,豊洲,Sui_K1,2022-04-26,大物,その他（大物冷）,せり・入札,375.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,しばえび,せり・入札,124.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,くるまえび,せり・入札,1428.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,めじ,相対,2465.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,まだい,相対,40981.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,きんめだい,相対,10819.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,あまだい,せり・入札,11.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,あまだい,相対,878.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,ぶり・わらさ,相対,90584.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,いなだ・わかし,相対,20419.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,はまち,相対,8623.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,ひらめ,せり・入札,52.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,ひらめ,相対,4583.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,かれい,相対,15005.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,あじ,相対,64790.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,さば,相対,27051.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,かつお,相対,35525.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,いわし,相対,19708.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,にしん,相対,1790.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,さんま,相対,790.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,するめいか,相対,7398.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,やりいか,相対,10728.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,煮だこ,相対,2685.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,たら類,相対,9135.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,すけそう,相対,221.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,さけます類,相対,19111.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,かます,相対,1096.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,めばる,相対,2866.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,さわら・さごち,相対,15695.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,きんき,相対,762.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,めぬけ,相対,121.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,すずき,相対,5706.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,きす,相対,220.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,いさき,相対,8087.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,こはだ,相対,1463.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,まながつお,せり・入札,26.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,まながつお,相対,49.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,とびうお,相対,11.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,たちうお,相対,4290.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,あんこう,相対,753.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,あゆ,相対,1246.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,かき,せり・入札,40.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,かき,相対,4533.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,ほたて,相対,2740.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,あかがい,相対,7538.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,うに,せり・入札,2082.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,うに,相対,860.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,けがに,相対,1062.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,その他（鮮魚）,せり・入札,1420.0
水産,豊洲,Sui_K1,2022-04-26,鮮魚,その他（鮮魚）,相対,122725.0
水産,豊洲,Sui_K1,2022-04-26,活魚,活またい,せり・入札,1347.0
水産,豊洲,Sui_K1,2022-04-26,活魚,活またい,相対,17021.0
水産,豊洲,Sui_K1,2022-04-26,活魚,活ひらめ,せり・入札,807.0
水産,豊洲,Sui_K1,2022-04-26,活魚,活ひらめ,相対,769.0
水産,豊洲,Sui_K1,2022-04-26,活魚,活かんぱち,相対,4943.0
水産,豊洲,Sui_K1,2022-04-26,活魚,活あなご,相対,3464.0
水産,豊洲,Sui_K1,2022-04-26,活魚,その他（活魚）,せり・入札,4234.0
水産,豊洲,Sui_K1,2022-04-26,活魚,その他（活魚）,相対,3626.0
水産,豊洲,Sui_K1,2022-04-26,冷凍,冷さば,相対,13325.0
水産,豊洲,Sui_K1,2022-04-26,冷凍,冷さんま,相対,420.0
水産,豊洲,Sui_K1,2022-04-26,冷凍,冷するめ,相対,3722.0
水産,豊洲,Sui_K1,2022-04-26,冷凍,冷まだい,相対,10.0
水産,豊洲,Sui_K1,2022-04-26,冷凍,冷にしん,相対,161.0
水産,豊洲,Sui_K1,2022-04-26,冷凍,冷ぎんだら,相対,7802.0
水産,豊洲,Sui_K1,2022-04-26,冷凍,冷かれい,相対,6572.0
水産,豊洲,Sui_K1,2022-04-26,冷凍,冷さけ,相対,47008.0
水産,豊洲,Sui_K1,2022-04-26,冷凍,冷もんごう,相対,2447.0
水産,豊洲,Sui_K1,2022-04-26,冷凍,冷たこ,相対,1778.0
水産,豊洲,Sui_K1,2022-04-26,冷凍,冷えび,相対,24102.0
水産,豊洲,Sui_K1,2022-04-26,冷凍,冷煮ずわい,相対,627.0
水産,豊洲,Sui_K1,2022-04-26,冷凍,その他（冷凍）,相対,43050.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,塩さけ,相対,10600.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,塩かずのこ,相対,150.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,こうなご,相対,1043.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,しらす干,せり・入札,18682.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,にぼし,せり・入札,945.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,身欠にしん,相対,669.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,開干さんま,相対,1577.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,開干さば,相対,4693.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,開干かます,相対,188.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,開干あじ,相対,9844.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,めざし,相対,400.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,蒲焼うなぎ,相対,2497.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,ししゃも,相対,1925.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,煮ほたるいか,相対,21908.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,すけこ,相対,4584.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,かまぼこ,相対,2762.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,ちくわ,相対,2170.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,あげもの,相対,6412.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,塩ます,相対,252.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,干するめ,相対,555.0
水産,豊洲,Sui_K1,2022-04-26,塩干加工,その他（塩干加工）,相対,226333.0
水産,足立,Sui_K2,2022-04-26,大物,まぐろ（生鮮）,相対,131.0
水産,足立,Sui_K2,2022-04-26,大物,めばち（冷凍）,せり・入札,1310.0
水産,足立,Sui_K2,2022-04-26,大物,めばち（冷凍）,第三者販売,61.0
水産,足立,Sui_K2,2022-04-26,大物,めかじき（生鮮）,相対,16.0
水産,足立,Sui_K2,2022-04-26,大物,その他（大物冷）,相対,311.0
水産,足立,Sui_K2,2022-04-26,鮮魚,きんめだい,相対,169.0
水産,足立,Sui_K2,2022-04-26,鮮魚,きんめだい,第三者販売,17.0
水産,足立,Sui_K2,2022-04-26,鮮魚,ぶり・わらさ,相対,1161.0
水産,足立,Sui_K2,2022-04-26,鮮魚,ぶり・わらさ,第三者販売,107.0
水産,足立,Sui_K2,2022-04-26,鮮魚,はまち,相対,58.0
水産,足立,Sui_K2,2022-04-26,鮮魚,かれい,相対,53.0
水産,足立,Sui_K2,2022-04-26,鮮魚,あじ,相対,303.0
水産,足立,Sui_K2,2022-04-26,鮮魚,あじ,第三者販売,95.0
水産,足立,Sui_K2,2022-04-26,鮮魚,さば,相対,391.0
水産,足立,Sui_K2,2022-04-26,鮮魚,さば,第三者販売,45.0
水産,足立,Sui_K2,2022-04-26,鮮魚,かつお,相対,722.0
水産,足立,Sui_K2,2022-04-26,鮮魚,かつお,第三者販売,61.0
水産,足立,Sui_K2,2022-04-26,鮮魚,いわし,相対,561.0
水産,足立,Sui_K2,2022-04-26,鮮魚,いわし,第三者販売,54.0
水産,足立,Sui_K2,2022-04-26,鮮魚,するめいか,相対,120.0
水産,足立,Sui_K2,2022-04-26,鮮魚,するめいか,第三者販売,5.0
水産,足立,Sui_K2,2022-04-26,鮮魚,たら類,相対,21.0
水産,足立,Sui_K2,2022-04-26,鮮魚,さわら・さごち,相対,60.0
水産,足立,Sui_K2,2022-04-26,鮮魚,さわら・さごち,第三者販売,3.0
水産,足立,Sui_K2,2022-04-26,鮮魚,いさき,相対,96.0
水産,足立,Sui_K2,2022-04-26,鮮魚,いさき,第三者販売,7.0
水産,足立,Sui_K2,2022-04-26,鮮魚,あんこう,相対,20.0
水産,足立,Sui_K2,2022-04-26,鮮魚,あんこう,第三者販売,2.0
水産,足立,Sui_K2,2022-04-26,鮮魚,かき,相対,304.0
水産,足立,Sui_K2,2022-04-26,鮮魚,かき,第三者販売,8.0
水産,足立,Sui_K2,2022-04-26,鮮魚,うに,相対,43.0
水産,足立,Sui_K2,2022-04-26,鮮魚,その他（鮮魚）,相対,6337.0
水産,足立,Sui_K2,2022-04-26,鮮魚,その他（鮮魚）,第三者販売,1088.0
水産,足立,Sui_K2,2022-04-26,活魚,活またい,相対,1565.0
水産,足立,Sui_K2,2022-04-26,活魚,活またい,第三者販売,1273.0
水産,足立,Sui_K2,2022-04-26,活魚,活ひらめ,相対,45.0
水産,足立,Sui_K2,2022-04-26,活魚,その他（活魚）,相対,2849.0
水産,足立,Sui_K2,2022-04-26,活魚,その他（活魚）,第三者販売,1062.0
水産,足立,Sui_K2,2022-04-26,冷凍,冷さば,相対,68.0
水産,足立,Sui_K2,2022-04-26,冷凍,冷するめ,相対,90.0
水産,足立,Sui_K2,2022-04-26,冷凍,冷ぎんだら,相対,75.0
水産,足立,Sui_K2,2022-04-26,冷凍,冷ぎんだら,第三者販売,45.0
水産,足立,Sui_K2,2022-04-26,冷凍,冷さけ,相対,1090.0
水産,足立,Sui_K2,2022-04-26,冷凍,冷さけ,第三者販売,400.0
水産,足立,Sui_K2,2022-04-26,冷凍,冷えび,第三者販売,11.0
水産,足立,Sui_K2,2022-04-26,冷凍,その他（冷凍）,相対,3853.0
水産,足立,Sui_K2,2022-04-26,冷凍,その他（冷凍）,第三者販売,989.0
水産,足立,Sui_K2,2022-04-26,塩干加工,塩さけ,相対,1059.0
水産,足立,Sui_K2,2022-04-26,塩干加工,塩さけ,第三者販売,63.0
水産,足立,Sui_K2,2022-04-26,塩干加工,しらす干,相対,50.0
水産,足立,Sui_K2,2022-04-26,塩干加工,開干さんま,相対,100.0
水産,足立,Sui_K2,2022-04-26,塩干加工,開干さば,相対,107.0
水産,足立,Sui_K2,2022-04-26,塩干加工,開干あじ,相対,179.0
水産,足立,Sui_K2,2022-04-26,塩干加工,蒲焼うなぎ,相対,112.0
水産,足立,Sui_K2,2022-04-26,塩干加工,蒲焼うなぎ,第三者販売,59.0
水産,足立,Sui_K2,2022-04-26,塩干加工,煮ほたるいか,相対,53.0
水産,足立,Sui_K2,2022-04-26,塩干加工,煮ほたるいか,第三者販売,8.0
水産,足立,Sui_K2,2022-04-26,塩干加工,すけこ,相対,38.0
水産,足立,Sui_K2,2022-04-26,塩干加工,すけこ,第三者販売,10.0
水産,足立,Sui_K2,2022-04-26,塩干加工,かまぼこ,相対,399.0
水産,足立,Sui_K2,2022-04-26,塩干加工,かまぼこ,第三者販売,7.0
水産,足立,Sui_K2,2022-04-26,塩干加工,その他（塩干加工）,相対,10384.0
水産,足立,Sui_K2,2022-04-26,塩干加工,その他（塩干加工）,第三者販売,1035.0
水産,大田,Sui_K3,2022-04-26,大物,まぐろ（生鮮）,相対,649.0
水産,大田,Sui_K3,2022-04-26,大物,めばち（冷凍）,せり・入札,151.0
水産,大田,Sui_K3,2022-04-26,大物,その他（大物冷）,相対,386.0
水産,大田,Sui_K3,2022-04-26,鮮魚,まだい,相対,41.0
水産,大田,Sui_K3,2022-04-26,鮮魚,きんめだい,相対,66.0
水産,大田,Sui_K3,2022-04-26,鮮魚,ぶり・わらさ,相対,17.0
水産,大田,Sui_K3,2022-04-26,鮮魚,はまち,相対,37.0
水産,大田,Sui_K3,2022-04-26,鮮魚,あじ,相対,64.0
水産,大田,Sui_K3,2022-04-26,鮮魚,さば,相対,10.0
水産,大田,Sui_K3,2022-04-26,鮮魚,かつお,相対,130.0
水産,大田,Sui_K3,2022-04-26,鮮魚,いわし,相対,15.0
水産,大田,Sui_K3,2022-04-26,鮮魚,煮だこ,相対,40.0
水産,大田,Sui_K3,2022-04-26,鮮魚,さわら・さごち,相対,34.0
水産,大田,Sui_K3,2022-04-26,鮮魚,いさき,相対,33.0
水産,大田,Sui_K3,2022-04-26,鮮魚,その他（鮮魚）,相対,1000.0
水産,大田,Sui_K3,2022-04-26,活魚,活またい,相対,832.0
水産,大田,Sui_K3,2022-04-26,活魚,活またい,第三者販売,929.0
水産,大田,Sui_K3,2022-04-26,活魚,活ひらめ,相対,9.0
水産,大田,Sui_K3,2022-04-26,活魚,活ひらめ,第三者販売,13.0
水産,大田,Sui_K3,2022-04-26,活魚,その他（活魚）,相対,872.0
水産,大田,Sui_K3,2022-04-26,活魚,その他（活魚）,第三者販売,179.0
水産,大田,Sui_K3,2022-04-26,冷凍,冷するめ,相対,15.0
水産,大田,Sui_K3,2022-04-26,冷凍,冷えび,相対,20.0
水産,大田,Sui_K3,2022-04-26,冷凍,その他（冷凍）,相対,5000.0
水産,大田,Sui_K3,2022-04-26,塩干加工,塩さけ,相対,80.0
水産,大田,Sui_K3,2022-04-26,塩干加工,しらす干,相対,240.0
水産,大田,Sui_K3,2022-04-26,塩干加工,開干さんま,相対,30.0
水産,大田,Sui_K3,2022-04-26,塩干加工,開干さば,相対,90.0
水産,大田,Sui_K3,2022-04-26,塩干加工,開干あじ,相対,10.0
水産,大田,Sui_K3,2022-04-26,塩干加工,その他（塩干加工）,相対,5000.0
水産,豊洲,Sui_K1,2022-04-27,大物,まぐろ（生鮮）,せり・入札,21906.0
水産,豊洲,Sui_K1,2022-04-27,大物,まぐろ（冷凍）,せり・入札,11735.0
水産,豊洲,Sui_K1,2022-04-27,大物,きわだ（生鮮）,せり・入札,2722.0
水産,豊洲,Sui_K1,2022-04-27,大物,きわだ（冷凍）,せり・入札,36262.0
水産,豊洲,Sui_K1,2022-04-27,大物,めばち（生鮮）,せり・入札,1276.0
水産,豊洲,Sui_K1,2022-04-27,大物,めばち（冷凍）,せり・入札,120919.0
水産,豊洲,Sui_K1,2022-04-27,大物,いんど（冷凍）,せり・入札,10720.0
水産,豊洲,Sui_K1,2022-04-27,大物,めかじき（生鮮）,せり・入札,1960.0
水産,豊洲,Sui_K1,2022-04-27,大物,めかじき（冷凍）,せり・入札,2547.0
水産,豊洲,Sui_K1,2022-04-27,大物,その他（大物冷）,せり・入札,377.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,しばえび,せり・入札,19.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,くるまえび,せり・入札,1124.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,めじ,相対,373.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,まだい,相対,26460.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,きんめだい,相対,8593.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,あまだい,せり・入札,18.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,あまだい,相対,480.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,ぶり・わらさ,相対,63434.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,いなだ・わかし,相対,5913.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,はまち,相対,7653.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,ひらめ,相対,794.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,かれい,相対,8766.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,あじ,相対,61851.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,さば,相対,16971.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,かつお,相対,15746.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,いわし,相対,22267.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,にしん,相対,310.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,さんま,相対,1904.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,するめいか,相対,1858.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,やりいか,相対,6055.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,煮だこ,相対,1714.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,たら類,相対,3380.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,さけます類,相対,7875.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,かます,相対,957.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,めばる,相対,1053.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,さわら・さごち,相対,10245.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,きんき,相対,370.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,めぬけ,相対,12.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,すずき,相対,2355.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,きす,相対,57.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,いさき,相対,3087.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,たかべ,相対,435.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,こはだ,相対,565.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,まながつお,相対,119.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,とびうお,相対,365.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,たちうお,相対,543.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,あんこう,相対,263.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,あゆ,相対,463.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,かき,相対,2543.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,ほたて,相対,1620.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,あかがい,相対,4220.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,うに,せり・入札,1140.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,うに,相対,444.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,けがに,相対,584.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,その他（鮮魚）,せり・入札,235.0
水産,豊洲,Sui_K1,2022-04-27,鮮魚,その他（鮮魚）,相対,66625.0
水産,豊洲,Sui_K1,2022-04-27,活魚,活またい,せり・入札,623.0
水産,豊洲,Sui_K1,2022-04-27,活魚,活またい,相対,11137.0
水産,豊洲,Sui_K1,2022-04-27,活魚,活ひらめ,せり・入札,419.0
水産,豊洲,Sui_K1,2022-04-27,活魚,活ひらめ,相対,451.0
水産,豊洲,Sui_K1,2022-04-27,活魚,活かんぱち,相対,2617.0
水産,豊洲,Sui_K1,2022-04-27,活魚,活あなご,相対,3894.0
水産,豊洲,Sui_K1,2022-04-27,活魚,その他（活魚）,せり・入札,955.0
水産,豊洲,Sui_K1,2022-04-27,活魚,その他（活魚）,相対,1510.0
水産,豊洲,Sui_K1,2022-04-27,冷凍,冷さば,相対,5606.0
水産,豊洲,Sui_K1,2022-04-27,冷凍,冷さんま,相対,15.0
水産,豊洲,Sui_K1,2022-04-27,冷凍,冷するめ,相対,2377.0
水産,豊洲,Sui_K1,2022-04-27,冷凍,冷にしん,相対,1085.0
水産,豊洲,Sui_K1,2022-04-27,冷凍,冷ぎんだら,相対,6103.0
水産,豊洲,Sui_K1,2022-04-27,冷凍,冷かれい,相対,28735.0
水産,豊洲,Sui_K1,2022-04-27,冷凍,冷さけ,相対,46692.0
水産,豊洲,Sui_K1,2022-04-27,冷凍,冷もんごう,相対,826.0
水産,豊洲,Sui_K1,2022-04-27,冷凍,冷たこ,相対,1686.0
水産,豊洲,Sui_K1,2022-04-27,冷凍,冷えび,相対,17137.0
水産,豊洲,Sui_K1,2022-04-27,冷凍,冷煮ずわい,相対,188.0
水産,豊洲,Sui_K1,2022-04-27,冷凍,その他（冷凍）,相対,23025.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,塩さけ,相対,13769.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,塩かずのこ,相対,1024.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,こうなご,せり・入札,26.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,しらす干,せり・入札,19006.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,にぼし,せり・入札,157.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,身欠にしん,相対,446.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,開干さんま,相対,1397.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,開干さば,相対,4220.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,開干かます,相対,324.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,開干あじ,相対,5778.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,めざし,相対,308.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,蒲焼うなぎ,相対,2889.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,ししゃも,相対,5622.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,煮ほたるいか,相対,6516.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,すけこ,相対,2345.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,かまぼこ,相対,1852.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,ちくわ,相対,815.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,あげもの,相対,3709.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,塩ます,相対,171.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,干するめ,相対,269.0
水産,豊洲,Sui_K1,2022-04-27,塩干加工,その他（塩干加工）,相対,122141.0
水産,足立,Sui_K2,2022-04-27,大物,まぐろ（生鮮）,せり・入札,105.0
水産,足立,Sui_K2,2022-04-27,大物,まぐろ（生鮮）,相対,167.0
水産,足立,Sui_K2,2022-04-27,大物,めばち（冷凍）,せり・入札,1168.0
水産,足立,Sui_K2,2022-04-27,大物,めばち（冷凍）,第三者販売,104.0
水産,足立,Sui_K2,2022-04-27,大物,めかじき（生鮮）,相対,26.0
水産,足立,Sui_K2,2022-04-27,大物,その他（大物冷）,相対,1240.0
水産,足立,Sui_K2,2022-04-27,鮮魚,めじ,相対,23.0
水産,足立,Sui_K2,2022-04-27,鮮魚,きんめだい,相対,189.0
水産,足立,Sui_K2,2022-04-27,鮮魚,ぶり・わらさ,相対,424.0
水産,足立,Sui_K2,2022-04-27,鮮魚,はまち,相対,42.0
水産,足立,Sui_K2,2022-04-27,鮮魚,はまち,第三者販売,10.0
水産,足立,Sui_K2,2022-04-27,鮮魚,かれい,相対,8.0
水産,足立,Sui_K2,2022-04-27,鮮魚,あじ,相対,150.0
水産,足立,Sui_K2,2022-04-27,鮮魚,あじ,第三者販売,5.0
水産,足立,Sui_K2,2022-04-27,鮮魚,さば,相対,121.0
水産,足立,Sui_K2,2022-04-27,鮮魚,かつお,相対,325.0
水産,足立,Sui_K2,2022-04-27,鮮魚,かつお,第三者販売,8.0
水産,足立,Sui_K2,2022-04-27,鮮魚,いわし,相対,70.0
水産,足立,Sui_K2,2022-04-27,鮮魚,いわし,第三者販売,5.0
水産,足立,Sui_K2,2022-04-27,鮮魚,するめいか,相対,35.0
水産,足立,Sui_K2,2022-04-27,鮮魚,さわら・さごち,相対,6.0
水産,足立,Sui_K2,2022-04-27,鮮魚,いさき,相対,59.0
水産,足立,Sui_K2,2022-04-27,鮮魚,いさき,第三者販売,2.0
水産,足立,Sui_K2,2022-04-27,鮮魚,あんこう,相対,17.0
水産,足立,Sui_K2,2022-04-27,鮮魚,かき,相対,24.0
水産,足立,Sui_K2,2022-04-27,鮮魚,かき,第三者販売,12.0
水産,足立,Sui_K2,2022-04-27,鮮魚,うに,相対,11.0
水産,足立,Sui_K2,2022-04-27,鮮魚,その他（鮮魚）,相対,3152.0
水産,足立,Sui_K2,2022-04-27,鮮魚,その他（鮮魚）,第三者販売,148.0
水産,足立,Sui_K2,2022-04-27,活魚,活またい,相対,108.0
水産,足立,Sui_K2,2022-04-27,活魚,活またい,第三者販売,1218.0
水産,足立,Sui_K2,2022-04-27,活魚,活ひらめ,相対,1.0
水産,足立,Sui_K2,2022-04-27,活魚,その他（活魚）,相対,139.0
