日付,種別,区分,販売方法,産地,卸売頭数,規格等
2022-04-06,豚,生体,せり,群馬県,42,上
2022-04-06,豚,生体,せり,栃木県,27,上
2022-04-06,豚,生体,せり,千葉県,5,上
2022-04-07,牛,生体,せり,栃木県,14,和牛　去勢　Ａ－４
2022-04-07,牛,生体,せり,青森県,6,和牛　去勢　Ａ－４
2022-04-07,牛,生体,せり,茨城県,6,和牛　去勢　Ａ－４
2022-04-07,牛,生体,せり,山口県,6,和牛　去勢　Ａ－４
2022-04-07,牛,生体,せり,岩手県,5,和牛　去勢　Ａ－４
2022-04-07,豚,生体,せり,岩手県,79,上
2022-04-07,豚,生体,せり,群馬県,54,上
2022-04-07,豚,生体,せり,秋田県,40,上
2022-04-07,豚,生体,せり,栃木県,34,上
2022-04-07,豚,生体,せり,千葉県,26,上
2022-04-08,牛,生体,せり,北海道,13,和牛　去勢　Ａ－４
2022-04-08,牛,生体,せり,茨城県,12,和牛　去勢　Ａ－４
2022-04-08,牛,生体,せり,群馬県,12,和牛　去勢　Ａ－４
2022-04-08,牛,生体,せり,栃木県,11,和牛　去勢　Ａ－４
2022-04-08,牛,生体,せり,福島県,7,和牛　去勢　Ａ－４
2022-04-08,豚,生体,せり,茨城県,112,上
2022-04-08,豚,生体,せり,千葉県,79,上
2022-04-08,豚,生体,せり,岩手県,46,上
2022-04-08,豚,生体,せり,群馬県,46,上
2022-04-08,豚,生体,せり,福島県,42,上
2022-04-11,牛,生体,せり,埼玉県,10,和牛　去勢　Ａ－４
2022-04-11,牛,生体,せり,北海道,4,和牛　去勢　Ａ－４
2022-04-11,牛,生体,せり,佐賀県,2,和牛　去勢　Ａ－４
2022-04-11,牛,生体,せり,大分県,1,和牛　去勢　Ａ－４
2022-04-11,豚,生体,せり,岩手県,64,上
2022-04-11,豚,生体,せり,秋田県,37,上
2022-04-11,豚,生体,せり,宮城県,23,上
2022-04-11,豚,生体,せり,群馬県,20,上
2022-04-11,豚,生体,せり,栃木県,14,上
2022-04-12,牛,生体,せり,栃木県,14,和牛　去勢　Ａ－４
2022-04-12,牛,生体,せり,千葉県,11,和牛　去勢　Ａ－４
2022-04-12,牛,生体,せり,群馬県,9,和牛　去勢　Ａ－４
2022-04-12,牛,生体,せり,宮城県,8,和牛　去勢　Ａ－４
2022-04-12,牛,生体,せり,茨城県,5,和牛　去勢　Ａ－４
2022-04-12,豚,生体,せり,茨城県,98,上
2022-04-12,豚,生体,せり,秋田県,63,上
2022-04-12,豚,生体,せり,千葉県,53,上
2022-04-12,豚,生体,せり,岩手県,45,上
2022-04-12,豚,生体,せり,群馬県,37,上
2022-04-13,牛,生体,せり,群馬県,14,和牛　去勢　Ａ－４
2022-04-13,牛,生体,せり,北海道,10,和牛　去勢　Ａ－４
2022-04-13,牛,生体,せり,宮城県,7,和牛　去勢　Ａ－４
2022-04-13,牛,生体,せり,栃木県,7,和牛　去勢　Ａ－４
2022-04-13,牛,生体,せり,埼玉県,5,和牛　去勢　Ａ－４
2022-04-13,豚,生体,せり,群馬県,62,上
2022-04-13,豚,生体,せり,岩手県,58,上
2022-04-13,豚,生体,せり,茨城県,34,上
2022-04-13,豚,生体,せり,千葉県,34,上
2022-04-13,豚,生体,せり,埼玉県,4,上
2022-04-14,牛,生体,せり,栃木県,11,和牛　去勢　Ａ－４
2022-04-14,牛,生体,せり,茨城県,8,和牛　去勢　Ａ－４
2022-04-14,牛,生体,せり,岩手県,6,和牛　去勢　Ａ－４
2022-04-14,牛,生体,せり,福島県,6,和牛　去勢　Ａ－４
2022-04-14,牛,生体,せり,北海道,4,和牛　去勢　Ａ－４
2022-04-14,豚,生体,せり,岩手県,101,上
2022-04-14,豚,生体,せり,千葉県,61,上
2022-04-14,豚,生体,せり,栃木県,39,上
2022-04-14,豚,生体,せり,茨城県,26,上
2022-04-14,豚,生体,せり,秋田県,22,上
2022-04-15,牛,生体,せり,群馬県,9,和牛　去勢　Ａ－４
2022-04-15,牛,生体,せり,北海道,8,和牛　去勢　Ａ－４
2022-04-15,牛,生体,せり,茨城県,8,和牛　去勢　Ａ－４
2022-04-15,牛,生体,せり,栃木県,7,和牛　去勢　Ａ－４
2022-04-15,牛,生体,せり,青森県,5,和牛　去勢　Ａ－４
2022-04-15,豚,生体,せり,茨城県,110,上
2022-04-15,豚,生体,せり,岩手県,57,上
2022-04-15,豚,生体,せり,千葉県,55,上
2022-04-15,豚,生体,せり,秋田県,50,上
2022-04-15,豚,生体,せり,福島県,43,上
2022-04-18,牛,生体,せり,栃木県,6,和牛　去勢　Ａ－４
2022-04-18,牛,生体,せり,埼玉県,5,和牛　去勢　Ａ－４
2022-04-18,牛,生体,せり,北海道,3,和牛　去勢　Ａ－４
2022-04-18,牛,生体,せり,宮城県,1,和牛　去勢　Ａ－４
2022-04-18,牛,生体,せり,福島県,1,和牛　去勢　Ａ－４
2022-04-18,豚,生体,せり,岩手県,60,上
2022-04-18,豚,生体,せり,秋田県,37,上
2022-04-18,豚,生体,せり,千葉県,19,上
2022-04-18,豚,生体,せり,群馬県,18,上
2022-04-18,豚,生体,せり,栃木県,14,上
2022-04-19,牛,生体,せり,埼玉県,11,和牛　去勢　Ａ－４
2022-04-19,牛,生体,せり,群馬県,10,和牛　去勢　Ａ－４
2022-04-19,牛,生体,せり,千葉県,10,和牛　去勢　Ａ－４
2022-04-19,牛,生体,せり,栃木県,7,和牛　去勢　Ａ－４
2022-04-19,牛,生体,せり,神奈川県,7,和牛　去勢　Ａ－４
2022-04-19,豚,生体,せり,茨城県,89,上
2022-04-19,豚,生体,せり,千葉県,63,上
2022-04-19,豚,生体,せり,秋田県,50,上
2022-04-19,豚,生体,せり,岩手県,42,上
2022-04-19,豚,生体,せり,群馬県,38,上
2022-04-20,牛,生体,せり,栃木県,12,和牛　去勢　Ａ－４
2022-04-20,牛,生体,せり,群馬県,12,和牛　去勢　Ａ－４
2022-04-20,牛,生体,せり,北海道,10,和牛　去勢　Ａ－４
2022-04-20,牛,生体,せり,宮城県,7,和牛　去勢　Ａ－４
2022-04-20,牛,生体,せり,福島県,7,和牛　去勢　Ａ－４
2022-04-20,豚,生体,せり,岩手県,86,上
2022-04-20,豚,生体,せり,群馬県,81,上
2022-04-20,豚,生体,せり,栃木県,33,上
2022-04-20,豚,生体,せり,茨城県,25,上
2022-04-20,豚,生体,せり,千葉県,22,上
2022-04-21,牛,生体,せり,福島県,12,和牛　去勢　Ａ－４
2022-04-21,牛,生体,せり,群馬県,8,和牛　去勢　Ａ－４
2022-04-21,牛,生体,せり,栃木県,7,和牛　去勢　Ａ－４
2022-04-21,牛,生体,せり,岩手県,6,和牛　去勢　Ａ－４
2022-04-21,牛,生体,せり,山形県,6,和牛　去勢　Ａ－４
2022-04-21,豚,生体,せり,岩手県,98,上
2022-04-21,豚,生体,せり,秋田県,42,上
2022-04-21,豚,生体,せり,栃木県,31,上
2022-04-21,豚,生体,せり,群馬県,24,上
2022-04-21,豚,生体,せり,千葉県,20,上
2022-04-22,牛,生体,せり,北海道,15,和牛　去勢　Ａ－４
2022-04-22,牛,生体,せり,茨城県,13,和牛　去勢　Ａ－４
2022-04-22,牛,生体,せり,栃木県,12,和牛　去勢　Ａ－４
2022-04-22,牛,生体,せり,群馬県,8,和牛　去勢　Ａ－４
2022-04-22,牛,生体,せり,青森県,6,和牛　去勢　Ａ－４
2022-04-22,豚,生体,せり,茨城県,100,上
2022-04-22,豚,生体,せり,千葉県,54,上
2022-04-22,豚,生体,せり,秋田県,50,上
2022-04-22,豚,生体,せり,岩手県,47,上
2022-04-22,豚,生体,せり,福島県,42,上
2022-04-25,牛,生体,せり,埼玉県,6,和牛　去勢　Ａ－４
2022-04-25,牛,生体,せり,神奈川県,4,和牛　去勢　Ａ－４
2022-04-25,牛,生体,せり,北海道,3,和牛　去勢　Ａ－４
2022-04-25,牛,生体,せり,三重県,3,和牛　去勢　Ａ－４
2022-04-25,牛,生体,せり,茨城県,1,和牛　去勢　Ａ－４
2022-04-25,豚,生体,せり,岩手県,113,上
2022-04-25,豚,生体,せり,群馬県,47,上
2022-04-25,豚,生体,せり,千葉県,39,上
2022-04-25,豚,生体,せり,秋田県,36,上
2022-04-25,豚,生体,せり,埼玉県,18,上
2022-04-26,牛,生体,せり,茨城県,16,和牛　去勢　Ａ－４
2022-04-26,牛,生体,せり,栃木県,7,和牛　去勢　Ａ－４
2022-04-26,牛,生体,せり,鹿児島県,6,和牛　去勢　Ａ－４
2022-04-26,牛,生体,せり,北海道,4,和牛　去勢　Ａ－４
2022-04-26,牛,生体,せり,群馬県,4,和牛　去勢　Ａ－４
2022-04-26,豚,生体,せり,茨城県,76,上
2022-04-26,豚,生体,せり,群馬県,60,上
2022-04-26,豚,生体,せり,千葉県,58,上
2022-04-26,豚,生体,せり,秋田県,56,上
2022-04-26,豚,生体,せり,岩手県,40,上
2022-04-27,牛,生体,せり,茨城県,8,和牛　去勢　Ａ－４
2022-04-27,牛,生体,せり,群馬県,7,和牛　去勢　Ａ－４
2022-04-27,牛,生体,せり,福島県,5,和牛　去勢　Ａ－４
2022-04-27,牛,生体,せり,北海道,4,和牛　去勢　Ａ－４
2022-04-27,牛,生体,せり,岩手県,3,和牛　去勢　Ａ－４
2022-04-27,豚,生体,せり,群馬県,63,上
2022-04-27,豚,生体,せり,岩手県,53,上
2022-04-27,豚,生体,せり,千葉県,53,上
2022-04-27,豚,生体,せり,茨城県,38,上
2022-04-27,豚,生体,せり,栃木県,35,上
2022-04-28,牛,生体,せり,北海道,4,和牛　去勢　Ａ－４
2022-04-28,牛,生体,せり,茨城県,4,和牛　去勢　Ａ－４
2022-04-28,牛,生体,せり,宮城県,3,和牛　去勢　Ａ－４
2022-04-28,牛,生体,せり,栃木県,2,和牛　去勢　Ａ－４
2022-04-28,牛,生体,せり,群馬県,1,和牛　去勢　Ａ－４
2022-04-28,豚,生体,せり,茨城県,137,上
2022-04-28,豚,生体,せり,岩手県,78,上
2022-04-28,豚,生体,せり,千葉県,57,上
2022-04-28,豚,生体,せり,秋田県,44,上
2022-04-28,豚,生体,せり,栃木県,44,上
2022-05-02,牛,生体,せり,宮城県,3,和牛　去勢　Ａ－４
2022-05-02,豚,生体,せり,秋田県,135,上
2022-05-02,豚,生体,せり,岩手県,70,上
2022-05-02,豚,生体,せり,福島県,60,上
2022-05-02,豚,生体,せり,群馬県,60,上
2022-05-02,豚,生体,せり,千葉県,56,上
2022-05-06,牛,生体,せり,福島県,2,和牛　去勢　Ａ－４
2022-05-06,牛,生体,せり,栃木県,2,和牛　去勢　Ａ－４
2022-05-06,豚,生体,せり,岩手県,105,上
2022-05-06,豚,生体,せり,千葉県,84,上
2022-05-06,豚,生体,せり,茨城県,74,上
2022-05-06,豚,生体,せり,群馬県,59,上
2022-05-06,豚,生体,せり,秋田県,56,上
2022-05-09,牛,生体,せり,茨城県,8,和牛　去勢　Ａ－４
2022-05-09,牛,生体,せり,栃木県,4,和牛　去勢　Ａ－４
2022-05-09,牛,生体,せり,宮城県,3,和牛　去勢　Ａ－４
2022-05-09,牛,生体,せり,埼玉県,3,和牛　去勢　Ａ－４
2022-05-09,牛,生体,せり,石川県,3,和牛　去勢　Ａ－４
2022-05-09,豚,生体,せり,茨城県,131,上
2022-05-09,豚,生体,せり,岩手県,96,上
2022-05-09,豚,生体,せり,福島県,56,上
2022-05-09,豚,生体,せり,秋田県,41,上
2022-05-09,豚,生体,せり,群馬県,35,上
2022-05-10,牛,生体,せり,栃木県,16,和牛　去勢　Ａ－４
2022-05-10,牛,生体,せり,群馬県,13,和牛　去勢　Ａ－４
2022-05-10,牛,生体,せり,茨城県,8,和牛　去勢　Ａ－４
2022-05-10,牛,生体,せり,岩手県,4,和牛　去勢　Ａ－４
2022-05-10,牛,生体,せり,宮城県,3,和牛　去勢　Ａ－４
2022-05-10,豚,生体,せり,茨城県,120,上
2022-05-10,豚,生体,せり,千葉県,66,上
2022-05-10,豚,生体,せり,埼玉県,54,上
2022-05-10,豚,生体,せり,秋田県,52,上
2022-05-10,豚,生体,せり,群馬県,43,上
2022-05-11,牛,生体,せり,北海道,9,和牛　去勢　Ａ－４
2022-05-11,牛,生体,せり,青森県,6,和牛　去勢　Ａ－４
2022-05-11,牛,生体,せり,福島県,5,和牛　去勢　Ａ－４
2022-05-11,牛,生体,せり,栃木県,5,和牛　去勢　Ａ－４
2022-05-11,牛,生体,せり,群馬県,5,和牛　去勢　Ａ－４
2022-05-11,豚,生体,せり,岩手県,80,上
2022-05-11,豚,生体,せり,茨城県,61,上
2022-05-11,豚,生体,せり,群馬県,36,上
2022-05-11,豚,生体,せり,千葉県,26,上
2022-05-11,豚,生体,せり,栃木県,18,上
2022-05-12,牛,生体,せり,群馬県,10,和牛　去勢　Ａ－４
2022-05-12,牛,生体,せり,福島県,6,和牛　去勢　Ａ－４
2022-05-12,牛,生体,せり,茨城県,6,和牛　去勢　Ａ－４
2022-05-12,牛,生体,せり,栃木県,6,和牛　去勢　Ａ－４
2022-05-12,牛,生体,せり,岩手県,5,和牛　去勢　Ａ－４
2022-05-12,豚,生体,せり,岩手県,92,上
2022-05-12,豚,生体,せり,秋田県,43,上
2022-05-12,豚,生体,せり,栃木県,39,上
2022-05-12,豚,生体,せり,群馬県,34,上
2022-05-12,豚,生体,せり,千葉県,31,上
2022-05-13,牛,生体,せり,岩手県,8,和牛　去勢　Ａ－４
2022-05-13,牛,生体,せり,群馬県,8,和牛　去勢　Ａ－４
2022-05-13,牛,生体,せり,北海道,7,和牛　去勢　Ａ－４
2022-05-13,牛,生体,せり,茨城県,7,和牛　去勢　Ａ－４
2022-05-13,牛,生体,せり,栃木県,5,和牛　去勢　Ａ－４
2022-05-13,豚,生体,せり,茨城県,110,上
2022-05-13,豚,生体,せり,岩手県,53,上
2022-05-13,豚,生体,せり,秋田県,52,上
2022-05-13,豚,生体,せり,千葉県,50,上
2022-05-13,豚,生体,せり,福島県,46,上
2022-05-16,牛,生体,せり,埼玉県,5,和牛　去勢　Ａ－４
2022-05-16,牛,生体,せり,佐賀県,3,和牛　去勢　Ａ－４
2022-05-16,牛,生体,せり,栃木県,2,和牛　去勢　Ａ－４
2022-05-16,牛,生体,せり,北海道,1,和牛　去勢　Ａ－４
2022-05-16,牛,生体,せり,滋賀県,1,和牛　去勢　Ａ－４
2022-05-16,豚,生体,せり,岩手県,50,上
2022-05-16,豚,生体,せり,秋田県,44,上
2022-05-16,豚,生体,せり,千葉県,41,上
2022-05-16,豚,生体,せり,群馬県,34,上
2022-05-16,豚,生体,せり,宮城県,3,上
2022-05-17,牛,生体,せり,栃木県,14,和牛　去勢　Ａ－４
2022-05-17,牛,生体,せり,群馬県,8,和牛　去勢　Ａ－４
2022-05-17,牛,生体,せり,岩手県,4,和牛　去勢　Ａ－４
2022-05-17,牛,生体,せり,茨城県,4,和牛　去勢　Ａ－４
2022-05-17,牛,生体,せり,北海道,3,和牛　去勢　Ａ－４
2022-05-17,豚,生体,せり,茨城県,136,上
2022-05-17,豚,生体,せり,千葉県,71,上
2022-05-17,豚,生体,せり,群馬県,60,上
2022-05-17,豚,生体,せり,埼玉県,46,上
2022-05-17,豚,生体,せり,岩手県,40,上
2022-05-18,牛,生体,せり,群馬県,10,和牛　去勢　Ａ－４
2022-05-18,牛,生体,せり,栃木県,9,和牛　去勢　Ａ－４
2022-05-18,牛,生体,せり,福島県,6,和牛　去勢　Ａ－４
2022-05-18,牛,生体,せり,北海道,5,和牛　去勢　Ａ－４
2022-05-18,牛,生体,せり,茨城県,4,和牛　去勢　Ａ－４
2022-05-18,豚,生体,せり,群馬県,68,上
2022-05-18,豚,生体,せり,岩手県,55,上
2022-05-18,豚,生体,せり,茨城県,25,上
2022-05-18,豚,生体,せり,栃木県,10,上
2022-05-18,豚,生体,せり,千葉県,9,上
2022-05-19,牛,生体,せり,茨城県,10,和牛　去勢　Ａ－４
2022-05-19,牛,生体,せり,群馬県,9,和牛　去勢　Ａ－４
2022-05-19,牛,生体,せり,宮城県,7,和牛　去勢　Ａ－４
2022-05-19,牛,生体,せり,福島県,6,和牛　去勢　Ａ－４
2022-05-19,牛,生体,せり,埼玉県,4,和牛　去勢　Ａ－４
2022-05-19,豚,生体,せり,岩手県,98,上
2022-05-19,豚,生体,せり,栃木県,36,上
2022-05-19,豚,生体,せり,秋田県,32,上
2022-05-19,豚,生体,せり,千葉県,29,上
2022-05-20,牛,生体,せり,茨城県,14,和牛　去勢　Ａ－４
2022-05-20,牛,生体,せり,北海道,11,和牛　去勢　Ａ－４
2022-05-20,牛,生体,せり,岩手県,9,和牛　去勢　Ａ－４
2022-05-20,牛,生体,せり,群馬県,9,和牛　去勢　Ａ－４
2022-05-20,牛,生体,せり,栃木県,5,和牛　去勢　Ａ－４
2022-05-20,豚,生体,せり,茨城県,129,上
2022-05-20,豚,生体,せり,群馬県,59,上
2022-05-20,豚,生体,せり,福島県,48,上
2022-05-20,豚,生体,せり,岩手県,47,上
2022-05-20,豚,生体,せり,秋田県,47,上
2022-05-23,牛,生体,せり,埼玉県,7,和牛　去勢　Ａ－４
2022-05-23,牛,生体,せり,北海道,3,和牛　去勢　Ａ－４
2022-05-23,牛,生体,せり,岩手県,2,和牛　去勢　Ａ－４
2022-05-23,牛,生体,せり,福島県,1,和牛　去勢　Ａ－４
2022-05-23,牛,生体,せり,栃木県,1,和牛　去勢　Ａ－４
2022-05-23,豚,生体,せり,岩手県,56,上
2022-05-23,豚,生体,せり,秋田県,41,上
2022-05-23,豚,生体,せり,千葉県,25,上
2022-05-23,豚,生体,せり,群馬県,14,上
2022-05-23,豚,生体,せり,宮城県,12,上
2022-05-24,牛,生体,せり,栃木県,11,和牛　去勢　Ａ－４
2022-05-24,牛,生体,せり,群馬県,8,和牛　去勢　Ａ－４
2022-05-24,牛,生体,せり,宮城県,6,和牛　去勢　Ａ－４
2022-05-24,牛,生体,せり,鹿児島県,6,和牛　去勢　Ａ－４
2022-05-24,牛,生体,せり,神奈川県,5,和牛　去勢　Ａ－４
2022-05-24,豚,生体,せり,茨城県,114,上
2022-05-24,豚,生体,せり,千葉県,51,上
2022-05-24,豚,生体,せり,埼玉県,47,上
2022-05-24,豚,生体,せり,群馬県,45,上
2022-05-24,豚,生体,せり,岩手県,42,上
2022-05-25,牛,生体,せり,群馬県,13,和牛　去勢　Ａ－４
2022-05-25,牛,生体,せり,福島県,11,和牛　去勢　Ａ－４
2022-05-25,牛,生体,せり,栃木県,10,和牛　去勢　Ａ－４
2022-05-25,牛,生体,せり,北海道,5,和牛　去勢　Ａ－４
2022-05-25,牛,生体,せり,埼玉県,4,和牛　去勢　Ａ－４
2022-05-25,豚,生体,せり,群馬県,62,上
2022-05-25,豚,生体,せり,岩手県,42,上
2022-05-25,豚,生体,せり,栃木県,41,上
2022-05-25,豚,生体,せり,茨城県,28,上
2022-05-25,豚,生体,せり,千葉県,20,上
2022-05-26,牛,生体,せり,宮城県,8,和牛　去勢　Ａ－４
2022-05-26,牛,生体,せり,岩手県,7,和牛　去勢　Ａ－４
2022-05-26,牛,生体,せり,北海道,6,和牛　去勢　Ａ－４
2022-05-26,牛,生体,せり,福島県,5,和牛　去勢　Ａ－４
2022-05-26,牛,生体,せり,栃木県,5,和牛　去勢　Ａ－４
2022-05-26,豚,生体,せり,岩手県,92,上
2022-05-26,豚,生体,せり,秋田県,49,上
2022-05-26,豚,生体,せり,千葉県,48,上
2022-05-26,豚,生体,せり,栃木県,25,上
2022-05-26,豚,生体,せり,茨城県,24,上
2022-05-27,牛,生体,せり,北海道,11,和牛　去勢　Ａ－４
2022-05-27,牛,生体,せり,茨城県,8,和牛　去勢　Ａ－４
2022-05-27,牛,生体,せり,群馬県,8,和牛　去勢　Ａ－４
2022-05-27,牛,生体,せり,栃木県,3,和牛　去勢　Ａ－４
2022-05-27,牛,生体,せり,青森県,2,和牛　去勢　Ａ－４
2022-05-27,豚,生体,せり,茨城県,125,上
2022-05-27,豚,生体,せり,千葉県,75,上
2022-05-27,豚,生体,せり,福島県,57,上
2022-05-27,豚,生体,せり,秋田県,55,上
2022-05-27,豚,生体,せり,岩手県,50,上
2022-05-30,牛,生体,せり,佐賀県,3,和牛　去勢　Ａ－４
2022-05-30,牛,生体,せり,埼玉県,2,和牛　去勢　Ａ－４
2022-05-30,牛,生体,せり,北海道,1,和牛　去勢　Ａ－４
2022-05-30,豚,生体,せり,岩手県,67,上
2022-05-30,豚,生体,せり,千葉県,53,上
2022-05-30,豚,生体,せり,秋田県,44,上
2022-05-30,豚,生体,せり,群馬県,30,上
2022-05-30,豚,生体,せり,宮城県,12,上
2022-05-31,牛,生体,せり,茨城県,12,和牛　去勢　Ａ－４
2022-05-31,牛,生体,せり,宮城県,6,和牛　去勢　Ａ－４
2022-05-31,牛,生体,せり,栃木県,6,和牛　去勢　Ａ－４
2022-05-31,牛,生体,せり,千葉県,3,和牛　去勢　Ａ－４
2022-05-31,牛,生体,せり,群馬県,2,和牛　去勢　Ａ－４
2022-05-31,豚,生体,せり,茨城県,92,上
2022-05-31,豚,生体,せり,群馬県,55,上
2022-05-31,豚,生体,せり,埼玉県,48,上
2022-05-31,豚,生体,せり,秋田県,47,上
2022-05-31,豚,生体,せり,千葉県,47,上
2022-06-01,牛,生体,せり,栃木県,8,和牛　去勢　Ａ－４
2022-06-01,牛,生体,せり,群馬県,8,和牛　去勢　Ａ－４
2022-06-01,牛,生体,せり,岩手県,5,和牛　去勢　Ａ－４
2022-06-01,牛,生体,せり,千葉県,4,和牛　去勢　Ａ－４
2022-06-01,牛,生体,せり,埼玉県,3,和牛　去勢　Ａ－４
2022-06-01,豚,生体,せり,群馬県,73,上
2022-06-01,豚,生体,せり,岩手県,49,上
2022-06-01,豚,生体,せり,千葉県,25,上
2022-06-01,豚,生体,せり,茨城県,15,上
2022-06-01,豚,生体,せり,栃木県,3,上
2022-06-02,牛,生体,せり,福島県,11,和牛　去勢　Ａ－４
2022-06-02,牛,生体,せり,群馬県,11,和牛　去勢　Ａ－４
2022-06-02,牛,生体,せり,栃木県,10,和牛　去勢　Ａ－４
2022-06-02,牛,生体,せり,茨城県,6,和牛　去勢　Ａ－４
2022-06-02,牛,生体,せり,宮城県,4,和牛　去勢　Ａ－４
2022-06-02,豚,生体,せり,岩手県,86,上
2022-06-02,豚,生体,せり,千葉県,44,上
2022-06-02,豚,生体,せり,秋田県,43,上
2022-06-02,豚,生体,せり,群馬県,20,上
2022-06-02,豚,生体,せり,栃木県,17,上
2022-06-03,牛,生体,せり,栃木県,8,和牛　去勢　Ａ－４
2022-06-03,牛,生体,せり,宮城県,6,和牛　去勢　Ａ－４
2022-06-03,牛,生体,せり,群馬県,6,和牛　去勢　Ａ－４
2022-06-03,牛,生体,せり,茨城県,5,和牛　去勢　Ａ－４
2022-06-03,牛,生体,せり,福島県,4,和牛　去勢　Ａ－４
2022-06-03,豚,生体,せり,茨城県,117,上
2022-06-03,豚,生体,せり,群馬県,64,上
2022-06-03,豚,生体,せり,千葉県,61,上
2022-06-03,豚,生体,せり,岩手県,37,上
2022-06-03,豚,生体,せり,福島県,30,上
2022-06-06,牛,生体,せり,茨城県,6,和牛　去勢　Ａ－４
2022-06-06,牛,生体,せり,埼玉県,6,和牛　去勢　Ａ－４
2022-06-06,牛,生体,せり,北海道,2,和牛　去勢　Ａ－４
2022-06-06,牛,生体,せり,栃木県,2,和牛　去勢　Ａ－４
2022-06-06,牛,生体,せり,石川県,2,和牛　去勢　Ａ－４
2022-06-06,豚,生体,せり,岩手県,54,上
2022-06-06,豚,生体,せり,秋田県,43,上
2022-06-06,豚,生体,せり,栃木県,43,上
2022-06-06,豚,生体,せり,千葉県,35,上
2022-06-06,豚,生体,せり,群馬県,21,上
2022-06-07,牛,生体,せり,群馬県,11,和牛　去勢　Ａ－４
2022-06-07,牛,生体,せり,茨城県,8,和牛　去勢　Ａ－４
2022-06-07,牛,生体,せり,栃木県,7,和牛　去勢　Ａ－４
2022-06-07,牛,生体,せり,埼玉県,6,和牛　去勢　Ａ－４
2022-06-07,牛,生体,せり,鹿児島県,4,和牛　去勢　Ａ－４
2022-06-07,豚,生体,せり,茨城県,109,上
2022-06-07,豚,生体,せり,秋田県,63,上
2022-06-07,豚,生体,せり,埼玉県,56,上
2022-06-07,豚,生体,せり,千葉県,50,上
2022-06-07,豚,生体,せり,群馬県,43,上
2022-06-08,牛,生体,せり,栃木県,8,和牛　去勢　Ａ－４
2022-06-08,牛,生体,せり,群馬県,5,和牛　去勢　Ａ－４
2022-06-08,牛,生体,せり,埼玉県,5,和牛　去勢　Ａ－４
2022-06-08,牛,生体,せり,島根県,4,和牛　去勢　Ａ－４
2022-06-08,牛,生体,せり,岩手県,3,和牛　去勢　Ａ－４
2022-06-08,豚,生体,せり,群馬県,81,上
2022-06-08,豚,生体,せり,岩手県,54,上
2022-06-08,豚,生体,せり,千葉県,36,上
2022-06-08,豚,生体,せり,栃木県,25,上
2022-06-08,豚,生体,せり,茨城県,23,上
2022-06-09,牛,生体,せり,北海道,8,和牛　去勢　Ａ－４
2022-06-09,牛,生体,せり,栃木県,7,和牛　去勢　Ａ－４
2022-06-09,牛,生体,せり,茨城県,6,和牛　去勢　Ａ－４
2022-06-09,牛,生体,せり,群馬県,6,和牛　去勢　Ａ－４
2022-06-09,牛,生体,せり,青森県,5,和牛　去勢　Ａ－４
