日付,種別,種類,区分,頭数(頭)
2022-04-05,こ牛,,上場頭数(搬入),1.0
2022-04-06,牛,和牛,本日と畜,325.0
2022-04-06,牛,和牛,上場頭数(生体),336.0
2022-04-06,牛,和牛,上場頭数(搬入),118.0
2022-04-06,牛,交雑種,本日と畜,103.0
2022-04-06,牛,交雑種,上場頭数(生体),94.0
2022-04-06,牛,交雑種,上場頭数(搬入),123.5
2022-04-06,牛,乳牛,本日と畜,2.0
2022-04-06,牛,乳牛,上場頭数(生体),0.0
2022-04-06,牛,乳牛,上場頭数(搬入),50.5
2022-04-06,牛,計,本日と畜,430.0
2022-04-06,牛,計,上場頭数(生体),430.0
2022-04-06,牛,計,上場頭数(搬入),292.0
2022-04-06,馬,,本日と畜,0.0
2022-04-06,馬,,上場頭数(生体),0.0
2022-04-06,馬,,上場頭数(搬入),0.0
2022-04-06,豚,,本日と畜,849.0
2022-04-06,豚,,上場頭数(生体),761.0
2022-04-06,豚,,上場頭数(搬入),1.0
2022-04-06,こ牛,,本日と畜,0.0
2022-04-06,こ牛,,上場頭数(生体),0.0
2022-04-06,こ牛,,上場頭数(搬入),0.0
2022-04-07,牛,和牛,本日と畜,355.0
2022-04-07,牛,和牛,上場頭数(生体),325.0
2022-04-07,牛,和牛,上場頭数(搬入),76.0
2022-04-07,牛,交雑種,本日と畜,74.0
2022-04-07,牛,交雑種,上場頭数(生体),103.0
2022-04-07,牛,交雑種,上場頭数(搬入),95.0
2022-04-07,牛,乳牛,本日と畜,1.0
2022-04-07,牛,乳牛,上場頭数(生体),2.0
2022-04-07,牛,乳牛,上場頭数(搬入),47.5
2022-04-07,牛,計,本日と畜,430.0
2022-04-07,牛,計,上場頭数(生体),430.0
2022-04-07,牛,計,上場頭数(搬入),218.5
2022-04-07,馬,,本日と畜,0.0
2022-04-07,馬,,上場頭数(生体),0.0
2022-04-07,馬,,上場頭数(搬入),0.0
2022-04-07,豚,,本日と畜,946.0
2022-04-07,豚,,上場頭数(生体),849.0
2022-04-07,豚,,上場頭数(搬入),0.0
2022-04-07,こ牛,,本日と畜,0.0
2022-04-07,こ牛,,上場頭数(生体),0.0
2022-04-07,こ牛,,上場頭数(搬入),0.0
2022-04-08,牛,和牛,本日と畜,327.0
2022-04-08,牛,和牛,上場頭数(生体),355.0
2022-04-08,牛,和牛,上場頭数(搬入),90.0
2022-04-08,牛,交雑種,本日と畜,101.0
2022-04-08,牛,交雑種,上場頭数(生体),74.0
2022-04-08,牛,交雑種,上場頭数(搬入),37.0
2022-04-08,牛,乳牛,本日と畜,0.0
2022-04-08,牛,乳牛,上場頭数(生体),1.0
2022-04-08,牛,乳牛,上場頭数(搬入),77.0
2022-04-08,牛,計,本日と畜,428.0
2022-04-08,牛,計,上場頭数(生体),430.0
2022-04-08,牛,計,上場頭数(搬入),204.0
2022-04-08,馬,,本日と畜,0.0
2022-04-08,馬,,上場頭数(生体),0.0
2022-04-08,馬,,上場頭数(搬入),0.0
2022-04-08,豚,,本日と畜,663.0
2022-04-08,豚,,上場頭数(生体),998.0
2022-04-08,豚,,上場頭数(搬入),12.0
2022-04-08,こ牛,,本日と畜,0.0
2022-04-08,こ牛,,上場頭数(生体),0.0
2022-04-08,こ牛,,上場頭数(搬入),1.0
2022-04-11,牛,和牛,本日と畜,316.0
2022-04-11,牛,和牛,上場頭数(生体),326.0
2022-04-11,牛,和牛,上場頭数(搬入),47.0
2022-04-11,牛,交雑種,本日と畜,112.0
2022-04-11,牛,交雑種,上場頭数(生体),101.0
2022-04-11,牛,交雑種,上場頭数(搬入),56.0
2022-04-11,牛,乳牛,本日と畜,1.0
2022-04-11,牛,乳牛,上場頭数(生体),0.0
2022-04-11,牛,乳牛,上場頭数(搬入),49.0
2022-04-11,牛,計,本日と畜,429.0
2022-04-11,牛,計,上場頭数(生体),427.0
2022-04-11,牛,計,上場頭数(搬入),152.0
2022-04-11,馬,,本日と畜,0.0
2022-04-11,馬,,上場頭数(生体),0.0
2022-04-11,馬,,上場頭数(搬入),0.0
2022-04-11,豚,,本日と畜,817.0
2022-04-11,豚,,上場頭数(生体),721.0
2022-04-11,豚,,上場頭数(搬入),10.0
2022-04-11,こ牛,,本日と畜,0.0
2022-04-11,こ牛,,上場頭数(生体),0.0
2022-04-11,こ牛,,上場頭数(搬入),0.0
2022-04-12,牛,和牛,本日と畜,364.0
2022-04-12,牛,和牛,上場頭数(生体),316.0
2022-04-12,牛,和牛,上場頭数(搬入),12.0
2022-04-12,牛,交雑種,本日と畜,65.0
2022-04-12,牛,交雑種,上場頭数(生体),112.0
2022-04-12,牛,交雑種,上場頭数(搬入),5.0
2022-04-12,牛,乳牛,本日と畜,0.0
2022-04-12,牛,乳牛,上場頭数(生体),1.0
2022-04-12,牛,乳牛,上場頭数(搬入),34.0
2022-04-12,牛,計,本日と畜,429.0
2022-04-12,牛,計,上場頭数(生体),429.0
2022-04-12,牛,計,上場頭数(搬入),51.0
2022-04-12,馬,,本日と畜,0.0
2022-04-12,馬,,上場頭数(生体),0.0
2022-04-12,馬,,上場頭数(搬入),0.0
2022-04-12,豚,,本日と畜,663.0
2022-04-12,豚,,上場頭数(生体),863.0
2022-04-12,豚,,上場頭数(搬入),0.0
2022-04-12,こ牛,,本日と畜,0.0
2022-04-12,こ牛,,上場頭数(生体),0.0
2022-04-12,こ牛,,上場頭数(搬入),1.0
2022-04-13,牛,和牛,本日と畜,335.0
2022-04-13,牛,和牛,上場頭数(生体),363.0
2022-04-13,牛,和牛,上場頭数(搬入),112.5
2022-04-13,牛,交雑種,本日と畜,82.0
2022-04-13,牛,交雑種,上場頭数(生体),65.0
2022-04-13,牛,交雑種,上場頭数(搬入),159.0
2022-04-13,牛,乳牛,本日と畜,12.0
2022-04-13,牛,乳牛,上場頭数(生体),0.0
2022-04-13,牛,乳牛,上場頭数(搬入),53.0
2022-04-13,牛,計,本日と畜,429.0
2022-04-13,牛,計,上場頭数(生体),428.0
2022-04-13,牛,計,上場頭数(搬入),324.5
2022-04-13,馬,,本日と畜,0.0
2022-04-13,馬,,上場頭数(生体),0.0
2022-04-13,馬,,上場頭数(搬入),0.0
2022-04-13,豚,,本日と畜,839.0
2022-04-13,豚,,上場頭数(生体),721.0
2022-04-13,豚,,上場頭数(搬入),2.0
2022-04-13,こ牛,,本日と畜,0.0
2022-04-13,こ牛,,上場頭数(生体),0.0
2022-04-13,こ牛,,上場頭数(搬入),0.0
2022-04-14,牛,和牛,本日と畜,287.0
2022-04-14,牛,和牛,上場頭数(生体),335.0
2022-04-14,牛,和牛,上場頭数(搬入),91.0
2022-04-14,牛,交雑種,本日と畜,139.0
2022-04-14,牛,交雑種,上場頭数(生体),82.0
2022-04-14,牛,交雑種,上場頭数(搬入),81.0
2022-04-14,牛,乳牛,本日と畜,0.0
2022-04-14,牛,乳牛,上場頭数(生体),12.0
2022-04-14,牛,乳牛,上場頭数(搬入),60.5
2022-04-14,牛,計,本日と畜,426.0
2022-04-14,牛,計,上場頭数(生体),429.0
2022-04-14,牛,計,上場頭数(搬入),232.5
2022-04-14,馬,,本日と畜,0.0
2022-04-14,馬,,上場頭数(生体),0.0
2022-04-14,馬,,上場頭数(搬入),0.0
2022-04-14,豚,,本日と畜,976.0
2022-04-14,豚,,上場頭数(生体),839.0
2022-04-14,豚,,上場頭数(搬入),0.0
2022-04-14,こ牛,,本日と畜,0.0
2022-04-14,こ牛,,上場頭数(生体),0.0
2022-04-14,こ牛,,上場頭数(搬入),1.0
2022-04-18,牛,和牛,本日と畜,297.0
2022-04-18,牛,和牛,上場頭数(生体),325.0
2022-04-18,牛,和牛,上場頭数(搬入),43.0
2022-04-18,牛,交雑種,本日と畜,133.0
2022-04-18,牛,交雑種,上場頭数(生体),103.0
2022-04-18,牛,交雑種,上場頭数(搬入),61.0
2022-04-18,牛,乳牛,本日と畜,0.0
2022-04-18,牛,乳牛,上場頭数(生体),0.0
2022-04-18,牛,乳牛,上場頭数(搬入),53.0
2022-04-18,牛,計,本日と畜,430.0
2022-04-18,牛,計,上場頭数(生体),428.0
2022-04-18,牛,計,上場頭数(搬入),157.0
2022-04-18,馬,,本日と畜,0.0
2022-04-18,馬,,上場頭数(生体),0.0
2022-04-18,馬,,上場頭数(搬入),0.0
2022-04-18,豚,,本日と畜,812.0
2022-04-18,豚,,上場頭数(生体),693.0
2022-04-18,豚,,上場頭数(搬入),0.0
2022-04-18,こ牛,,本日と畜,0.0
2022-04-18,こ牛,,上場頭数(生体),0.0
2022-04-18,こ牛,,上場頭数(搬入),4.0
2022-04-19,牛,和牛,本日と畜,331.0
2022-04-19,牛,和牛,上場頭数(生体),295.0
2022-04-19,牛,和牛,上場頭数(搬入),28.5
2022-04-19,牛,交雑種,本日と畜,99.0
2022-04-19,牛,交雑種,上場頭数(生体),133.0
2022-04-19,牛,交雑種,上場頭数(搬入),0.0
2022-04-19,牛,乳牛,本日と畜,0.0
2022-04-19,牛,乳牛,上場頭数(生体),0.0
2022-04-19,牛,乳牛,上場頭数(搬入),31.0
2022-04-19,牛,計,本日と畜,430.0
2022-04-19,牛,計,上場頭数(生体),428.0
2022-04-19,牛,計,上場頭数(搬入),59.5
2022-04-19,馬,,本日と畜,0.0
2022-04-19,馬,,上場頭数(生体),0.0
2022-04-19,馬,,上場頭数(搬入),0.0
2022-04-19,豚,,本日と畜,537.0
2022-04-19,豚,,上場頭数(生体),887.0
2022-04-19,豚,,上場頭数(搬入),0.0
2022-04-19,こ牛,,本日と畜,0.0
2022-04-19,こ牛,,上場頭数(生体),0.0
2022-04-19,こ牛,,上場頭数(搬入),0.0
2022-04-20,牛,和牛,本日と畜,300.0
2022-04-20,牛,和牛,上場頭数(生体),331.0
2022-04-20,牛,和牛,上場頭数(搬入),124.0
2022-04-20,牛,交雑種,本日と畜,128.0
2022-04-20,牛,交雑種,上場頭数(生体),99.0
2022-04-20,牛,交雑種,上場頭数(搬入),140.0
2022-04-20,牛,乳牛,本日と畜,0.0
2022-04-20,牛,乳牛,上場頭数(生体),0.0
2022-04-20,牛,乳牛,上場頭数(搬入),68.0
2022-04-20,牛,計,本日と畜,428.0
2022-04-20,牛,計,上場頭数(生体),430.0
2022-04-20,牛,計,上場頭数(搬入),332.0
2022-04-20,馬,,本日と畜,0.0
2022-04-20,馬,,上場頭数(生体),0.0
2022-04-20,馬,,上場頭数(搬入),0.0
2022-04-20,豚,,本日と畜,706.0
2022-04-20,豚,,上場頭数(生体),595.0
2022-04-20,豚,,上場頭数(搬入),1.0
2022-04-20,こ牛,,本日と畜,0.0
2022-04-20,こ牛,,上場頭数(生体),0.0
2022-04-20,こ牛,,上場頭数(搬入),1.0
2022-04-21,牛,和牛,本日と畜,329.0
2022-04-21,牛,和牛,上場頭数(生体),300.0
2022-04-21,牛,和牛,上場頭数(搬入),61.0
2022-04-21,牛,交雑種,本日と畜,90.0
2022-04-21,牛,交雑種,上場頭数(生体),127.0
2022-04-21,牛,交雑種,上場頭数(搬入),76.0
2022-04-21,牛,乳牛,本日と畜,2.0
2022-04-21,牛,乳牛,上場頭数(生体),0.0
2022-04-21,牛,乳牛,上場頭数(搬入),69.0
2022-04-21,牛,計,本日と畜,421.0
2022-04-21,牛,計,上場頭数(生体),427.0
2022-04-21,牛,計,上場頭数(搬入),206.0
2022-04-21,馬,,本日と畜,0.0
2022-04-21,馬,,上場頭数(生体),0.0
2022-04-21,馬,,上場頭数(搬入),0.0
2022-04-21,豚,,本日と畜,1073.0
2022-04-21,豚,,上場頭数(生体),708.0
2022-04-21,豚,,上場頭数(搬入),0.0
2022-04-21,こ牛,,本日と畜,0.0
2022-04-21,こ牛,,上場頭数(生体),0.0
2022-04-21,こ牛,,上場頭数(搬入),0.0
2022-04-22,牛,和牛,本日と畜,282.0
2022-04-22,牛,和牛,上場頭数(生体),331.0
2022-04-22,牛,和牛,上場頭数(搬入),51.5
2022-04-22,牛,交雑種,本日と畜,66.0
2022-04-22,牛,交雑種,上場頭数(生体),90.0
2022-04-22,牛,交雑種,上場頭数(搬入),45.0
2022-04-22,牛,乳牛,本日と畜,0.0
2022-04-22,牛,乳牛,上場頭数(生体),2.0
2022-04-22,牛,乳牛,上場頭数(搬入),77.5
2022-04-22,牛,計,本日と畜,348.0
2022-04-22,牛,計,上場頭数(生体),423.0
2022-04-22,牛,計,上場頭数(搬入),174.0
2022-04-22,馬,,本日と畜,0.0
2022-04-22,馬,,上場頭数(生体),0.0
2022-04-22,馬,,上場頭数(搬入),0.0
2022-04-22,豚,,本日と畜,742.0
2022-04-22,豚,,上場頭数(生体),1074.0
2022-04-22,豚,,上場頭数(搬入),4.0
2022-04-22,こ牛,,本日と畜,0.0
2022-04-22,こ牛,,上場頭数(生体),0.0
2022-04-22,こ牛,,上場頭数(搬入),0.0
2022-04-25,牛,和牛,本日と畜,210.0
2022-04-25,牛,和牛,上場頭数(生体),282.0
2022-04-25,牛,和牛,上場頭数(搬入),65.0
2022-04-25,牛,交雑種,本日と畜,139.0
2022-04-25,牛,交雑種,上場頭数(生体),66.0
2022-04-25,牛,交雑種,上場頭数(搬入),46.0
2022-04-25,牛,乳牛,本日と畜,0.0
2022-04-25,牛,乳牛,上場頭数(生体),0.0
2022-04-25,牛,乳牛,上場頭数(搬入),63.0
2022-04-25,牛,計,本日と畜,349.0
2022-04-25,牛,計,上場頭数(生体),348.0
2022-04-25,牛,計,上場頭数(搬入),174.0
2022-04-25,馬,,本日と畜,0.0
2022-04-25,馬,,上場頭数(生体),0.0
2022-04-25,馬,,上場頭数(搬入),0.0
2022-04-25,豚,,本日と畜,865.0
2022-04-25,豚,,上場頭数(生体),742.0
2022-04-25,豚,,上場頭数(搬入),0.0
2022-04-25,こ牛,,本日と畜,0.0
2022-04-25,こ牛,,上場頭数(生体),0.0
2022-04-25,こ牛,,上場頭数(搬入),0.0
2022-04-26,牛,和牛,本日と畜,190.0
2022-04-26,牛,和牛,上場頭数(生体),210.0
2022-04-26,牛,和牛,上場頭数(搬入),36.0
2022-04-26,牛,交雑種,本日と畜,80.0
2022-04-26,牛,交雑種,上場頭数(生体),139.0
2022-04-26,牛,交雑種,上場頭数(搬入),1.0
2022-04-26,牛,乳牛,本日と畜,0.0
2022-04-26,牛,乳牛,上場頭数(生体),0.0
2022-04-26,牛,乳牛,上場頭数(搬入),51.0
2022-04-26,牛,計,本日と畜,270.0
2022-04-26,牛,計,上場頭数(生体),349.0
2022-04-26,牛,計,上場頭数(搬入),88.0
2022-04-26,馬,,本日と畜,0.0
2022-04-26,馬,,上場頭数(生体),0.0
2022-04-26,馬,,上場頭数(搬入),0.0
2022-04-26,豚,,本日と畜,745.0
2022-04-26,豚,,上場頭数(生体),968.0
2022-04-26,豚,,上場頭数(搬入),0.0
2022-04-26,こ牛,,本日と畜,0.0
2022-04-26,こ牛,,上場頭数(生体),0.0
2022-04-26,こ牛,,上場頭数(搬入),0.0
2022-04-27,牛,和牛,本日と畜,79.0
2022-04-27,牛,和牛,上場頭数(生体),190.0
2022-04-27,牛,和牛,上場頭数(搬入),86.0
2022-04-27,牛,交雑種,本日と畜,100.0
2022-04-27,牛,交雑種,上場頭数(生体),80.0
2022-04-27,牛,交雑種,上場頭数(搬入),101.0
2022-04-27,牛,乳牛,本日と畜,5.0
2022-04-27,牛,乳牛,上場頭数(生体),0.0
2022-04-27,牛,乳牛,上場頭数(搬入),90.5
2022-04-27,牛,計,本日と畜,184.0
2022-04-27,牛,計,上場頭数(生体),270.0
2022-04-27,牛,計,上場頭数(搬入),277.5
2022-04-27,馬,,本日と畜,0.0
2022-04-27,馬,,上場頭数(生体),0.0
2022-04-27,馬,,上場頭数(搬入),0.0
2022-04-27,豚,,本日と畜,944.0
2022-04-27,豚,,上場頭数(生体),803.0
2022-04-27,豚,,上場頭数(搬入),0.0
2022-04-27,こ牛,,本日と畜,0.0
2022-04-27,こ牛,,上場頭数(生体),0.0
2022-04-27,こ牛,,上場頭数(搬入),0.0
2022-04-28,牛,和牛,本日と畜,60.0
2022-04-28,牛,和牛,上場頭数(生体),79.0
2022-04-28,牛,和牛,上場頭数(搬入),75.0
2022-04-28,牛,交雑種,本日と畜,67.0
2022-04-28,牛,交雑種,上場頭数(生体),101.0
2022-04-28,牛,交雑種,上場頭数(搬入),46.0
2022-04-28,牛,乳牛,本日と畜,0.0
2022-04-28,牛,乳牛,上場頭数(生体),5.0
2022-04-28,牛,乳牛,上場頭数(搬入),102.0
2022-04-28,牛,計,本日と畜,127.0
2022-04-28,牛,計,上場頭数(生体),185.0
2022-04-28,牛,計,上場頭数(搬入),223.0
2022-04-28,馬,,本日と畜,0.0
2022-04-28,馬,,上場頭数(生体),0.0
2022-04-28,馬,,上場頭数(搬入),0.0
2022-04-28,豚,,本日と畜,908.0
2022-04-28,豚,,上場頭数(生体),1027.0
2022-04-28,豚,,上場頭数(搬入),0.0
2022-04-28,こ牛,,本日と畜,0.0
2022-04-28,こ牛,,上場頭数(生体),0.0
2022-04-28,こ牛,,上場頭数(搬入),0.0
2022-05-02,牛,和牛,本日と畜,48.0
2022-05-02,牛,和牛,上場頭数(生体),61.0
2022-05-02,牛,和牛,上場頭数(搬入),31.0
2022-05-02,牛,交雑種,本日と畜,31.0
2022-05-02,牛,交雑種,上場頭数(生体),67.0
2022-05-02,牛,交雑種,上場頭数(搬入),9.0
2022-05-02,牛,乳牛,本日と畜,0.0
2022-05-02,牛,乳牛,上場頭数(生体),0.0
2022-05-02,牛,乳牛,上場頭数(搬入),40.0
2022-05-02,牛,計,本日と畜,79.0
2022-05-02,牛,計,上場頭数(生体),128.0
2022-05-02,牛,計,上場頭数(搬入),80.0
2022-05-02,馬,,本日と畜,0.0
2022-05-02,馬,,上場頭数(生体),0.0
2022-05-02,馬,,上場頭数(搬入),0.0
2022-05-02,豚,,本日と畜,1064.0
2022-05-02,豚,,上場頭数(生体),976.0
2022-05-02,豚,,上場頭数(搬入),2.0
2022-05-02,こ牛,,本日と畜,0.0
2022-05-02,こ牛,,上場頭数(生体),0.0
2022-05-02,こ牛,,上場頭数(搬入),0.0
2022-05-06,牛,和牛,本日と畜,365.0
2022-05-06,牛,和牛,上場頭数(生体),48.0
2022-05-06,牛,和牛,上場頭数(搬入),18.5
2022-05-06,牛,交雑種,本日と畜,65.0
2022-05-06,牛,交雑種,上場頭数(生体),31.0
2022-05-06,牛,交雑種,上場頭数(搬入),16.0
2022-05-06,牛,乳牛,本日と畜,0.0
2022-05-06,牛,乳牛,上場頭数(生体),0.0
2022-05-06,牛,乳牛,上場頭数(搬入),62.5
2022-05-06,牛,計,本日と畜,430.0
2022-05-06,牛,計,上場頭数(生体),79.0
2022-05-06,牛,計,上場頭数(搬入),97.0
2022-05-06,馬,,本日と畜,0.0
2022-05-06,馬,,上場頭数(生体),0.0
2022-05-06,馬,,上場頭数(搬入),0.0
2022-05-06,豚,,本日と畜,1097.0
2022-05-06,豚,,上場頭数(生体),1147.0
2022-05-06,豚,,上場頭数(搬入),10.0
2022-05-06,こ牛,,本日と畜,0.0
2022-05-06,こ牛,,上場頭数(生体),0.0
2022-05-06,こ牛,,上場頭数(搬入),0.0
2022-05-07,牛,和牛,本日と畜,0.0
2022-05-07,牛,和牛,上場頭数(生体),0.0
2022-05-07,牛,和牛,上場頭数(搬入),0.0
2022-05-07,牛,交雑種,本日と畜,0.0
2022-05-07,牛,交雑種,上場頭数(生体),0.0
2022-05-07,牛,交雑種,上場頭数(搬入),0.0
2022-05-07,牛,乳牛,本日と畜,0.0
2022-05-07,牛,乳牛,上場頭数(生体),0.0
2022-05-07,牛,乳牛,上場頭数(搬入),0.0
2022-05-07,牛,計,本日と畜,0.0
2022-05-07,牛,計,上場頭数(生体),0.0
2022-05-07,牛,計,上場頭数(搬入),0.0
2022-05-07,馬,,本日と畜,0.0
2022-05-07,馬,,上場頭数(生体),0.0
2022-05-07,馬,,上場頭数(搬入),0.0
2022-05-07,豚,,本日と畜,0.0
2022-05-07,豚,,上場頭数(生体),0.0
2022-05-07,豚,,上場頭数(搬入),0.0
2022-05-07,こ牛,,本日と畜,0.0
2022-05-07,こ牛,,上場頭数(生体),0.0
2022-05-07,こ牛,,上場頭数(搬入),0.0
2022-05-09,牛,和牛,本日と畜,350.0
2022-05-09,牛,和牛,上場頭数(生体),365.0
2022-05-09,牛,和牛,上場頭数(搬入),24.0
2022-05-09,牛,交雑種,本日と畜,79.0
2022-05-09,牛,交雑種,上場頭数(生体),65.0
2022-05-09,牛,交雑種,上場頭数(搬入),42.0
2022-05-09,牛,乳牛,本日と畜,0.0
2022-05-09,牛,乳牛,上場頭数(生体),0.0
2022-05-09,牛,乳牛,上場頭数(搬入),51.0
2022-05-09,牛,計,本日と畜,429.0
2022-05-09,牛,計,上場頭数(生体),430.0
2022-05-09,牛,計,上場頭数(搬入),117.0
2022-05-09,馬,,本日と畜,0.0
2022-05-09,馬,,上場頭数(生体),0.0
2022-05-09,馬,,上場頭数(搬入),0.0
2022-05-09,豚,,本日と畜,912.0
2022-05-09,豚,,上場頭数(生体),1158.0
2022-05-09,豚,,上場頭数(搬入),1.0
2022-05-09,こ牛,,本日と畜,0.0
2022-05-09,こ牛,,上場頭数(生体),0.0
2022-05-09,こ牛,,上場頭数(搬入),0.0
2022-05-10,牛,和牛,本日と畜,319.0
2022-05-10,牛,和牛,上場頭数(生体),350.0
2022-05-10,牛,和牛,上場頭数(搬入),18.0
2022-05-10,牛,交雑種,本日と畜,107.0
2022-05-10,牛,交雑種,上場頭数(生体),79.0
2022-05-10,牛,交雑種,上場頭数(搬入),0.0
2022-05-10,牛,乳牛,本日と畜,2.0
2022-05-10,牛,乳牛,上場頭数(生体),0.0
2022-05-10,牛,乳牛,上場頭数(搬入),42.0
2022-05-10,牛,計,本日と畜,428.0
2022-05-10,牛,計,上場頭数(生体),429.0
2022-05-10,牛,計,上場頭数(搬入),60.0
2022-05-10,馬,,本日と畜,0.0
2022-05-10,馬,,上場頭数(生体),0.0
2022-05-10,馬,,上場頭数(搬入),0.0
2022-05-10,豚,,本日と畜,789.0
2022-05-10,豚,,上場頭数(生体),957.0
2022-05-10,豚,,上場頭数(搬入),0.0
2022-05-10,こ牛,,本日と畜,0.0
2022-05-10,こ牛,,上場頭数(生体),0.0
2022-05-10,こ牛,,上場頭数(搬入),0.0
2022-05-11,牛,和牛,本日と畜,310.0
2022-05-11,牛,和牛,上場頭数(生体),320.0
2022-05-11,牛,和牛,上場頭数(搬入),93.0
2022-05-11,牛,交雑種,本日と畜,117.0
2022-05-11,牛,交雑種,上場頭数(生体),107.0
2022-05-11,牛,交雑種,上場頭数(搬入),135.0
2022-05-11,牛,乳牛,本日と畜,2.0
2022-05-11,牛,乳牛,上場頭数(生体),2.0
2022-05-11,牛,乳牛,上場頭数(搬入),48.0
2022-05-11,牛,計,本日と畜,429.0
2022-05-11,牛,計,上場頭数(生体),429.0
2022-05-11,牛,計,上場頭数(搬入),276.0
2022-05-11,馬,,本日と畜,0.0
2022-05-11,馬,,上場頭数(生体),0.0
2022-05-11,馬,,上場頭数(搬入),0.0
2022-05-11,豚,,本日と畜,855.0
2022-05-11,豚,,上場頭数(生体),789.0
2022-05-11,豚,,上場頭数(搬入),1.0
2022-05-11,こ牛,,本日と畜,0.0
2022-05-11,こ牛,,上場頭数(生体),0.0
2022-05-11,こ牛,,上場頭数(搬入),1.0
2022-05-12,牛,和牛,本日と畜,325.0
2022-05-12,牛,和牛,上場頭数(生体),311.0
2022-05-12,牛,和牛,上場頭数(搬入),73.0
2022-05-12,牛,交雑種,本日と畜,101.0
2022-05-12,牛,交雑種,上場頭数(生体),117.0
2022-05-12,牛,交雑種,上場頭数(搬入),126.0
2022-05-12,牛,乳牛,本日と畜,0.0
2022-05-12,牛,乳牛,上場頭数(生体),2.0
2022-05-12,牛,乳牛,上場頭数(搬入),88.0
2022-05-12,牛,計,本日と畜,426.0
2022-05-12,牛,計,上場頭数(生体),430.0
2022-05-12,牛,計,上場頭数(搬入),287.0
2022-05-12,馬,,本日と畜,0.0
2022-05-12,馬,,上場頭数(生体),0.0
2022-05-12,馬,,上場頭数(搬入),0.0
2022-05-12,豚,,本日と畜,996.0
2022-05-12,豚,,上場頭数(生体),855.0
2022-05-12,豚,,上場頭数(搬入),0.0
2022-05-12,こ牛,,本日と畜,0.0
2022-05-12,こ牛,,上場頭数(生体),0.0
2022-05-12,こ牛,,上場頭数(搬入),0.0
2022-05-13,牛,和牛,本日と畜,327.0
2022-05-13,牛,和牛,上場頭数(生体),324.0
2022-05-13,牛,和牛,上場頭数(搬入),78.0
2022-05-13,牛,交雑種,本日と畜,85.0
