2020/1/1,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
14,0.31,3.5,0.14,3.1,,SSW,3,NNW,3.3,98,,
15,0.25,3,0.16,3,,W,9,NW,3.1,133,,
16,0.77,3,0.27,3.1,SE,WNW,19,NW,3.4,169,,
17,0.64,2.5,0.19,2.9,,W,18,N,2.2,193,,
18,0.36,3.5,0.17,2.8,,W,18,E,3.4,198,,
19,0.46,2.5,0.23,2.7,,W,10,E,1.9,192,,
20,0.45,2.5,0.2,2.7,,SE,6,WSW,2.4,170,,
21,0.23,3,0.13,2.5,,ESE,10,W,3.1,139,,
22,0.67,4,0.19,3.4,,SE,9,WNW,3.4,94,,
23,0.26,2,0.1,2.7,,SSW,4,NW,2.6,48,,
24,0.11,2.5,0.07,3,,W,4,NW,2.1,16,,
最大,0.77,4,0.27,3.4,最多,平均,24,最多,6.8,平均,平均,
平均,0.35,3,0.15,2.9,,WSW,6.5,NNW,3.6,127,,
2020/10/20,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.18,3.5,0.08,2.9,,E,5,NW,2.1,7,,
2,0.15,2.5,0.08,2.7,,SE,6,NNW,2.9,20,,
3,0.14,2.5,0.07,2.7,,W,8,NNW,3.3,56,,
4,0.15,3.5,0.08,2.6,,W,12,NNW,3.7,100,,
5,0.24,2.5,0.13,3,,W,14,N,5.8,140,,
6,0.29,3,0.13,2.4,,W,20,NNW,6.7,172,,
7,0.35,1.5,0.18,2.5,,W,18,NNW,6.8,191,,
8,0.3,3,0.18,3.1,,WNW,14,N,5.9,194,,
9,0.42,3,0.16,2.9,,SSW,10,N,4.3,179,,
10,0.42,2.5,0.21,3,,WNW,1,N,4.8,153,,
11,0.32,2.5,0.16,3,,NE,6,N,4.5,125,,
12,0.37,2.5,0.19,3.1,,E,4,NNE,4.7,98,,
13,0.52,2.5,0.2,2.8,,ENE,2,NE,5.8,83,,
14,0.42,2.5,0.25,2.9,ENE,ENE,2,ENE,5.2,92,,
15,0.5,2,0.25,2.5,WNW,NNW,8,ENE,6.1,118,,
16,0.89,3,0.34,2.9,S,WNW,2,ENE,6.4,151,,
17,0.73,3,0.35,2.8,ESE,NW,7,NE,5.3,178,,
18,0.51,2.5,0.28,2.7,SW,SW,1,NE,4.8,190,,
19,0.6,3.5,0.32,2.8,ESE,WSW,1,NE,3.6,184,,
20,0.43,2,0.24,2.6,,ENE,4,NNE,2.6,167,,
21,0.42,2.5,0.22,2.4,,ENE,10,NNE,2.5,141,,
22,0.31,2,0.18,2.4,,ESE,11,NNE,3,107,,
23,0.39,3,0.19,2.6,,SE,10,NNE,4.1,69,,
24,0.19,2.5,0.11,2.8,,E,2,NNE,3.5,35,,
最大,0.89,3.5,0.35,3.1,最多,平均,20,最多,6.8,平均,平均,
平均,0.39,2.6,0.19,2.8,ESE,W,2,NNE,4.5,123,,
2020/10/21,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.2,3,0.1,2.5,,E,4,N,3.4,11,,
2,0.16,2,0.09,2.5,,SE,1,N,4.6,7,,
3,0.13,3,0.08,2.4,,N,3,N,4.2,27,,
4,0.15,3,0.09,2.5,,W,11,N,4.5,61,,
5,0.4,3,0.11,2.8,,WNW,10,N,5.3,96,,
6,0.49,3,0.17,2.8,,WNW,16,NNW,5.1,128,,
7,0.44,2.5,0.22,2.9,,WSW,17,NNW,6.6,148,,
8,0.45,2.5,0.21,2.7,,W,12,N,5.9,160,,
9,0.32,3,0.16,2.8,,WSW,6,N,5.1,163,,
10,0.49,3,0.22,2.8,,W,8,N,3.8,158,,
11,0.57,3.5,0.23,2.7,,WSW,4,NE,4.4,143,,
12,0.44,2,0.24,2.5,,SW,1,NE,4.5,121,,
13,0.62,2.5,0.29,2.5,NE,ESE,4,NE,5,103,,
14,0.48,2.5,0.26,2.7,ESE,SW,3,ENE,6.6,101,,
15,0.51,3,0.31,2.7,WSW,WSW,4,ENE,6.4,113,,
16,0.5,2.5,0.28,2.8,NNE,WNW,10,NE,5.3,135,,
17,0.5,2.5,0.32,2.9,NNE,WSW,11,NNE,4.7,160,,
18,0.49,2.5,0.26,2.7,SE,W,15,NNE,4.6,174,,
19,0.37,2.5,0.21,2.5,,WSW,12,NNE,5.8,176,,
20,0.44,2.5,0.23,2.6,,ESE,6,NNE,4.6,163,,
21,0.47,2.5,0.2,2.4,,E,7,NNE,5,144,,
22,0.29,2,0.17,2.7,,ENE,3,NNE,5.7,117,,
23,0.3,3.5,0.16,2.7,,ESE,8,NNE,5.2,88,,
24,0.21,2.5,0.12,2.7,,SE,3,N,5.5,61,,
最大,0.62,3.5,0.32,2.9,最多,平均,17,最多,6.6,平均,平均,
平均,0.39,2.7,0.2,2.7,NNE,W,4.3,N,5.1,115,,
2020/10/22,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.2,2,0.11,2.4,,ENE,3,N,3.6,39,,
2,0.31,2,0.11,2.7,,SE,2,N,2.7,26,,
3,0.15,1.5,0.09,2.5,,WNW,5,NW,6.1,30,,
4,0.24,1.5,0.13,1.9,,W,8,NNW,5.3,51,,
5,0.28,3.5,0.14,2.6,,W,20,NNW,4,78,,
6,0.3,3,0.17,2.9,,WNW,16,NNW,4.6,108,,
7,0.44,2,0.18,2.7,,W,18,N,5.8,131,,
8,0.26,3.5,0.16,2.7,,WSW,18,N,4,149,,
9,0.33,2.5,0.17,2.8,,SW,10,N,5.3,160,,
10,0.46,2.5,0.22,2.9,,WSW,7,N,2.5,166,,
11,0.46,5,0.24,3.3,,W,5,N,3.2,160,,
12,0.32,2,0.18,2.9,,SW,3,N,3,148,,
13,0.31,2,0.16,2.8,,SSW,4,NNE,2.2,134,,
14,0.33,2.5,0.18,3.1,,S,2,NNE,2.7,125,,
15,0.42,3,0.21,2.8,,WSW,5,NNE,2.3,128,,
16,0.5,3,0.24,2.9,,SW,6,NNE,2.5,139,,
17,0.51,4,0.26,3.6,E,W,11,NNE,2.8,155,,
18,0.34,2.5,0.16,2.8,,WNW,8,N,2.3,167,,
19,0.3,2.5,0.17,3.1,,WNW,7,NNE,2.5,173,,
20,0.22,2.5,0.12,2.8,,S,2,N,2.2,169,,
21,0.26,3.5,0.13,2.9,,W,7,NNW,2.8,159,,
22,0.6,4,0.19,3,,W,3,NNW,3.4,141,,
23,0.27,2.5,0.13,2.9,,WSW,3,NNE,2.3,124,,
24,0.34,3.5,0.14,3,,N,2,NNW,3.7,104,,
最大,0.6,5,0.26,3.6,最多,平均,20,最多,6.1,平均,平均,
平均,0.34,2.8,0.17,2.8,,W,6.2,N,3.4,124,,
2020/10/23,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.15,4.5,0.08,2.8,,NE,4,NNE,3.9,83,,
2,0.12,2.5,0.07,2.5,,SE,4,N,4.1,61,,
3,0.12,2,0.08,2.3,,SE,5,N,4,51,,
4,0.26,4,0.09,2.6,,S,3,NNW,2.5,54,,
5,0.33,2.5,0.15,3.2,,NNW,3,N,2.6,71,,
6,0.43,3,0.12,2.8,,W,7,N,2.7,93,,
7,0.41,2,0.21,2.9,,WNW,8,NW,1.2,114,,
8,0.33,3.5,0.2,2.6,,W,5,N,0.9,131,,
9,0.37,3,0.19,2.8,,W,8,NNE,1.5,148,,
10,0.33,3.5,0.18,2.7,,WSW,12,NNE,1.6,157,,
11,0.44,3.5,0.2,2.9,,W,11,NW,1.5,161,,
12,0.33,3,0.18,3.1,,W,10,N,3.8,162,,
13,0.28,2.5,0.14,2.9,,WNW,5,N,3.7,157,,
14,0.31,3.5,0.18,3.3,,W,3,NNW,3.3,152,,
15,0.28,2,0.18,2.9,,WNW,2,N,2.6,150,,
16,0.45,3,0.16,3.1,,NNW,4,WNW,1.6,152,,
17,0.61,3.5,0.23,3,,S,1,SE,0.8,155,,
18,0.38,3,0.17,2.7,,W,5,NNW,1.7,161,,
19,0.27,3.5,0.15,3.1,,NE,3,N,1.3,169,,
20,0.3,3,0.15,3.1,,S,1,ESE,1.7,174,,
21,0.19,3.5,0.1,2.9,,ENE,1,N,3,168,,
22,0.61,4,0.17,3.1,,SE,3,N,3,159,,
23,0.24,3,0.12,3.2,,ESE,4,N,2.4,144,,
24,0.14,3,0.08,2.9,,SE,3,N,4.6,128,,
最大,0.61,4.5,0.23,3.3,最多,平均,12,最多,4.6,平均,平均,
平均,0.32,3.1,0.15,2.9,,W,2.2,N,2.5,131,,
2020/10/24,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.12,3,0.08,2.5,,ESE,4,NNW,3.7,113,,
2,0.2,2,0.11,2,,SE,6,N,3.5,99,,
3,0.22,1.5,0.12,2,,SE,5,N,6.3,85,,
4,0.21,1.5,0.13,2.2,,ESE,4,NNW,5.7,76,,
5,0.24,3.5,0.14,2.6,,NNE,2,N,4.4,71,,
6,0.25,2,0.13,2.3,,SSW,2,NNW,6.6,77,,
7,0.39,2,0.21,2.6,,W,2,NNW,6.7,92,,
8,0.45,2.5,0.2,2.6,,W,10,NNW,6.3,108,,
9,0.34,3,0.2,2.7,,NW,11,NNW,5.3,123,,
10,0.29,2.5,0.15,2.6,,WSW,6,NNW,5.8,136,,
11,0.42,2.5,0.18,2.7,,WSW,8,N,3.7,148,,
12,0.39,3,0.18,2.8,,,0,N,3.5,154,,
13,0.31,2.5,0.18,2.7,,SE,2,ENE,2.6,158,,
14,0.5,3.5,0.23,2.9,,ESE,4,ESE,1.8,160,,
15,0.5,2.5,0.28,2.8,ESE,SSE,3,E,1.2,158,,
16,0.52,4,0.23,2.8,,SW,2,SSE,2.5,153,,
17,0.38,2.5,0.21,3,,NNE,2,SE,3.5,149,,
18,0.29,3,0.18,2.9,,ESE,4,ESE,2.9,145,,
19,0.43,2,0.15,2.7,,SSE,6,ESE,3.6,144,,
20,0.28,2.5,0.17,2.8,,SSE,4,NNE,2.2,147,,
21,0.21,2.5,0.13,2.8,,S,5,N,4.9,150,,
22,0.21,2.5,0.14,2.7,,SSE,2,NNW,6,144,,
23,0.24,3,0.13,2.9,,S,3,NNW,4.1,135,,
24,0.3,2,0.1,2.7,,SSW,2,NNW,6.1,125,,
最大,0.52,4,0.28,3,最多,平均,11,最多,6.7,平均,平均,
平均,0.32,2.6,0.17,2.6,,S,1.6,NNW,4.3,127,,
2020/10/25,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.21,2,0.12,2.2,,WSW,1,NNW,5.5,119,,
2,0.24,1.5,0.12,2.1,,N,2,NNW,4.9,110,,
3,0.29,1,0.14,2,,ENE,2,NNW,6.5,98,,
4,0.26,1.5,0.14,1.8,,ENE,2,NW,5.7,83,,
5,0.26,2,0.15,2.4,,WSW,2,NNW,6,70,,
6,0.45,2.5,0.2,2.4,,W,4,NNW,6.1,64,,
7,0.31,2,0.17,2.7,,WSW,4,NNW,6,68,,
8,0.37,2.5,0.21,2.7,,WNW,6,NNW,5.8,76,,
9,0.55,4,0.22,2.5,,W,6,NNW,7,90,,
10,0.36,3.5,0.2,2.6,,W,4,NNW,7.2,108,,
11,0.43,2,0.23,3.4,,W,8,NW,3.9,125,,
12,0.33,3.5,0.19,2.7,,SW,3,WNW,0.8,137,,
13,0.38,2.5,0.21,2.8,,WSW,6,S,1.4,149,,
14,0.34,2.5,0.19,2.8,,SSE,5,SE,2.8,154,,
15,0.52,2.5,0.29,2.7,SE,NNE,2,S,6,154,,
16,0.51,2.5,0.27,2.4,NW,SE,3,S,5.7,149,,
17,0.6,3,0.27,2.7,N,E,3,S,4.4,139,,
18,0.42,2,0.18,2.6,,E,6,SSW,4.4,128,,
19,0.31,2,0.17,2.4,,SSE,5,WSW,4.5,123,,
20,0.32,2.5,0.16,2.7,,SW,1,W,3.5,119,,
21,0.23,3,0.14,2.9,,WSW,4,W,2.9,117,,
22,0.2,2.5,0.11,2.6,,ESE,2,WSW,2.4,123,,
23,0.37,2.5,0.15,3,,NW,3,W,2.2,131,,
24,0.14,2.5,0.09,2.7,,SE,4,WNW,2.6,134,,
最大,0.6,4,0.29,3.4,最多,平均,8,最多,7.2,平均,平均,
平均,0.35,2.4,0.18,2.6,,SW,1.2,NNW,4.5,115,,
2020/10/26,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.17,2.5,0.08,2.6,,ENE,2,W,3.2,133,,
2,0.2,3.5,0.11,2.9,,ESE,3,W,2.8,129,,
3,0.14,2.5,0.08,2.6,,ESE,2,WNW,2.8,119,,
4,0.21,3.5,0.09,2.6,,ENE,2,W,0.6,103,,
5,0.47,5,0.17,3.2,,ESE,7,WSW,1.1,87,,
6,0.3,3.5,0.16,3,,ESE,9,NNW,1.7,76,,
7,0.38,3,0.23,2.8,,ESE,5,N,0.7,72,,
8,0.41,2,0.2,2.8,,ESE,6,WSW,2,72,,
9,0.34,3.5,0.18,2.7,,ESE,9,WNW,0.8,78,,
10,0.34,2,0.17,2.7,,ESE,5,ESE,1.9,90,,
11,0.41,2.5,0.19,2.6,,NNE,6,ESE,2.4,107,,
12,0.28,2.5,0.15,2.9,,NE,5,ESE,2.2,128,,
13,0.4,3.5,0.2,3.1,,SE,4,E,1.9,148,,
14,0.39,3,0.2,3,,ENE,1,ENE,2.2,159,,
15,0.46,3,0.22,2.8,,ENE,1,ENE,1.7,160,,
16,0.55,3,0.22,2.5,,NNW,4,ENE,1.4,155,,
17,1.14,3,0.3,2.9,NW,NW,4,ENE,1.8,142,,
18,0.36,2,0.17,2.7,,ENE,2,SE,3.4,129,,
19,0.35,1.5,0.18,2.3,,ESE,3,ESE,3.3,113,,
20,0.36,2.5,0.2,2.3,,SSE,2,ESE,2.7,103,,
21,0.33,2,0.18,2.5,,E,4,NE,1.1,101,,
22,0.94,4,0.23,2.9,,ESE,1,N,2.5,105,,
23,0.35,3.5,0.12,2.9,,NNE,2,NNE,3.5,114,,
24,0.19,2,0.1,2.7,,NE,4,N,3.6,128,,
最大,1.14,5,0.3,3.2,最多,平均,9,最多,3.6,平均,平均,
平均,0.39,2.9,0.17,2.8,,E,2.8,ESE,2.1,115,,
2020/10/27,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.51,3.5,0.12,2.8,,E,4,N,3.9,139,,
2,0.18,2.5,0.09,2.4,,SE,5,N,4,144,,
3,0.16,3,0.09,2.8,,E,6,N,4.1,138,,
4,0.15,2.5,0.08,2.6,,E,7,N,5.4,124,,
5,0.26,3.5,0.14,2.8,,E,7,N,3.6,106,,
6,0.19,2.5,0.12,2.7,,E,8,NNW,4.7,89,,
7,0.41,2,0.18,2.9,,ESE,6,N,5.9,74,,
8,0.61,3,0.2,3,,ESE,7,N,4.9,67,,
9,0.33,2.5,0.18,3,,ENE,6,N,5.7,69,,
10,0.34,2.5,0.18,2.6,,ENE,3,N,4.2,77,,
11,0.3,2,0.19,2.8,,ENE,2,NNE,3.7,90,,
12,0.36,2.5,0.22,2.7,,NNW,5,NE,4.1,110,,
13,0.43,2,0.24,2.8,,NW,8,ENE,4.4,133,,
14,0.34,2.5,0.21,2.4,,ENE,7,ENE,5.4,156,,
15,0.45,2.5,0.23,2.5,,SSE,5,ENE,5.6,169,,
16,0.53,2.5,0.28,2.7,ENE,ENE,2,ENE,4.8,166,,
17,0.62,2.5,0.33,2.6,W,SE,3,ENE,5.1,150,,
18,0.69,2.5,0.3,2.6,WNW,ESE,8,ENE,5.4,127,,
19,0.57,2.5,0.31,2.6,SSE,SE,5,E,5.1,104,,
20,0.42,2,0.22,2.4,,SSE,7,NE,3,91,,
21,0.35,2,0.2,2.7,,WSW,4,NNE,2.9,88,,
22,0.65,4,0.2,2.7,,W,4,NNE,2.5,92,,
23,0.32,3.5,0.17,2.8,,NNE,4,NNE,2.8,103,,
24,0.24,2,0.14,2.5,,NW,3,N,2.5,118,,
最大,0.69,4,0.33,3,最多,平均,8,最多,5.9,平均,平均,
平均,0.39,2.6,0.19,2.7,,E,2.9,N,4.3,114,,
2020/10/28,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.22,2,0.11,2.4,,N,3,NNE,3.2,137,,
2,0.17,1.5,0.11,2.3,,SSW,1,N,2.9,152,,
3,0.23,1.5,0.11,2.4,,SSW,2,N,1.8,159,,
4,0.14,2.5,0.08,2.5,,E,2,N,2.3,153,,
5,0.21,3.5,0.11,2.8,,ESE,7,N,2.1,138,,
6,0.37,2.5,0.18,2.7,,ESE,9,N,2,117,,
7,0.47,3,0.19,2.8,,SE,7,N,2.1,94,,
8,0.37,3,0.19,2.9,,SSE,6,N,2.5,76,,
9,0.27,2,0.14,2.6,,N,6,N,1.6,68,,
10,0.48,3.5,0.2,2.8,,ESE,5,N,1.8,67,,
11,0.36,3.5,0.19,2.8,,WSW,2,E,1.3,79,,
12,0.29,2.5,0.19,3,,WSW,5,ENE,1.1,104,,
13,0.41,2,0.18,2.6,,WNW,8,E,1.3,133,,
14,0.41,3.5,0.23,3.2,,WNW,10,ENE,2.1,159,,
15,0.57,2.5,0.24,2.9,,WSW,2,ESE,1.1,175,,
16,0.36,2.5,0.21,2.7,,SW,5,SE,2,178,,
17,0.76,2.5,0.3,3.2,SW,SW,3,SE,2.6,165,,
18,0.28,3,0.16,2.8,,E,6,SSE,3.8,139,,
19,0.29,3,0.17,2.7,,ESE,8,S,4.1,115,,
20,0.38,3.5,0.18,3,,ESE,4,S,4.8,93,,
21,0.29,2.5,0.15,2.6,,ESE,3,S,4.4,78,,
22,0.39,2,0.18,2.4,,NNE,3,SSW,5.5,71,,
23,0.39,2,0.19,2.6,,NW,6,S,5.4,81,,
24,0.23,2.5,0.11,2.3,,NW,4,WSW,3.7,101,,
最大,0.76,3.5,0.3,3.2,最多,平均,10,最多,5.5,平均,平均,
平均,0.35,2.6,0.17,2.7,,ESE,0.7,N,2.7,118,,
2020/10/29,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.18,2.5,0.1,2.5,,WNW,6,WNW,3.4,130,,
2,0.22,4,0.1,2.7,,SW,5,W,2.5,155,,
3,0.16,3,0.09,2.7,,SW,4,NNW,3.8,171,,
4,0.16,2.5,0.09,2.3,,,0,NNW,3.8,170,,
5,0.38,4,0.14,3.1,,SSE,2,NNW,3.3,154,,
6,0.44,2.5,0.18,2.7,,ESE,7,NNE,2.6,133,,
7,0.32,2.5,0.18,2.9,,SSE,3,N,2.3,111,,
8,0.33,2.5,0.17,2.8,,ENE,4,N,3.9,89,,
9,0.37,3.5,0.19,2.8,,SE,5,N,4.7,76,,
10,0.26,2.5,0.16,2.8,,ESE,7,E,3.8,69,,
11,0.51,3,0.22,2.7,,E,6,N,3.2,74,,
12,0.64,2.5,0.21,2.7,,E,5,N,5.1,92,,
13,0.42,3,0.21,2.9,,WSW,2,N,4.4,123,,
14,0.38,2.5,0.19,2.7,,W,8,N,1.7,154,,
15,0.44,2.5,0.21,2.7,,NW,8,NNW,2.1,176,,
16,0.5,5,0.26,2.9,E,NW,3,E,1,180,,
17,0.71,3.5,0.27,3.3,SE,SSE,5,N,3.2,169,,
18,0.3,2.5,0.16,3,,ESE,13,NNW,4.9,145,,
19,0.25,3,0.13,2.9,,ESE,10,N,2.9,116,,
20,0.41,3.5,0.12,3.1,,SE,7,NNW,4.7,87,,
21,0.3,3.5,0.14,3,,SSW,1,NNW,4.7,65,,
22,0.68,3.5,0.18,2.9,,NNW,3,NNW,4.8,55,,
23,0.29,3,0.13,2.7,,WNW,6,N,5.3,59,,
24,0.39,3,0.15,2.9,,NNW,8,N,5.9,76,,
最大,0.71,5,0.27,3.3,最多,平均,13,最多,5.9,平均,平均,
平均,0.38,3.1,0.17,2.8,,SE,1.2,N,3.7,118,,
2020/10/30,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.32,1.5,0.14,2.1,,WNW,7,NNW,5.7,103,,
2,0.28,2.5,0.13,2.3,,WNW,12,NNW,5.9,135,,
3,0.38,1.5,0.18,2.5,,W,13,NNW,5.9,160,,
4,0.25,2,0.14,2.2,,W,10,N,5.5,173,,
5,0.34,4.5,0.17,3,,SW,4,NNW,5.7,169,,
6,0.28,2,0.17,2.9,,SW,1,NNW,6,150,,
7,0.34,2,0.2,2.6,,SE,3,N,5.3,123,,
8,0.3,2.5,0.17,2.8,,SSE,1,N,4.2,96,,
9,0.37,3,0.17,2.8,,SE,8,N,4.7,76,,
10,0.33,3,0.19,2.8,,ESE,4,N,5.2,67,,
11,0.41,3,0.23,2.9,,ESE,5,N,4.5,69,,
12,0.43,2.5,0.18,2.9,,NW,5,NNE,5.3,85,,
13,0.26,3,0.16,2.7,,WNW,4,NNE,4.9,109,,
14,0.38,3,0.22,2.9,,NW,8,NE,3.8,139,,
15,0.35,2.5,0.21,2.7,,NW,6,NE,4.2,167,,
16,0.54,3,0.27,2.9,SE,SSW,4,NE,3.5,184,,
17,0.66,4,0.29,2.8,S,ENE,3,NE,4.8,182,,
18,0.47,3,0.28,2.5,N,E,10,NE,4.2,158,,
19,0.37,2.5,0.23,2.5,,ESE,14,NNW,6.3,121,,
20,0.38,2,0.17,2.6,,SE,15,NNW,6.1,86,,
21,0.3,2,0.16,2.3,,ESE,12,NNW,6.3,55,,
22,0.53,4,0.19,2.8,,SW,3,NNW,7,37,,
23,0.3,3.5,0.15,2.9,,WNW,4,N,5.2,35,,
24,0.24,1.5,0.11,2.5,,NNE,2,N,5.9,55,,
最大,0.66,4.5,0.29,3,最多,平均,15,最多,7,平均,平均,
平均,0.37,2.7,0.19,2.7,,SSW,0.7,NNW,5.3,114,,
2020/10/31,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.29,2,0.15,2.1,,NNW,7,NNW,8.4,80,,
2,0.24,2.5,0.14,2.3,,NW,9,N,6,113,,
3,0.27,2.5,0.14,2.8,,WNW,11,N,6,144,,
4,0.22,2.5,0.12,2.6,,WNW,7,N,4.7,167,,
5,0.35,3.5,0.16,2.9,,WNW,4,N,5.1,173,,
6,0.31,2.5,0.16,2.7,,NW,2,N,4.6,164,,
7,0.41,2.5,0.19,2.6,,N,3,N,4,143,,
8,0.41,2.5,0.21,2.8,,E,4,N,3.9,116,,
9,0.36,3,0.2,3.3,,SE,4,N,5,89,,
10,0.27,3,0.15,2.7,,NE,2,N,3.4,71,,
11,0.38,2,0.19,2.7,,NNE,4,NNE,2.6,67,,
12,0.46,2.5,0.18,2.5,,WNW,4,E,2.9,77,,
13,0.46,4.5,0.23,2.9,,NW,7,E,3.6,101,,
14,0.37,2.5,0.23,2.8,,NW,6,ENE,4.8,133,,
15,0.51,2.5,0.27,2.8,ESE,NW,6,ENE,5.5,162,,
16,0.52,2.5,0.32,2.6,NNE,WNW,5,E,5.8,179,,
17,0.82,3,0.33,2.8,NW,W,7,ENE,6.4,183,,
18,0.58,2.5,0.32,2.6,WNW,,0,ENE,6.3,168,,
19,0.57,2.5,0.34,2.7,ENE,SE,9,ENE,6,138,,
20,0.63,3,0.33,2.8,ESE,SE,19,E,4.6,102,,
21,0.44,3.5,0.23,2.4,,SSE,10,ENE,5.1,67,,
22,0.43,2.5,0.21,2.3,,SE,7,ENE,3.8,39,,
23,0.3,2.5,0.16,2.3,,SSE,2,NNE,1.6,27,,
24,0.28,2,0.12,2.3,,ESE,2,NNW,2.3,34,,
最大,0.82,4.5,0.34,3.3,最多,平均,19,最多,8.4,平均,平均,
平均,0.41,2.7,0.21,2.6,ESE,NW,0.8,N,4.7,114,,
2020/11/1,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.19,2.5,0.1,2.2,,W,8,NW,4.2,59,,
2,0.16,3,0.1,2.9,,NW,11,N,2.5,98,,
3,0.16,3.5,0.09,3,,WNW,12,N,1.7,136,,
4,0.13,2.5,0.08,2.5,,WNW,16,NNW,3,166,,
5,0.29,3,0.12,2.9,,WNW,9,NNE,2,181,,
6,0.38,3,0.15,2.6,,W,5,N,1.9,180,,
7,0.35,2.5,0.19,2.7,,SSW,6,N,2.9,163,,
8,0.46,3,0.24,2.7,,ESE,4,NW,4.3,138,,
9,0.45,3,0.2,2.9,,SE,12,N,3.1,113,,
10,0.33,2,0.18,2.7,,SE,3,N,2.7,89,,
11,0.29,2.5,0.16,2.8,,SE,7,ENE,2.6,76,,
12,0.41,2,0.17,2.4,,S,7,E,3.1,78,,
13,0.27,2.5,0.15,2.7,,S,3,ESE,2.4,98,,
14,0.46,2,0.22,2.9,,W,7,E,1.9,129,,
15,0.4,3,0.23,2.6,,SW,19,ENE,1.7,157,,
16,0.43,3,0.25,3,SSW,WNW,7,ESE,1.7,182,,
17,0.43,3,0.23,2.8,,WNW,3,SE,1.6,192,,
18,0.32,2.5,0.2,2.8,,SSE,7,SE,4.2,181,,
19,0.22,2,0.14,2.5,,ESE,13,ESE,2.7,153,,
20,0.4,3,0.15,2.8,,SSE,10,W,1,120,,
21,0.21,1,0.12,2.5,,SE,10,,0.1,80,,
22,0.21,3,0.13,2.8,,SE,11,ESE,1.9,45,,
23,0.24,4,0.11,2.4,,SW,1,SE,1.8,27,,
24,0.19,4,0.1,2.1,,W,7,NNE,1.5,29,,
最大,0.46,4,0.25,3,最多,平均,19,最多,4.3,平均,平均,
平均,0.31,2.7,0.16,2.7,,SW,2.8,N,2.4,120,,
2020/11/2,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.19,1.5,0.1,2.1,,W,15,NNE,1.8,49,,
2,0.21,2.5,0.1,2.1,,WNW,15,NNW,1.2,84,,
3,0.21,4,0.11,2.5,,W,14,E,0.6,125,,
4,0.26,3.5,0.13,2.7,,W,17,N,0.9,162,,
5,0.37,3.5,0.17,3.6,,NW,12,NNE,1.3,186,,
6,0.4,3.5,0.2,2.9,,W,12,NNE,1.9,194,,
7,0.54,2.5,0.18,3,,S,4,N,2,185,,
8,0.61,3,0.29,3.1,NNW,SE,3,SE,2,165,,
