2021/1/1,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
24,0.24,2,0.14,2.4,,NNW,6,NNE,5,82,,
最大,0.77,4,0.44,3.1,最多,平均,14,最多,7.9,平均,平均,
平均,0.49,2.7,0.27,2.7,SSE,W,1.4,NNE,5.2,111,,
2021/10/13,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.35,2,0.17,2.3,,NE,3,NNE,5.3,57,,
2,0.3,2,0.17,2.2,,ENE,8,NNE,3.3,39,,
3,0.29,2.5,0.15,2.4,,E,4,NNE,4.5,31,,
4,0.25,1.5,0.14,2.3,,WSW,2,NNE,4.2,37,,
5,0.37,3.5,0.18,2.9,,WNW,8,NNE,4.3,48,,
6,0.2,2,0.12,2.4,,NNW,8,NNE,5.2,66,,
7,0.38,3,0.2,2.7,,WNW,10,NNE,6.2,83,,
8,0.36,2.5,0.2,2.5,,WSW,11,NNE,5.7,98,,
9,0.37,2.5,0.21,2.7,,WSW,11,NNE,4.8,112,,
10,0.41,2.5,0.23,2.6,,SW,8,NNE,6.1,129,,
11,0.38,2.5,0.21,2.7,,WSW,4,N,4.8,137,,
12,0.35,3,0.2,2.8,,SW,4,N,4.1,137,,
13,0.46,3,0.24,3.1,,W,4,NNE,4.5,135,,
14,0.41,3,0.25,3,W,W,16,N,4.9,133,,
15,0.41,2.5,0.19,2.7,,SW,10,N,4.3,129,,
16,0.4,3,0.18,2.9,,W,15,N,4.7,131,,
17,0.6,4,0.24,3.1,,WNW,11,N,4.4,136,,
18,0.26,2,0.14,2.8,,WNW,10,N,5,144,,
19,0.24,2.5,0.16,2.7,,NNW,10,NNE,5.1,147,,
20,0.36,3.5,0.18,2.7,,WSW,5,NNE,5.1,148,,
21,0.25,2.5,0.15,2.7,,SSW,6,NNE,5,145,,
22,0.29,2.5,0.16,2.6,,ESE,9,NNE,3.8,138,,
23,0.53,3,0.18,2.8,,ESE,8,N,2.9,130,,
24,0.2,2.5,0.13,2.6,,ESE,4,N,4,118,,
最大,0.6,4,0.25,3.1,最多,平均,16,最多,6.2,平均,平均,
平均,0.35,2.6,0.18,2.7,,W,4,NNE,4.7,109,,
2021/10/14,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.2,2.5,0.11,2.5,,E,7,N,3.2,102,,
2,0.16,3,0.1,2.5,,SSE,3,N,3.6,86,,
3,0.22,4.5,0.12,3.2,,WSW,4,NNW,4.2,73,,
4,0.18,2,0.09,2.7,,W,10,N,4.6,64,,
5,0.34,2,0.13,3,,WSW,11,NNW,4.4,61,,
6,0.28,3,0.16,3.2,,WSW,5,N,4.7,65,,
7,0.27,3,0.15,2.7,,WSW,4,N,4.3,73,,
8,0.3,1.5,0.18,2.7,,NNW,2,NNW,3.6,85,,
9,0.36,3.5,0.17,2.9,,W,6,N,3.6,101,,
10,0.34,2.5,0.18,2.9,,W,10,NNE,3.4,119,,
11,0.39,2.5,0.21,2.9,,WNW,11,NE,3.3,138,,
12,0.4,2.5,0.21,2.8,,WSW,10,E,2.2,155,,
13,0.41,3,0.21,2.9,,W,10,E,1.5,165,,
14,0.29,3,0.17,2.8,,SSW,4,E,1.3,166,,
15,0.41,4,0.22,3.2,,E,4,SE,2.6,162,,
16,0.49,2.5,0.25,2.8,W,E,3,ESE,2.2,156,,
17,0.49,3,0.21,2.9,,SE,4,SE,2.6,151,,
18,0.39,2.5,0.2,2.8,,SE,4,SE,2,149,,
19,0.54,2.5,0.27,2.3,NW,ESE,6,SE,5.4,145,,
20,0.6,2,0.35,2.3,SSE,E,9,SE,5.3,143,,
21,0.58,2.5,0.3,2.3,N,E,3,SE,4.5,143,,
22,0.43,2.5,0.2,2.1,,E,6,ESE,3.2,144,,
23,0.44,2.5,0.21,2.7,,E,7,ESE,3.1,145,,
24,0.24,2.5,0.14,2,,E,3,E,3.1,143,,
最大,0.6,4.5,0.35,3.2,最多,平均,11,最多,5.4,平均,平均,
平均,0.36,2.7,0.19,2.7,,SW,1.4,N,3.4,122,,
2021/10/15,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.25,2,0.13,2,,SE,5,SE,2.7,138,,
2,0.21,3,0.12,2.4,,ESE,6,ESE,2,127,,
3,0.2,2,0.1,2.2,,E,4,E,1.3,112,,
4,0.15,1.5,0.09,2.3,,SE,4,ENE,2.5,94,,
5,0.51,3,0.17,3.3,,ESE,6,ENE,2.2,82,,
6,0.25,2.5,0.13,2.6,,S,3,NNE,2,74,,
7,0.44,3.5,0.18,3,,NNW,3,NE,2.4,72,,
8,0.38,3,0.21,2.8,,W,1,NE,2.3,74,,
9,0.29,2.5,0.15,2.7,,W,4,NE,2,84,,
10,0.3,2.5,0.17,2.6,,NW,4,ENE,2.7,101,,
11,0.33,1.5,0.19,2.8,,WNW,13,E,2.1,119,,
12,0.75,2.5,0.21,2.7,,W,8,ESE,2.2,137,,
13,0.37,3,0.19,2.8,,WNW,7,ESE,2.2,157,,
14,0.38,3,0.22,3.1,,W,10,SE,3.2,168,,
15,0.41,3.5,0.24,3.3,,WSW,10,SSE,3.6,169,,
16,0.41,3,0.22,2.7,,W,7,S,6.4,165,,
17,0.53,2.5,0.24,2.5,,E,2,S,6.6,156,,
18,0.43,2.5,0.23,2.8,,ESE,4,S,5.1,144,,
19,0.4,2.5,0.17,2.6,,ESE,8,SSE,3.2,132,,
20,0.3,2,0.14,2.5,,ESE,10,SE,3.6,123,,
21,0.63,2.5,0.19,2.7,,SE,10,SE,3.7,122,,
22,0.33,3.5,0.16,2.5,,SSE,6,SE,2.9,128,,
23,0.29,3.5,0.15,2.6,,S,3,ESE,1.9,137,,
24,0.21,2,0.11,2.3,,SE,4,ESE,2.3,145,,
最大,0.75,3.5,0.24,3.3,最多,平均,13,最多,6.6,平均,平均,
平均,0.36,2.6,0.17,2.7,,SSW,1.3,SE,3,123,,
2021/10/16,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.16,1.5,0.1,2.2,,S,5,E,2.6,147,,
2,0.23,3,0.13,2.8,,S,1,ESE,2,142,,
3,0.14,2,0.09,2.3,,SSW,4,SSW,2.9,131,,
4,0.18,2,0.09,2.1,,ENE,3,S,3.4,115,,
5,0.51,4,0.19,2.8,,E,6,SSW,4.6,97,,
6,0.33,2.5,0.16,2.6,,E,6,SE,1.8,79,,
7,0.25,3,0.15,2.7,,ESE,10,ESE,2.2,64,,
8,0.34,2.5,0.19,2.6,,ENE,6,SSE,3.9,60,,
9,0.33,2.5,0.16,2.9,,E,8,NE,3.6,60,,
10,0.35,2,0.18,2.6,,ESE,6,ENE,4.8,73,,
11,0.37,2.5,0.21,2.6,,E,4,ENE,1,97,,
12,0.42,2.5,0.22,2.5,,ENE,3,E,0.3,123,,
13,0.39,3.5,0.21,2.7,,NNW,2,ESE,1.6,149,,
14,0.33,2.5,0.21,2.9,,SSW,1,SSE,4.2,168,,
15,0.59,3,0.28,2.8,SE,NNW,4,SSE,5.4,173,,
16,0.59,3,0.34,2.9,ESE,NNE,1,SSE,6,171,,
17,0.6,2.5,0.3,2.5,NNE,NNW,5,SSE,5.6,161,,
18,0.53,2.5,0.28,2.5,ESE,E,8,S,4.5,143,,
19,0.33,3,0.18,2.6,,ENE,9,ESE,3.7,125,,
20,0.43,2.5,0.23,2.8,,ESE,9,E,4.7,111,,
21,0.37,2.5,0.22,2.5,,ESE,9,WSW,3.8,104,,
22,0.65,3.5,0.26,2.3,W,SW,5,S,6,106,,
23,0.45,3.5,0.22,2.5,,WNW,5,SW,4.4,118,,
24,0.44,2,0.23,2.2,,NW,5,SW,6.2,136,,
最大,0.65,4,0.34,2.9,最多,平均,10,最多,6.2,平均,平均,
平均,0.39,2.7,0.2,2.6,ESE,E,2.7,SSE,3.7,119,,
2021/10/17,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.29,2,0.17,2.3,,WNW,6,S,4.8,152,,
2,0.43,2,0.2,2.1,,WNW,7,SW,6.8,160,,
3,0.29,2,0.17,2.6,,NW,6,WNW,3.3,162,,
4,0.18,2.5,0.12,2.8,,NW,4,NNW,3.2,148,,
5,0.45,3.5,0.16,2.6,,NE,1,NNW,9.5,125,,
6,0.49,2,0.15,2.5,,NNE,2,NNW,7.3,100,,
7,0.34,2.5,0.17,2.2,,NW,3,NNW,8.1,78,,
8,0.38,2.5,0.18,2.4,,E,2,NNW,9.1,63,,
9,0.31,5,0.19,2.3,,WNW,3,N,7.1,58,,
10,0.29,2,0.18,2.5,,NNE,4,N,7.1,60,,
11,0.51,3.5,0.22,2.4,,WSW,7,N,9.2,70,,
12,0.37,2.5,0.2,2.6,,N,5,N,7.8,89,,
13,0.46,2.5,0.19,2.5,,W,9,N,5.5,118,,
14,0.44,3,0.25,2.7,SW,SW,8,NE,7.7,146,,
15,0.56,2.5,0.35,2.8,ESE,S,4,NE,8.6,167,,
16,0.81,3,0.45,3,SE,ESE,15,NE,9.9,173,,
17,0.88,3,0.52,3.2,ENE,ESE,21,NE,9.2,162,,
18,0.96,3,0.51,3.2,E,ESE,18,NE,7.6,138,,
19,0.92,3,0.51,3.2,ENE,ESE,15,NE,8.1,109,,
20,0.89,3.5,0.5,3.2,E,ESE,18,NNE,7.4,82,,
21,0.67,3.5,0.45,3.2,E,E,4,NNE,7.5,69,,
22,0.63,3,0.36,3.1,ESE,WNW,5,NNE,6.8,70,,
23,0.46,3,0.3,3,ENE,NNE,8,NNE,7.2,84,,
24,0.47,3,0.27,3,NE,WNW,5,NNE,6.1,106,,
最大,0.96,5,0.52,3.2,最多,平均,21,最多,9.9,平均,平均,
平均,0.52,2.8,0.28,2.7,E,ESE,1.5,NE,7.3,112,,
2021/10/18,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.5,3,0.28,3,WSW,NW,1,NNE,6.7,130,,
2,0.49,3,0.28,3,SE,ENE,4,NNE,5.8,151,,
3,0.58,2.5,0.29,2.8,ENE,NNW,2,NNE,5.7,163,,
4,0.44,3,0.29,2.8,E,SSW,5,NNE,6.2,160,,
5,0.62,3,0.31,2.7,SSE,SE,8,NNE,6.1,144,,
6,0.45,2.5,0.28,3,ESE,SE,15,NNE,5.7,118,,
7,0.48,3.5,0.24,2.9,,ESE,16,NNE,5.2,91,,
8,0.46,3,0.23,2.7,,ESE,13,NNE,6.2,68,,
9,0.34,3,0.2,2.8,,ESE,9,NNE,6.6,56,,
10,0.43,2.5,0.24,2.7,,SSE,7,NE,6.9,53,,
11,0.37,2,0.24,2.8,,E,3,NE,6.6,61,,
12,0.54,3,0.28,3,S,NE,2,NE,5.7,81,,
13,0.43,3,0.24,2.8,,NNW,6,NE,5.3,112,,
14,0.5,3,0.28,2.9,NW,NNW,10,NE,5.5,144,,
15,0.48,2.5,0.3,2.7,E,NNW,12,NE,6.6,173,,
16,0.62,3,0.33,2.8,WSW,NNE,8,NE,6,188,,
17,0.53,3,0.35,2.8,NE,SSW,3,NE,6.8,185,,
18,0.62,2.5,0.36,2.8,S,E,1,NE,6.7,162,,
19,0.53,2.5,0.35,2.7,SSW,E,8,NE,4.4,130,,
20,0.45,2.5,0.27,2.7,ENE,ESE,8,NNE,4.4,96,,
21,0.5,2,0.25,2.7,E,E,6,NNE,4.4,69,,
22,0.32,2.5,0.18,2.7,,SSE,2,NNE,4.6,60,,
23,0.38,2.5,0.2,2.8,,SW,4,N,4.2,67,,
24,0.29,2.5,0.16,2.7,,WNW,8,NNE,3.7,86,,
最大,0.62,3.5,0.36,3,最多,平均,16,最多,6.9,平均,平均,
平均,0.47,2.7,0.27,2.8,E,E,2.8,NNE,5.7,115,,
2021/10/19,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.22,3,0.13,2.7,,W,13,N,3.3,116,,
2,0.25,3,0.15,2.8,,NW,11,N,4.6,149,,
3,0.21,2,0.12,2.6,,W,9,NNW,5.3,174,,
4,0.23,1.5,0.11,2.5,,WSW,8,NNW,4.4,181,,
5,0.44,3.5,0.19,2.8,,S,4,NNW,4.4,173,,
6,0.41,3,0.16,2.5,,SSE,4,N,3.8,151,,
7,0.39,2.5,0.19,2.6,,SE,3,NNW,4.7,121,,
8,0.32,2.5,0.18,3,,SSE,5,N,4.3,92,,
9,0.36,2.5,0.19,3,,SSE,2,NW,3.8,71,,
10,0.38,2.5,0.16,2.6,,W,6,NNW,5.2,62,,
11,0.25,2.5,0.14,2.8,,W,6,NNW,4.5,63,,
12,0.34,2.5,0.16,2.7,,WNW,6,NNW,4.7,83,,
13,0.38,2,0.21,3.3,,W,11,NW,4.6,113,,
14,0.38,4,0.2,3,,WNW,12,NNW,5,146,,
15,0.43,3.5,0.19,2.9,,WSW,11,NNW,3.7,177,,
16,0.67,2.5,0.21,3,,SSW,9,NNW,4.6,196,,
17,0.41,4,0.18,3,,W,6,N,3.8,198,,
18,0.34,3,0.14,2.9,,ENE,4,N,3.6,183,,
19,0.32,3.5,0.16,3.1,,ESE,8,NNE,2.4,154,,
20,0.32,3.5,0.19,3.2,,ESE,21,NW,2.3,116,,
21,0.3,3,0.15,2.9,,SE,11,NNW,3.3,84,,
22,0.17,2.5,0.09,2.7,,ESE,9,NW,2.1,58,,
23,0.26,4,0.13,2.8,,SW,1,NW,1,53,,
24,0.21,2.5,0.11,2.6,,W,11,SSE,4.4,70,,
最大,0.67,4,0.21,3.3,最多,平均,21,最多,5.3,平均,平均,
平均,0.33,2.9,0.16,2.8,,WSW,2.9,NNW,3.9,124,,
2021/10/20,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.23,1.5,0.12,2.2,,W,13,W,1.5,101,,
2,0.21,2.5,0.11,2.3,,WNW,16,WNW,2.1,142,,
3,0.24,2,0.12,2.4,,WNW,18,NW,1.2,178,,
4,0.23,3.5,0.12,3,,W,15,NNW,1.4,199,,
5,0.28,2.5,0.15,3.6,,W,7,WNW,1.6,199,,
6,0.27,1.5,0.12,2.9,,WSW,7,NW,2.7,185,,
7,0.57,2.5,0.2,2.8,,SE,9,NNW,0.4,161,,
8,0.36,2.5,0.2,2.8,,ESE,10,W,3.4,132,,
9,0.28,2,0.16,2.7,,SSE,6,NW,6.6,101,,
10,0.33,2,0.17,2.9,,E,2,NNW,7,75,,
11,0.29,3,0.15,2.5,,WNW,5,NNW,5.3,66,,
12,0.26,2.5,0.15,2.8,,W,10,NW,4.3,77,,
13,0.23,2,0.15,2.8,,NW,10,NNW,7.4,106,,
14,0.62,4,0.22,3.1,,NW,14,NNW,6.2,143,,
15,0.48,3,0.25,2.6,ENE,W,11,NNW,7.9,176,,
16,0.51,3,0.25,2.8,W,WNW,11,NNW,5.6,195,,
17,0.61,2,0.29,2.9,W,W,12,NNW,7.8,196,,
18,0.42,2,0.24,2.5,,W,5,NNW,8.7,181,,
19,1.08,3,0.29,2.6,W,W,5,NNW,9.5,154,,
20,0.39,2,0.21,2.3,,WNW,3,NNW,9.5,121,,
21,0.45,2,0.25,2.4,WNW,W,5,NNW,9.2,83,,
22,0.7,3,0.28,2.6,SW,WSW,6,NNW,8.7,50,,
23,0.48,3,0.25,2.5,W,NW,6,NNW,9,31,,
24,0.36,2.5,0.21,2.4,,WNW,8,NNW,8.7,33,,
最大,1.08,4,0.29,3.6,最多,平均,18,最多,9.5,平均,平均,
平均,0.41,2.5,0.19,2.7,W,W,6.4,NNW,5.7,129,,
2021/10/21,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.55,2,0.25,2.5,NNW,WNW,14,NNW,10.5,59,,
2,0.39,2,0.23,2.5,,NW,18,NNW,9.7,102,,
3,0.41,3.5,0.19,2.7,,W,12,NNW,7.9,142,,
4,0.34,4.5,0.17,3,,WSW,14,NNW,7.8,170,,
5,0.49,3.5,0.23,3.3,,WSW,14,NNW,7.3,182,,
6,0.41,2.5,0.2,3.1,,W,7,N,4.7,180,,
7,0.39,3,0.22,3.1,,NW,6,N,5.2,163,,
8,0.47,3,0.26,2.8,ENE,WNW,4,NNE,5.1,136,,
9,0.42,2.5,0.23,2.8,,ESE,14,N,2.7,106,,
10,0.34,2,0.17,2.7,,ESE,8,NNE,4.4,80,,
11,0.33,2.5,0.18,2.6,,ENE,5,NNE,3.2,64,,
12,0.3,1.5,0.17,2.8,,NE,2,NE,3.4,67,,
13,0.34,2,0.19,2.6,,WSW,3,ESE,1.9,89,,
14,0.4,2.5,0.23,3,,W,9,SE,2.8,124,,
15,0.45,2.5,0.24,2.7,,W,27,ESE,3.5,160,,
16,0.67,3,0.29,3,SSW,W,25,ESE,4.1,187,,
17,0.45,3.5,0.24,2.9,,W,17,E,4.4,195,,
18,0.61,2.5,0.31,2.4,NNW,W,9,ESE,6,183,,
19,0.54,2.5,0.31,2.5,E,NW,6,ESE,4.5,154,,
20,0.53,2.5,0.3,2.6,ENE,WSW,2,E,3.4,118,,
21,0.38,2.5,0.22,2.4,,SE,7,ENE,5.1,83,,
22,0.45,3,0.26,3.1,NNW,ESE,13,NE,5,54,,
23,0.57,2.5,0.26,2.5,SW,SW,1,NE,4.8,36,,
24,0.57,3,0.34,2.8,ESE,SSW,7,NE,4.8,32,,
最大,0.67,4.5,0.34,3.3,最多,平均,27,最多,10.5,平均,平均,
平均,0.45,2.7,0.24,2.8,NNW,W,5.8,NNW,5.1,119,,
2021/10/22,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.65,2.5,0.37,2.8,ENE,S,7,NE,4.9,47,,
2,0.58,3,0.34,2.9,E,WSW,3,NNE,4.9,80,,
3,0.39,3.5,0.25,2.8,E,WSW,9,NNE,4.7,123,,
4,0.4,2.5,0.19,2.7,,W,17,NNE,5,163,,
5,0.53,2.5,0.19,3,,WNW,14,N,4.5,189,,
6,0.3,3.5,0.15,2.6,,NW,14,N,4.5,197,,
7,0.45,2.5,0.21,2.8,,W,9,N,5.1,189,,
8,0.51,3,0.24,3,,WSW,5,N,4.7,163,,
9,0.26,3,0.16,3,,SSE,6,N,4.9,132,,
10,0.45,3,0.19,2.7,,ESE,6,N,5,98,,
11,0.35,3,0.21,2.8,,NW,2,N,5.6,75,,
12,0.32,2.5,0.18,3,,NW,2,NNW,5.8,68,,
13,0.29,2.5,0.16,2.8,,NNW,4,N,5.5,81,,
14,0.25,3,0.15,2.8,,W,4,N,6.3,108,,
15,0.26,2.5,0.16,2.9,,W,9,N,5.4,138,,
16,0.32,2.5,0.18,2.8,,WNW,16,N,5.3,166,,
17,0.46,4,0.22,3.3,,WNW,9,N,5.9,184,,
18,0.28,4.5,0.17,3,,W,7,N,5.4,184,,
19,0.3,2.5,0.17,2.6,,N,6,NNW,5.7,165,,
20,0.33,2,0.16,2.8,,NNE,4,N,5.3,131,,
21,0.33,5,0.19,3.6,,ENE,2,NNW,4.6,92,,
22,0.39,3,0.16,2.9,,E,4,NNW,5.4,58,,
23,0.21,2.5,0.13,2.9,,N,1,N,5.4,33,,
24,0.24,3,0.1,2.8,,NNW,5,NNW,4.1,25,,
最大,0.65,5,0.37,3.6,最多,平均,17,最多,6.3,平均,平均,
平均,0.37,3,0.19,2.9,E,WNW,4.2,N,5.2,120,,
2021/10/23,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.17,3,0.11,2.7,,NW,7,NNW,4.2,35,,
2,0.16,3,0.1,2.7,,WSW,6,N,4.7,61,,
3,0.15,3,0.1,2.7,,W,10,NNW,3.9,101,,
4,0.21,2.5,0.11,2.8,,WSW,6,N,3,141,,
5,0.3,2.5,0.15,3.2,,NW,20,NNE,3.6,172,,
6,0.3,4,0.12,2.6,,WNW,17,NNE,2.2,184,,
7,0.35,3,0.17,2.6,,WSW,12,N,2.9,181,,
8,0.42,2.5,0.23,2.8,,SW,5,NNE,3.3,165,,
9,0.28,4.5,0.18,2.4,,W,4,NNW,6.5,142,,
10,0.34,2.5,0.18,2.4,,WNW,6,NNW,7.6,118,,
11,0.29,3,0.17,2.5,,W,5,NNW,6.5,97,,
12,0.29,4.5,0.16,2.4,,W,5,NNW,7.3,83,,
13,0.29,2.5,0.16,2.5,,SW,5,NNW,8,86,,
14,0.5,2.5,0.27,2.4,ESE,WNW,14,NNW,8.1,104,,
15,0.43,1.5,0.24,2.6,,WNW,12,NNW,9.4,132,,
16,0.4,2.5,0.23,2.5,,W,16,NNW,9.4,160,,
17,0.54,2.5,0.24,2.9,,W,10,NNW,7.1,181,,
18,0.62,2,0.29,2.6,N,W,12,N,11.2,181,,
19,0.49,2.5,0.27,2.5,SSE,SW,3,NNW,8.8,164,,
20,0.58,2.5,0.26,2.5,NNE,NNE,8,NNW,8.6,135,,
21,0.32,3,0.2,2.8,,E,2,NNW,7,98,,
22,0.3,3.5,0.17,3.1,,ENE,8,N,4.7,66,,
23,0.32,3.5,0.16,3,,E,2,NNE,4,39,,
24,0.19,2.5,0.11,2.8,,E,3,NNE,3,26,,
最大,0.62,4.5,0.29,3.2,最多,平均,20,最多,11.2,平均,平均,
平均,0.34,2.9,0.18,2.7,,W,5.8,NNW,6,119,,
2021/10/24,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.19,2.5,0.1,2.5,,SW,2,NNE,2.3,24,,
2,0.34,2.5,0.13,2.6,,NW,6,NE,4.7,38,,
3,0.22,2.5,0.14,2.5,,W,8,NE,3.8,66,,
4,0.19,2.5,0.11,2.4,,W,13,NNE,3,104,,
5,0.43,3,0.13,3,,WSW,16,NNE,4.1,143,,
6,0.25,2.5,0.12,2.6,,W,16,NNE,4.7,170,,
7,0.38,2.5,0.18,2.6,,WNW,13,NE,2.7,179,,
8,0.33,3,0.22,2.7,,W,18,NE,2.7,167,,
9,0.3,3,0.17,2.7,,W,12,ENE,3,148,,
10,0.46,3,0.2,2.8,,W,8,NE,2.9,128,,
11,0.33,3.5,0.2,2.9,,WNW,4,E,2.6,110,,
12,0.37,2,0.19,2.5,,SW,3,E,3.1,96,,
13,0.4,2,0.19,2.4,,S,1,ESE,3.5,91,,
14,0.35,3.5,0.2,2.7,,SSW,5,ESE,3.2,99,,
15,0.38,3,0.21,2.8,,WSW,7,SE,3,123,,
16,0.5,2.5,0.25,2.8,E,WSW,12,SSE,1,151,,
17,0.5,3,0.25,3,NNE,W,15,SSE,1.9,174,,
18,0.59,3,0.32,2.4,SW,W,9,ESE,5.7,183,,
19,0.5,3,0.33,2.4,NNE,NNW,3,ESE,5.5,173,,
20,0.59,2.5,0.32,2.5,E,E,13,ESE,4.5,150,,
21,0.4,2.5,0.22,2.4,,ESE,14,ESE,3.6,123,,
22,0.38,3,0.2,2.5,,SE,10,SE,2.4,91,,
23,0.3,4.5,0.16,2.5,,ESE,7,ESE,1.3,59,,
24,0.26,2.5,0.13,2.8,,SSW,5,N,1.4,31,,
最大,0.59,4.5,0.33,3,最多,平均,18,最多,5.7,平均,平均,
平均,0.37,2.8,0.19,2.6,E,WSW,5.2,ESE,3.2,118,,
2021/10/25,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.21,2.5,0.1,2.6,,W,6,N,2.1,16,,
2,0.12,2.5,0.08,2.7,,W,12,N,1.7,22,,
3,0.23,3,0.09,2.3,,W,10,N,1.8,47,,
4,0.15,2,0.1,2.1,,WNW,9,NNW,3.7,85,,
5,0.38,3.5,0.16,2.9,,WNW,13,NNW,3.5,121,,
6,0.31,2.5,0.15,2.5,,W,14,NNW,3.6,152,,
7,0.42,3.5,0.22,3.1,,WNW,8,NNW,3.6,169,,
8,0.42,2.5,0.19,2.7,,W,8,N,3.9,173,,
9,0.33,2,0.18,2.8,,SW,4,N,3.3,163,,
10,0.37,3,0.2,2.8,,NNW,2,NNE,4.4,145,,
11,0.55,2.5,0.2,3,,SW,5,N,3.4,123,,
12,0.34,2,0.16,2.7,,SSW,5,N,4.7,106,,
13,0.29,3,0.15,2.8,,WSW,6,N,3.8,96,,
14,0.32,3,0.17,3,,WSW,8,N,4.2,99,,
15,0.37,4,0.2,3,,WSW,6,N,4.1,117,,
16,0.3,3,0.19,2.9,,NW,9,N,3.3,141,,
17,0.4,3,0.22,3,,WNW,12,N,5.5,163,,
18,0.83,3,0.28,3.5,SE,SE,2,N,5.7,173,,
19,0.32,3.5,0.21,3.2,,WSW,7,NNW,6.9,168,,
20,0.33,3,0.15,2.9,,NNW,4,N,6.1,153,,
21,0.46,2.5,0.21,3,,ESE,3,N,4.9,132,,
22,0.4,2.5,0.16,2.7,,ESE,12,N,6,108,,
23,0.34,2.5,0.19,2.5,,SE,7,NNW,5.8,82,,
24,0.3,2.5,0.17,2,,E,4,NNW,7.5,53,,
最大,0.83,4,0.28,3.5,最多,平均,14,最多,7.5,平均,平均,
平均,0.35,2.8,0.17,2.8,,W,4.5,N,4.3,117,,
2021/10/26,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.25,2,0.14,2.1,,E,6,N,6.3,37,,
2,0.28,3,0.15,2.2,,N,3,N,8.4,29,,
3,0.33,2,0.21,2.2,,WNW,3,NNW,8.6,42,,
4,0.41,2.5,0.22,2.3,,NW,12,NNW,9.9,66,,
5,0.6,2.5,0.32,2.4,W,NNW,14,NNW,10.9,96,,
6,0.59,2.5,0.28,2.5,W,W,9,NNW,10.8,122,,
7,0.56,2.5,0.29,2.8,NNW,W,12,NNW,8.5,147,,
8,0.49,3.5,0.21,3,,WNW,18,NNW,6.8,159,,
9,0.5,2.5,0.24,3.4,,WNW,14,NNW,6.1,162,,
10,0.43,4,0.23,3.2,,NNW,6,NNW,6.8,154,,
11,0.33,2.5,0.2,3.1,,W,6,N,7,141,,
12,0.29,3.5,0.17,2.8,,WSW,3,N,5.9,125,,
13,0.25,3,0.15,2.9,,SW,7,NNE,5.5,117,,
14,0.35,3,0.18,3,,WSW,6,NNE,5.5,119,,
15,0.39,2.5,0.2,2.8,,S,3,NE,4.1,130,,
